original_colname,normalized_colname
DNA_INPUT,deoxyribonucleic_acid_input
DNA_METHYLATION_CLUSTER_EC,deoxyribonucleic_acid_methylation_cluster_ec
DNA_METHYLATION_CLUSTER_GEA,deoxyribonucleic_acid_methylation_cluster_gea
DNA_METHYLATION_CLUSTER_GEA_CIN,deoxyribonucleic_acid_methylation_cluster_gea_cin
DNA_METHYLATION_CLUSTER_SCC,deoxyribonucleic_acid_methylation_cluster_scc
DNA_REPAIR_STATUS,deoxyribonucleic_acid_repair_status
DNLR,dnlr
DNMT3A_MUTATION,dnmt3a_mutation
DNP_COUNT,dnp_count
DNP_COUNT_GG_TO_TT_OR_CC_TO_AA,dnp_count_gg_to_tt_or_cc_to_aa
DNP_GG_TO_TT_OR_CC_TO_AA_COUNT_WGS,dnp_gg_to_tt_or_cc_to_aa_count_whole_genome_sequencing
DOB_LASTFU_TIME_YRS,dob_lastfu_time_years
DOB_PROG_START_TIME_YRS,dob_prog_start_time_years
DOB_PROG_TIME_YRS,dob_prog_time_years
DOB_RECUR_START_TIME_YRS,dob_recur_start_time_years
DOB_RECUR_TIME_YRS,dob_recur_time_years
DOB_REPORT_TIME_YRS,dob_report_time_years
DOB_TISSUE_TIME_YRS,dob_tissue_time_years
DOMAIN,domain
DOMINANT_HISTOLOGICAL_SUBTYPE,dominant_histological_subtype
DOMINANT_SIGNATURE_FRACTION_WGS_NOTSMOKING,dominant_signature_fraction_whole_genome_sequencing_notsmoking
DOMINANT_SIGNATURE_WGS_NOTSMOKING_50PERC,dominant_signature_whole_genome_sequencing_notsmoking_50perc
DOPAMINE,dopamine
DOR_MONTHS,dor_months
DOR_STATUS,dor_status
DOSE_MG_DAY_STEROID_DURING_PD1,dose_mg_day_steroid_during_programmed_cell_death_protein_1
DOSE_MG_DAY_STEROID_PD1_START,dose_mg_day_steroid_programmed_cell_death_protein_1_start
DOSE_OF_PEMBROLIZUMAB_PER_INJECTION (MG/KG),dose_of_pembrolizumab_per_injection (mg/kg)
DOSE_OF_RE-IRRADIATION,dose_of_re-irradiation
DOSE_REDUCTION,dose_reduction
DOT_MONTHS,dot_months
DOUBLING_TIME_FROM_VENDOR,doubling_time_from_vendor
DRIVER_CLASS,driver_class
DRIVER_MUTATION_DENSITY,driver_mutation_density
DRIVER1_AI,driver1_ai
DRIVER1_CCF,driver1_ccf
DRIVER1_CELLULAR_FRACTION,driver1_cellular_fraction
DRIVER1_CLONAL_CALL,driver1_clonal_call
DRIVER1_EXPECTED_MUTANT_COPIES,driver1_expected_mutant_copies
DRIVER1_FACETS_PLOIDY_CALL,driver1_facets_ploidy_call
DRIVER1_LCN,driver1_lcn
DRIVER1_MUTATION,driver1_mutation
DRIVER1_TCN,driver1_tcn
DRIVER2_AI,driver2_ai
DRIVER2_CCF,driver2_ccf
DRIVER2_CELLULAR_FRACTION,driver2_cellular_fraction
DRIVER2_CLONAL_CALL,driver2_clonal_call
DRIVER2_EXPECTED_MUTANT_COPIES,driver2_expected_mutant_copies
DRIVER2_FACETS_PLOIDY_CALL,driver2_facets_ploidy_call
DRIVER2_LCN,driver2_lcn
DRIVER2_MUTATION,driver2_mutation
DRIVER2_TCN,driver2_tcn
DRUG,drug
DRUG_AND_DOSE_STEROID_DURING_PD1,drug_and_dose_steroid_during_programmed_cell_death_protein_1
DRUG_LAST_ADMIN,drug_last_admin
DRUG_START,drug_start
DRUG_TESTING_IN_ANALYSIS,drug_testing_in_analysis
DUCT_TYPE,duct_type
DURATION_IBD_AT_DX_10_20_YEARS,duration_ibd_at_diagnosis_10_20_years
DURATION_IBD_AT_DX_10_YEARS,duration_ibd_at_diagnosis_10_years
DURATION_OF_INDUCTION_TREATMENT,duration_of_induction_treatment
DURATION_OF_THERAPY_DAYS,duration_of_therapy_days
DURATION_OF_THERAPY_WEEKS,duration_of_therapy_weeks
DX_AT_INCLUSION,diagnosis_at_inclusion
DX_BREASTFEEDING,diagnosis_breastfeeding
DX_BX_GLEASON_COMBO,diagnosis_bx_gleason_combo
DX_BX_GLEASON_PRI,diagnosis_bx_gleason_pri
DX_BX_GLEASON_SEC,diagnosis_bx_gleason_sec
DX_BX_HISTOLOGY,diagnosis_bx_histology
DX_BX_M_STAGE,diagnosis_bx_m_stage
DX_BX_N_STAGE,diagnosis_bx_n_stage
DX_BX_NUM_CORE,diagnosis_bx_number_core
DX_BX_PERC_CORE,diagnosis_bx_percentage_core
DX_BX_T_STAGE,diagnosis_bx_t_stage
DX_BX_TOT_CORES,diagnosis_bx_tot_cores
DX_CEP17_COPY,diagnosis_cep17_copy
DX_CEP17_COPY_NUMBER,diagnosis_cep17_copy_number
DX_HER2_COPY,diagnosis_human_epidermal_growth_factor_receptor_2_copy
DX_HER2_COPY_NUMBER,diagnosis_human_epidermal_growth_factor_receptor_2_copy_number
DX_ORG_INST,diagnosis_org_inst
DX_PREGNANT,diagnosis_pregnant
DX_PSTAGE,diagnosis_pstage
DYSPLASIA,dysplasia
DZ_EXTENT,dz_extent
DZ_VOLUME,dz_volume
EARLY_RESISTANCE,early_resistance
EBV_POSITIVE,epstein_barr_virus_positive
EBV_POSITIVE_MALIGNANT_CELLS_PERCENT,epstein_barr_virus_positive_malignant_cells_percent
EBV_STATUS_MALIGNANT_CELLS_METHOD,epstein_barr_virus_status_malignant_cells_method
EBV_TESTED,epstein_barr_virus_tested
EC,ec
ECE,ece
ECE_BINARY,ece_binary
ECOG_AT_STAGE_4_DX,eastern_cooperative_oncology_group_at_stage_4_diagnosis
ECOG_BIN,eastern_cooperative_oncology_group_bin
ECOG_GT_2,eastern_cooperative_oncology_group_gt_2
ECOG_PERFORMANCE_STATUS,eastern_cooperative_oncology_group_performance_status
ECSMG,ecsmg
ECZEMA_HISTORY,eczema_history
EDMONDSON,edmondson
EDMONDSON_GRADE,edmondson_grade
EFS_TIME,efs_time
EFSCENS,efscens
EGFR_DRIVER,epidermal_growth_factor_receptor_driver
EGFR_MUTATION,epidermal_growth_factor_receptor_mutation
EGFR_MUTATION_STATUS,epidermal_growth_factor_receptor_mutation_status
EGFR_PROTEIN,epidermal_growth_factor_receptor_protein
ELN_2008,eln_2008
ELN_2017,eln_2017
ELN2017,eln2017
ENDOCRINE_THERAPY,endocrine_therapy
ENDOCRINE_TOXICITIES,endocrine_toxicities
ENETS_STAGING,enets_staging
ENETS_T_STAGING,enets_t_staging
ENHANCING,enhancing
EPENDYMOMA_RELA_STATUS,ependymoma_rela_status
EPIC_BCELLS,epic_bcells
EPIC_CAFS,epic_cafs
EPIC_CD4_TCELLS,epic_cluster_of_differentiation_4_tcells
EPIC_CD8_TCELLS,epic_cluster_of_differentiation_8_tcells
EPIC_ENDOTHELIAL,epic_endothelial
EPIC_MACROPHAGES,epic_macrophages
EPIC_NKCELLS,epic_nkcells
EPIC_OTHERCELLS,epic_othercells
EPIGENETIC,epigenetic
EPINEPHRINE,epinephrine
EPITHELIAL,epithelial
ER,estrogen_receptor
ER_ESR1,estrogen_receptor_esr1
ER_IHC,estrogen_receptor_immunohistochemistry
ER_PCT_PRIMARY,estrogen_receptor_pct_primary
ER_PR_STATUS,estrogen_receptor_progesterone_receptor_status
ER_STATUS_PRIMARY,estrogen_receptor_status_primary
ER_UPDATED_CLINICAL_STATUS,estrogen_receptor_updated_clinical_status
ERBB_PATHWAY_MUTATION,erbb_pathway_mutation
ERBB2_AMP_MSKIMPACT,erbb2_amplification_mskimpact
ERBB2_DRIVER,erbb2_driver
ERBB2_GENE_AMPLIFIED,erbb2_gene_amplified
ERBB2_MUTATION,erbb2_mutation
ERBB2_MUTATION_STATUS,erbb2_mutation_status
ERBB2_PROTEIN,erbb2_protein
ERBB2_PROTEOGENOMIC_STATUS,erbb2_proteogenomic_status
ERBB2_UPDATED_CLINICAL_STATUS,erbb2_updated_clinical_status
ERG,erg
ERG_FUS,erg_fus
ERG_FUSION_ACGH,erg_fusion_array_comparative_genomic_hybridization
ERG_FUSION_GEX,erg_fusion_gex
ERG_STATUS,erg_status
ERK_SCORE,erk_score
ERROR_PERCENT,error_percent
ESOPH_COLUMNAR_METAPLASIA_INDICATOR,esoph_columnar_metaplasia_indicator
ESOPH_NON_CA_DEGREE_OF_DYSPLASIA,esoph_non_ca_degree_of_dysplasia
ESOPHAGEAL_TUMOR_LOCATION_INVOLVED,esophageal_tumor_location_involved
ESTIMATE IMMUNESCORE,estimate immunescore
ESTIMATE STROMALSCORE,estimate stromalscore
ESTIMATE_COMBINED_SCORE,estimate_combined_score
ESTIMATE_ESTIMATESCORE,estimate_estimatescore
ESTIMATESCORE,estimatescore
ESTROGEN_RECEPTOR,estrogen_receptor
ESTROGEN_RECEPTOR_%,estrogen_receptor_%
ETHNICITY_SELF_IDENTIFY,ethnicity_self_identify
ETIOLOGY,etiology
ETS,ets
ETS_FUSION_DETAILS,ets_fusion_details
ETS_RAF_SPINK1_STATUS,ets_raf_spink1_status
ETS_STATUS,ets_status
ETV1_STATUS,etv1_status
ETV4_STATUS,etv4_status
ETV6_RUNX1_FUSION_STATUS,etv6_runx1_fusion_status
EVALUABLE_FOR_PET,evaluable_for_pet
EVALUABLE_FOR_RECIST,evaluable_for_response_evaluation_criteria_in_solid_tumors
EVENT_DETAILS,event_details
EVER_MET_SITE_ADRENAL,ever_met_proto_oncogene_receptor_tyrosine_kinase_site_adrenal
EVER_MET_SITE_BONE,ever_met_proto_oncogene_receptor_tyrosine_kinase_site_bone
EVER_MET_SITE_CNS,ever_met_proto_oncogene_receptor_tyrosine_kinase_site_central_nervous_system
EVER_MET_SITE_LIVER_BILIARY_TRACT,ever_met_proto_oncogene_receptor_tyrosine_kinase_site_liver_biliary_tract
EVER_MET_SITE_LN,ever_met_proto_oncogene_receptor_tyrosine_kinase_site_ln
EVER_MET_SITE_LUNG,ever_met_proto_oncogene_receptor_tyrosine_kinase_site_lung
EVER_MET_SITE_PLEURA,ever_met_proto_oncogene_receptor_tyrosine_kinase_site_pleura
EX_VIVO_DRUG_TESTING,ex_vivo_drug_testing
EXCLUDE_FROM_DFS_1_EXCLUDE,exclude_from_disease_free_survival_1_exclude
EXCLUDED_IN_DOWNSTREAM_ANALYSIS,excluded_in_downstream_analysis
EXOME_CAPTURE,exome_capture
EXOME_DATA,exome_data
EXOME_SAMPLE_ID,exome_sample_id
EXOME_SEQ,exome_seq
EXOME_SEQ_ANALYSIS,exome_seq_analysis
EXOME_SEQUENCED_IN_BARBIERI_ET_AL_2012,exome_sequenced_in_barbieri_et_al_2012
EXON_IMBALANCE_SCORE,exon_imbalance_score
EXP,exp
EXP_SAMPLE_ID,exp_sample_id
EXPERT_PATH_REVIEW,expert_pathologic_review
EXPERT_PATH_REVIEW_DETAILS,expert_pathologic_review_details
EXPERT_PATH_REVIEW_NUM_SEGMENTS,expert_pathologic_review_number_segments
EXPRESSION,expression
EXTENSIVE_LOCAL_INVASION,extensive_local_invasion
EXTENT_OF_TUMOR_RESECTION,extent_of_tumor_resection
EXTERNAL_PATIENT_ID,external_patient_id
EXTRA_PANC_SPREAD,extra_panc_spread
EXTRACAPSULAR_SPREAD_PATHOLOGIC,extracapsular_spread_pathologic
EXTRAHEPATIC_METASTASIS,extrahepatic_metastasis
EXTRANOCULAR_NODULE_SIZE,extranocular_nodule_size
EXTRANODAL_DISEASE,extranodal_disease
EXTRANODAL_INVOLVEMENT,extranodal_involvement
EXTRANODAL_INVOLVMENT_OTHER,extranodal_involvment_other
EXTRANODAL_LYMPHOMATOUS_INVOLVEMENT,extranodal_lymphomatous_involvement
EXTRAPROSTATIC_EXTENSION,extraprostatic_extension
EXTRAPULMONARY,extrapulmonary
EXTRASCLERAL_EXTENSION,extrascleral_extension
EXTRAVASCULAR_MATRIX_PATTERNS,extravascular_matrix_patterns
EYE_COLOR,eye_color
FAB_BLAST_MORPHOLOGY,french_american_british_blast_morphology
FACETS_FGA,facets_fraction_genome_altered
FACETS_REVIEW,facets_review
FACETS_WGD,facets_whole_genome_doubling
FAM175A_CNA,fam175a_copy_number_alteration
FAMILIAL_SYNDROME,familial_syndrome
FAMILY_HISTORY_ESOPH_GASTIC_CANCER,family_history_esoph_gastic_cancer
FAMILY_HISTORY_OF_PRIMARY_BRAIN_TUMOR,family_history_of_primary_brain_tumor
FAMILY_HISTORY_OF_STOMACH_CANCER,family_history_of_stomach_cancer
FAMILY_HISTORY_OTHER_CANCER,family_history_other_cancer
FAMILY_HISTORY_PRAD,family_history_prad
FAMILY_HISTORY_TESTICULAR_CANCER,family_history_testicular_cancer
FANCC_CNA,fancc_copy_number_alteration
FANCC_MUT,fancc_mutation
FANCD2_CNA,fancd2_copy_number_alteration
FANCD2_MUT,fancd2_mutation
FAT_FRACTION,fat_fraction
FATTY_LIVER_DISEASE,fatty_liver_disease
FEDPET_OR_CT_RESULTS,fedpet_or_computed_tomography_results
FEV1,fev1
FGA_REPORTED,fraction_genome_altered_reported
FGFR1_MUTATION,fgfr1_mutation
FGFR3_TACC3_FUSION,fgfr3_tacc3_fusion
FIFTH_LINE,fifth_line
FIGO_STAGE,international_federation_of_gynecology_and_obstetrics_stage
FINAL_BMI_CLASS,final_body_mass_index_class
FINAL_BMI_NUMBER,final_body_mass_index_number
FIRST THERAPY_RESPONSE,first therapy_response
FIRST_LINE_MET_TX,first_line_met_proto_oncogene_receptor_tyrosine_kinase_treatment
FIRST_LINE_TREATMENT,first_line_treatment
FIRST_PRESENTING_SYMPTOM,first_presenting_symptom
FIRST_RECURRENCE,first_recurrence
FIRST_SYMPTOM_LONGEST_DURATION,first_symptom_longest_duration
FIRST_TREATMENT_SUCCESS,first_treatment_success
FIRSTLINE_CHEMO_GROUP,firstline_chemo_group
FISH_TRANSLOCATION,fluorescence_in_situ_hybridization_translocation
FLI1_STATUS,fli1_status
FLT3_ITD_ALLELIC_RATIO,flt3_itd_allelic_ratio
FLT3_ITD_CONSENSUS_CALL,flt3_itd_consensus_call
FLT3_ITD_POSITIVE,flt3_itd_positive
FLT3_NEGATIVE,flt3_negative
FLT3_PM,flt3_pm
FNCLCC_GRADE,fnclcc_grade
FOCAL_DRIVER_CN,focal_driver_cn
FOCAL_LESIONS_AT_RELAPSE,focal_lesions_at_relapse
FOLLOW_UP_DATE,follow_up_date
FOLLOW_UP_DAYS,follow_up_days
FOLLOW_UP_PERIOD,follow_up_period
FOLLOWUP_LENGTH,followup_length
FOLLOWUP_YEARS,followup_years
FOOD_ALLERGY_AGE,food_allergy_age
FOOD_ALLERGY_HISTORY,food_allergy_history
FOOD_ALLERGY_TYPES,food_allergy_types
FORMULATION,formulation
FOURTH_LINE,fourth_line
FOXA1_MUTATION,foxa1_mutation
FPSA_PSA,fpsa_prostate_specific_antigen
FRACTION_GENOME_ALTERED_REPORTED,fraction_genome_altered_reported
FRACTION_LOH,fraction_loss_of_heterozygosity
FRACTION_OF_CLONAL_MUTATIONS_WITH_BINDING_NEOANTIGENS,fraction_of_clonal_mutations_with_binding_neoantigens
FRACTION_OF_GENOME_ALTERED_ON_WES,fraction_of_genome_altered_on_whole_exome_sequencing
FRACTION_OF_MUTATIONS_WITH_BINDING_NEOANTIGENS,fraction_of_mutations_with_binding_neoantigens
FRACTION_OF_MUTATIONS_WITH_STRONG_BINDING_NEOANTIGENS,fraction_of_mutations_with_strong_binding_neoantigens
FRACTION_OF_MUTATIONS_WITH_WEAK_BINDING_NEOANTIGENS,fraction_of_mutations_with_weak_binding_neoantigens
FRAMESHIFT_DELETION,frameshift_deletion
FRAMESHIFT_INDELS,frameshift_indels
FRAMESHIFT_INSERTION,frameshift_insertion
FREEZING_MEDIUM,freezing_medium
FU_2YRS,fu_2yrs
FUHRMAN_GRADE,fuhrman_grade
FUNCTIONAL,functional
FUSION_BY_RNA_PCR,fusion_by_ribonucleic_acid_pcr
G_CIMP_METHYLATION,g_cpg_island_methylator_phenotype_methylation
GAIN_1Q,gain_1q
GASTRIC_CLASSIFICATION,gastric_classification
GDNA(NG),gdna(ng)
GEA,gea
GEA_CIN_INTEGRATED_CLUSTER_COCA,gea_cin_integrated_cluster_coca
GEA_CIN_INTEGRATED_CLUSTER_CONSENSUS,gea_cin_integrated_cluster_consensus
GEA_CIN_INTEGRATED_CLUSTER_ICLUSTER,gea_cin_integrated_cluster_icluster
GEA_CIN_INTEGRATED_CLUSTER_MKL_KNN_4,gea_cin_integrated_cluster_mkl_knn_4
GEA_CIN_INTEGRATED_CLUSTER_MKL_KNN_7,gea_cin_integrated_cluster_mkl_knn_7
GEA_CIN_INTEGRATED_CLUSTER_SUPERCLUSTER,gea_cin_integrated_cluster_supercluster
GEA_CIN_INTEGRATED_CLUSTER_VOTING,gea_cin_integrated_cluster_voting
GEACIN,geacin
GEACINSMG,geacinsmg
GEAGEJ,geagej
GEASMG,geasmg
GEJ_CATEGORY,gej_category
GENDER,gender
GENE,gene
GENE_EXPRESSION_CLUSTER_GEA_CIN,gene_expression_cluster_gea_cin
GENE_EXPRESSION_PROFILE,gene_expression_profile
GENETIC_ABNORMALITY_METHOD_OTHER,genetic_abnormality_method_other
GENETIC_ABNORMALITY_RESULTS,genetic_abnormality_results
GENETIC_ABNORMALITY_TESTED,genetic_abnormality_tested
GENETIC_ABNORMALITY_TESTED_OTHER,genetic_abnormality_tested_other
GENOMIC_QC,genomic_qc
GENOMICS_SUBTYPE,genomics_subtype
GERMLINE_MUT_GENES_VARIANT,germline_mutation_genes_variant
GERMLINE_TYPE,germline_type
GLEASON_PR,gleason_progesterone_receptor
GLEASON_SCORE_2,gleason_score_2
GLEASON_SE,gleason_se
GLEASON_SU,gleason_su
GMED_OS_MONTHS,gmed_overall_survival_months
GORLIN_SPORADIC,gorlin_sporadic
GRADE_TIER_SYSTEM,grade_tier_system
GRAPH_ID,graph_id
GREATER_THAN_3_SITES,greater_than_3_sites
GROUP_NO,group_no
GROWTH_MEDIUM,growth_medium
GROWTH_PATTERN,growth_pattern
GTF2I_MUTATION_STATUS,gtf2i_mutation_status
GUESSED_PLOIDY,guessed_ploidy
GYN_DIAGNOSIS_CHEMO_INTENT_DESCRIPTION,gyn_diagnosis_chemo_intent_description
GYN_DIAGNOSIS_HISTOLOGY,gyn_diagnosis_histology
GYN_FSM,gyn_fsm
H_PYLORI,h_pylori
H3F3A_CTNNB1_STATUS,h3f3a_ctnnb1_status
HAD_SURGERY,had_surgery
HAIC,haic
HALO_TUMOR_QUALITY,halo_tumor_quality
HAS_ANY_DNA,has_any_deoxyribonucleic_acid
HAS_MSK_IMPACT,has_memorial_sloan_kettering_impact
HAS_OTHER_KIDNEY_CONDITION,has_other_kidney_condition
HAS_RNASEQ,has_rna_sequencing
HAS_WES,has_whole_exome_sequencing
HAY_FEVER_HISTORY,hay_fever_history
HB,hb
HBEAG,hbeag
HBSAG,hbsag
HBV_DNA_IU_ML,hbv_deoxyribonucleic_acid_iu_ml
HBV_SEROPOSITIVE,hbv_seropositive
HEADACHE_HISTORY,headache_history
HEAVY_CHAIN,heavy_chain
HEMATOCRIT_LEVEL,hematocrit_level
HEP_B,hep_b
HEP_C,hep_c
HEPATECTOMY,hepatectomy
HEPATIC_INFLAMMATION_ADJ_TISSUE,hepatic_inflammation_adj_tissue
HEPATIC_SEGMENTS,hepatic_segments
HEPATITIS,hepatitis
HEPATOLITHIASIS,hepatolithiasis
HER2,human_epidermal_growth_factor_receptor_2
HER2_FISH_RATIO,human_epidermal_growth_factor_receptor_2_fluorescence_in_situ_hybridization_ratio
HER2_FISH_RATIO_PRIMARY,human_epidermal_growth_factor_receptor_2_fluorescence_in_situ_hybridization_ratio_primary
HER2_IHC_OR_FISH,human_epidermal_growth_factor_receptor_2_immunohistochemistry_or_fluorescence_in_situ_hybridization
HER2_IHC_PRIMARY,human_epidermal_growth_factor_receptor_2_immunohistochemistry_primary
HER2_IHC_STATUS,human_epidermal_growth_factor_receptor_2_immunohistochemistry_status
HER2_IHC_VALUE_PRIMARY,human_epidermal_growth_factor_receptor_2_immunohistochemistry_value_primary
HER2_IMPACT,human_epidermal_growth_factor_receptor_2_impact
HER2_IMPACT_FOLD_CHANGE,human_epidermal_growth_factor_receptor_2_impact_fold_change
HER2_IMPACT_LR,human_epidermal_growth_factor_receptor_2_impact_lr
HER2_POSITIVE,human_epidermal_growth_factor_receptor_2_positive
HER2_RESPONSE,human_epidermal_growth_factor_receptor_2_response
HER2_SNP6,human_epidermal_growth_factor_receptor_2_snp6
HER2_STATUS_PRIMARY,human_epidermal_growth_factor_receptor_2_status_primary
HER2_STATUS_REPORTED,human_epidermal_growth_factor_receptor_2_status_reported
HER2_TTP_ON_1ST_LINE_MONTHS,human_epidermal_growth_factor_receptor_2_ttp_on_1st_line_months
HER2_TX_STATUS,human_epidermal_growth_factor_receptor_2_treatment_status
HER2_VITAL_STATUS,human_epidermal_growth_factor_receptor_2_vital_status
HERED_DISORDER,hered_disorder
HETEROGENEITY,heterogeneity
HGB_G_DL,hgb_g_dl
HGG_H3F3A_STATUS,hgg_h3f3a_status
HIGHEST_CPS_SCORE_AT_BASELINE,highest_cps_score_at_baseline
HIGHEST_LEVEL_ONCOKB,highest_level_oncokb
HIGHEST_ONCOKB_LEVEL,highest_oncokb_level
HIGHEST_RECORDED_CLINICAL_TNM_STAGE,highest_recorded_clinical_tumor_node_metastasis_stage
HIPPO,hippo
HIST,hist
HIST_SUBTYPE1,hist_subtype1
HIST_SUBTYPE2,hist_subtype2
HIST_SUBTYPE3,hist_subtype3
HISTOLOGIC_DIAGNOSIS_PERCENT,histologic_diagnosis_percent
HISTOLOGIC_GRADE_FIGO,histologic_grade_international_federation_of_gynecology_and_obstetrics
HISTOLOGIC_SUBTYPE,histologic_subtype
HISTOLOGIC_TYPE,histologic_type
HISTOLOGICAL_GRADE,histological_grade
HISTOLOGICAL_TYPE_OTHER,histological_type_other
HISTOLOGY_ABBREVIATION,histology_abbreviation
HISTOLOGY_CLASSIFICATION_IN_PRIMARY_TUMOR,histology_classification_in_primary_tumor
HISTOLOGY_COMPONENT,histology_component
HISTOLOGY_DIAGNOSIS,histology_diagnosis
HISTOLOGY_SUBTYPE,histology_subtype
HISTOLOGY_TIER1,histology_tier1
HISTOLOGY_TIER2,histology_tier2
HISTOLOGY_TIER3,histology_tier3
HISTOLOGY_TIER4,histology_tier4
HISTOPATOLOGY_PRIMARY_TUMOR,histopatology_primary_tumor
HISTORY_ADRENAL_HORMONE_EXCESS,history_adrenal_hormone_excess
HISTORY_ASBESTOS_EXPOSURE,history_asbestos_exposure
HISTORY_BARRETTS_ESOPHAGEAL_INDICATOR,history_barretts_esophageal_indicator
HISTORY_BASIS_ADRENAL_HORMONE_DX,history_basis_adrenal_hormone_diagnosis
HISTORY_CHRONIC_PANCREATITIS,history_chronic_pancreatitis
HISTORY_CHRONIC_PANCREATITIS_DAYS_TO,history_chronic_pancreatitis_days_to
HISTORY_FERTILITY,history_fertility
HISTORY_HYPOSPADIAS,history_hypospadias
HISTORY_IF_BARRETTS_GOBLET_CELL_INDICATOR,history_if_barretts_goblet_cell_indicator
HISTORY_IMMUNOLOGICAL_DISEASE,history_immunological_disease
HISTORY_IMMUNOLOGICAL_DISEASE_OTHER,history_immunological_disease_other
HISTORY_IMMUNOSUPPRESIVE_DX,history_immunosuppresive_diagnosis
HISTORY_IMMUNOSUPPRESSIVE_DISEASE,history_immunosuppressive_disease
HISTORY_IMMUNOSUPPRESSIVE_TX_OTHER,history_immunosuppressive_treatment_other
HISTORY_IONIZING_RT_TO_HEAD,history_ionizing_rt_to_head
HISTORY_LGG_DX_OF_BRAIN_TISSUE,history_lgg_diagnosis_of_brain_tissue
HISTORY_NEOADJUVANT_MEDICATION,history_neoadjuvant_medication
HISTORY_NEOADJUVANT_STEROID_TX,history_neoadjuvant_steroid_treatment
HISTORY_NEOADJUVANT_TX_TYPE,history_neoadjuvant_treatment_type
HISTORY_OF_UNDESCENDED_TESTIS,history_of_undescended_testis
HISTORY_PHEO_OR_PARA_ANATOMIC_SITE,history_pheo_or_para_anatomic_site
HISTORY_PHEO_OR_PARA_INCLUDE_BENIGN,history_pheo_or_para_include_benign
HISTORY_RADIATION_EXPOSURE,history_radiation_exposure
HISTORY_REFLUX_DISEASE_TREATMENT,history_reflux_disease_treatment
HISTORY_RELEVANT_INFECTIOUS_DX,history_relevant_infectious_diagnosis
HIV_STATUS,hiv_status
HLA_A1_ALLELE,human_leukocyte_antigen_a1_allele
HLA_A2_ALLELES,human_leukocyte_antigen_a2_alleles
HLA_B1_ALLELES,human_leukocyte_antigen_b1_alleles
HLA_B2_ALLELES,human_leukocyte_antigen_b2_alleles
HLA_C1_ALLELES,human_leukocyte_antigen_c1_alleles
HLA_C2_ALLELES,human_leukocyte_antigen_c2_alleles
HLA_DPA1,human_leukocyte_antigen_dpa1
HLA_DPB1,human_leukocyte_antigen_dpb1
HLA_DQA1,human_leukocyte_antigen_dqa1
HLA_DQB1,human_leukocyte_antigen_dqb1
HLA_DRB1,human_leukocyte_antigen_drb1
HLA_LOH,human_leukocyte_antigen_loss_of_heterozygosity
HM27,hm27
HM450,hm450
HORMONE_RECEPTOR_STATUS,hormone_receptor_status
HORMONE_THERAPY,hormone_therapy
HPV_ISH,human_papillomavirus_ish
HPV_PATHSEQ,human_papillomavirus_pathseq
HPV_PCR,human_papillomavirus_pcr
HPV_STATUS_ISH,human_papillomavirus_status_ish
HPV_STATUS_P16,human_papillomavirus_status_p16
HPV_TYPES_OTHER,human_papillomavirus_types_other
HPV_TYPES_POSITIVE,human_papillomavirus_types_positive
HPV_TYPING_METHOD,human_papillomavirus_typing_method
HPV_TYPING_METHOD_OTHER,human_papillomavirus_typing_method_other
HR_POSITIVE,hr_positive
HR_STATUS,hr_status
HRAS_MUTATION,hras_mutation
HRD_BRCA1,homologous_recombination_deficiency_brca1
HRD_BRCA1_OR_BRCA2,homologous_recombination_deficiency_brca1_or_brca2
HRD_BRCA2,homologous_recombination_deficiency_brca2
HRD_LOH,homologous_recombination_deficiency_loss_of_heterozygosity
HRD_SCORE,homologous_recombination_deficiency_score
HYPERMUTATION_STATUS,hypermutation_status
HYPODIPLOID,hypodiploid
HYSTERECTOMY_TYPE,hysterectomy_type
IBD,ibd
IBD_STATUS_AT_DIAGNOSIS,ibd_status_at_diagnosis
ICDO,icdo
ICDO_SNOMED_DESCRIPTION,icdo_snomed_description
ICGC_SAMPLE_ID,icgc_sample_id
ICI,immune_checkpoint_inhibitor
ICI_BEST_RESPONSE,immune_checkpoint_inhibitor_best_response
ICI_DURABLE_CLINICAL_BENEFIT,immune_checkpoint_inhibitor_durable_clinical_benefit
ICI_MUTATION_CATEGORY,immune_checkpoint_inhibitor_mutation_category
IDC,inflammatory_dendritic_cell
IDH_SPECIFIC_DNA_METHYLATION_CLUSTER,isocitrate_dehydrogenase_specific_deoxyribonucleic_acid_methylation_cluster
IDH_SPECIFIC_RNA_EXPRESSION_CLUSTER,isocitrate_dehydrogenase_specific_ribonucleic_acid_expression_cluster
IDH1_MUTATION_TEST_INDICATOR,idh1_mutation_test_indicator
IDH1_MUTATION_TEST_METHOD,idh1_mutation_test_method
IDH2_NEGATIVE,idh2_negative
IF_EXTRACAPSULAR_SPREAD_PRESENT,if_extracapsular_spread_present
IFN_TX_90_DAYS_PRIOR_TO_RESECTION,ifn_treatment_90_days_prior_to_resection
IGH_GENOTYPE_RESULT,igh_genotype_result
IGHV_IDENTITY,ighv_identity
IGHV_MUTATED,ighv_mutated
IGK_GENOTYPE_RESULT,igk_genotype_result
IGO_PROJECT,igo_project
IHC_BASAL,immunohistochemistry_basal
IHC_CK5_6,immunohistochemistry_ck5_6
IHC_DETAIL,immunohistochemistry_detail
IHC_EGFR,immunohistochemistry_epidermal_growth_factor_receptor
IMAGING,imaging
IMMUNE_CLUSTER,immune_cluster
IMMUNECLUSTER,immunecluster
