original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
LEFT PARATRACHEAL,Left<;>Paratracheal,1,2,Left<;>Paratracheal,0.9694,Left<;>Posterior Mediastinum,0.6875,Left<;>Mediastinum,0.6846,Lobe of the Left Lung,0.6481,Left<;>Posterior<;>Temporal Lobe,0.6465
LEFT PARIETAL,Left<;>Parietal Lobe,1,2,Left<;>Parietal Lobe,0.9432,Left<;>Parietal Lobe<;>Occipital Lobe,0.8571,Left<;>Temporal Lobe<;>Parietal Lobe,0.8275,Left<;>Parietal Lobe<;>Scalp,0.8084,Left<;>Parietal Lobe<;>Right<;>Parietal Lobe,0.7947
LEFT PARIETAL BRAIN METASTASIS,Left<;>Parietal Lobe<;>Metastasis,1,2,Left<;>Parietal Lobe<;>Metastasis,0.9290,Parietal Lobe<;>Metastasis,0.7112,Left<;>Temporal Lobe<;>Metastasis,0.6673,Left<;>Parietal Lobe,0.6233,Left Thigh<;>Metastasis,0.6065
"LEFT PARIETAL, RIGHT PARIETAL",Left<;>Parietal Lobe<;>Right<;>Parietal Lobe,1,2,Left<;>Parietal Lobe<;>Right<;>Parietal Lobe,0.8674,Right<;>Parietal Lobe,0.7846,Left<;>Parietal Lobe,0.7316,Right<;>Parietal Lobe<;>Occipital Lobe,0.7240,Right<;>Parietal Lobe<;>Temporal Lobe,0.7045
LEFT PARIETO-OCCIPITAL,Left<;>Parietal Lobe<;>Occipital Lobe,1,2,Left<;>Parietal Lobe<;>Occipital Lobe,0.9000,Left<;>Occipital Lobe,0.8263,Left<;>Parietal Lobe,0.8114,Left<;>Temporal Lobe<;>Parietal Lobe,0.7725,Left<;>Temporal Lobe<;>Occipital Lobe,0.7603
LEFT PARIETOTEMPORAL,Left<;>Temporal Lobe<;>Parietal Lobe,3,2,Left<;>Parietal Lobe<;>Occipital Lobe,0.8499,Left<;>Parietal Lobe,0.8076,Left<;>Temporal Lobe<;>Parietal Lobe,0.7920,Left<;>Posterior<;>Temporal Lobe,0.7784,Left<;>Occipital Lobe,0.7640
LEFT PELVIC,Left<;>Pelvis,1,2,Left<;>Pelvis,0.9142,Left<;>Ilium,0.6970,Left<;>Retroperitoneal,0.6835,Left<;>Abdomen,0.6829,Left<;>Retroperitoneum,0.6617
LEFT PELVIS,Left<;>Pelvis,1,2,Left<;>Pelvis,0.9704,Left<;>Abdomen,0.7372,Left<;>Retroperitoneum,0.7289,Left<;>Retroperitoneal,0.7023,Left<;>Ilium,0.6737
LEFT PERINEPHRIC LYMPH NODE,Left<;>Perinephric<;>Lymph Node,1,2,Left<;>Perinephric<;>Lymph Node,0.9760,Left<;>Renal Lymph Node,0.7999,Right<;>Perinephric<;>Lymph Node,0.7917,Left<;>Inguinal Lymph Node,0.7440,Left<;>Thorax<;>Aortocaval Lymph Node,0.6963
LEFT PLEURAL,Left<;>Pleura,1,2,Left<;>Pleura,0.8775,Left<;>Pleural Effusion,0.7808,Left<;>Retroperitoneal,0.6791,Left<;>Retroperitoneum,0.6681,Left<;>Chest Wall,0.6492
LEFT POSTERIOR MEDIASTINAL,Left<;>Posterior Mediastinum,1,2,Left<;>Posterior Mediastinum,0.9009,Left<;>Mediastinum,0.8284,Left<;>Superior<;>Mediastinal Lymph Node,0.6906,Left<;>Paratracheal,0.6813,Left<;>Retroperitoneal,0.6512
LEFT POSTERIOR TEMPORAL,Left<;>Posterior<;>Temporal Lobe,1,2,Left<;>Posterior<;>Temporal Lobe,0.9090,Left<;>Temporal Lobe,0.8538,Left<;>Temporal Lobe<;>Occipital Lobe,0.8192,Left<;>Temporal Lobe<;>Parietal Lobe,0.8190,Left<;>Frontal Lobe<;>Temporal Lobe,0.7452
LEFT RENAL LYMPH NODE,Left<;>Renal Lymph Node,1,2,Left<;>Renal Lymph Node,0.9874,Left<;>Perinephric<;>Lymph Node,0.8028,Left<;>Thorax<;>Aortocaval Lymph Node,0.7387,Left<;>Cervical Lymph Node,0.7143,Left<;>Inguinal Lymph Node,0.7054
LEFT RETROPERITONEAL,Left<;>Retroperitoneal,1,2,Left<;>Retroperitoneal,0.9742,Left<;>Retroperitoneum,0.8921,Right<;>Retroperitoneal,0.7345,Left<;>Pelvis,0.7088,Left<;>Abdomen,0.6961
LEFT RETROPERITONEUM,Left<;>Retroperitoneum,1,2,Left<;>Retroperitoneum,0.9807,Left<;>Retroperitoneal,0.9111,Left<;>Pelvis,0.7625,Left<;>Abdomen,0.7604,Right<;>Retroperitoneal,0.7203
LEFT SIXTH INTERCOSTAL,Left<;>Sixth<;>Intercostal Space,2,2,Left<;>Rib 6,0.7574,Left<;>Sixth<;>Intercostal Space,0.7219,Left<;>Rib 9,0.5705,Lower Lobe of the Left Lung,0.5335,Lobe of the Left Lung,0.5050
LEFT SIXTH RIB,Left<;>Rib 6,1,2,Left<;>Rib 6,0.9144,Left<;>Rib 9,0.7392,Left<;>Sixth<;>Intercostal Space,0.5801,Chest Wall<;>Rib 6<;>Rib 7,0.5506,Lower Lobe of the Left Lung,0.4688
LEFT SUPERIOR MEDIASTINAL LYMPH NODES,Left<;>Superior<;>Mediastinal Lymph Node,1,2,Left<;>Superior<;>Mediastinal Lymph Node,0.9569,Left Supraclavicular Lymph Node,0.7829,Left<;>Supraclavicular Lymph Node,0.7711,Right<;>Mediastinal Lymph Node,0.6998,Left<;>Renal Lymph Node,0.6901
LEFT SUPRACLAVICULAR LYMPH NODE,Left<;>Supraclavicular Lymph Node,2,2,Left Supraclavicular Lymph Node,1.0000,Left<;>Supraclavicular Lymph Node,0.9812,Left<;>Cervical Lymph Node,0.7854,Left<;>Superior<;>Mediastinal Lymph Node,0.7815,Left<;>Axillary Lymph Node,0.7454
LEFT TEMPORAL,Left<;>Temporal Lobe,1,2,Left<;>Temporal Lobe,0.9211,Left<;>Posterior<;>Temporal Lobe,0.8689,Left<;>Temporal Lobe<;>Occipital Lobe,0.8520,Left<;>Frontal Lobe<;>Temporal Lobe,0.8071,Left<;>Temporal Lobe<;>Parietal Lobe,0.7887
LEFT TEMPORAL BRAIN,Left<;>Temporal Lobe,1,2,Left<;>Temporal Lobe,0.9035,Left<;>Temporal Lobe<;>Occipital Lobe,0.8556,Left<;>Posterior<;>Temporal Lobe,0.8461,Left<;>Temporal Lobe<;>Parietal Lobe,0.8197,Left<;>Frontal Lobe<;>Temporal Lobe,0.8019
LEFT TEMPORAL-OCCIPITAL,Left<;>Temporal Lobe<;>Occipital Lobe,1,2,Left<;>Temporal Lobe<;>Occipital Lobe,0.9136,Left<;>Temporal Lobe,0.8652,Left<;>Posterior<;>Temporal Lobe,0.8433,Left<;>Temporal Lobe<;>Parietal Lobe,0.8070,Left<;>Frontal Lobe<;>Temporal Lobe,0.7960
LEFT TEMPOROPARIETAL,Left<;>Temporal Lobe<;>Parietal Lobe,1,2,Left<;>Temporal Lobe<;>Parietal Lobe,0.8067,Left<;>Posterior<;>Temporal Lobe,0.8039,Left<;>Temporal Lobe<;>Occipital Lobe,0.7914,Left<;>Temporal Lobe,0.7734,Left<;>Frontal Lobe<;>Temporal Lobe,0.7544
LEFT THIGH,Left Thigh,1,2,Left Thigh,1.0000,Left<;>Femur,0.8198,Left Leg,0.7518,Right Thigh,0.6829,Left<;>Distal<;>Femur,0.6779
LEFT THIGH METASTASIS,Left Thigh<;>Metastasis,1,2,Left Thigh<;>Metastasis,0.9788,Left Thigh,0.6542,Left<;>Parietal Lobe<;>Metastasis,0.6038,Left<;>Temporal Lobe<;>Metastasis,0.5975,Left<;>Femur,0.5909
LEFT THORACIC PERIAORTIC LN,Left<;>Thorax<;>Aortocaval Lymph Node,1,2,Left<;>Thorax<;>Aortocaval Lymph Node,0.7815,Paraaortic Lymph Node,0.7552,Left<;>Paraaortic Region,0.7298,Left<;>Perinephric<;>Lymph Node,0.7041,Left<;>Renal Lymph Node,0.7033
LEFT UPPER LOBE,Upper Lobe of the Left Lung,1,2,Upper Lobe of the Left Lung,0.9511,Lobe of the Left Lung,0.8796,Lower Lobe of the Left Lung,0.8443,Upper Lobe of the Right Lung,0.7947,Left Lung,0.7889
LEFT UPPER QUADRANT,Left Upper Quadrant of Abdomen,1,2,Left Upper Quadrant of Abdomen,0.9380,Right Upper Quadrant of Abdomen,0.7587,Upper Lobe of the Left Lung,0.6250,Upper,0.5775,Lower Lobe of the Left Lung,0.5658
LESSER CURVE,Lesser Curvature of the Stomach,1,2,Lesser Curvature of the Stomach,0.7912,Greater Curvature of the Stomach,0.6903,Angular Notch of Stomach,0.5563,Hepatic Flexure,0.5298,Lingula of the Lung,0.5253
LESSER SAC,Omental Bursa,1,2,Omental Bursa,0.7232,Greater Omentum,0.6409,Recto-Vaginal Pouch,0.6091,Omentum,0.5901,Lesser Pelvis<;>Extra-Adrenal,0.5813
LIP,Lip,1,2,Lip,1.0000,Pelvis<;>Labial,0.5863,Local,0.5244,Flank,0.5240,Lateral Ventricle<;>Parietal Lobe<;>Temporal Lobe,0.5199
LIVER,Liver,1,2,Liver,1.0000,Left Lobe of the Liver<;>Right Lobe of the Liver,0.7311,Right Lobe of the Liver,0.7048,Spleen<;>Liver,0.6910,Left Lobe of the Liver,0.6870
LIVER LEFT LOBE,Left Lobe of the Liver,1,2,Left Lobe of the Liver,0.9847,Left Lobe of the Liver<;>Right Lobe of the Liver,0.9149,Right Lobe of the Liver,0.8348,Lobe of the Left Lung,0.8329,Upper Lobe of the Left Lung,0.7914
LIVER LEFT LOBE+LIVER RIGHT LOBE,Left Lobe of the Liver<;>Right Lobe of the Liver,1,2,Left Lobe of the Liver<;>Right Lobe of the Liver,0.9056,Left Lobe of the Liver,0.8393,Right Lobe of the Liver,0.8289,Liver,0.6967,Spleen<;>Liver,0.6931
LIVER RIGHT LOBE,Right Lobe of the Liver,1,2,Right Lobe of the Liver,0.9828,Left Lobe of the Liver<;>Right Lobe of the Liver,0.9208,Left Lobe of the Liver,0.8540,Upper Lobe of the Right Lung,0.7239,Lower Lobe of the Right Lung,0.7195
"LIVER, LEFT LUNG, PELVIC WASLL",Liver<;>Left Lung<;>Pelvic Wall,1,2,Liver<;>Left Lung<;>Pelvic Wall,0.7643,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney<;>Liver,0.6387,Left Lobe of the Liver,0.6182,Peritoneum<;>Liver,0.6043,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,0.6003
"LIVER, PELVIS, LN",Liver<;>Pelvis<;>Lymph Node,1,2,Liver<;>Pelvis<;>Lymph Node,0.8427,Peritoneum<;>Liver,0.6825,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney<;>Liver,0.6761,Liver<;>Left Lung<;>Pelvic Wall,0.6517,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,0.6375
"LIVER, SPLEEN",Spleen<;>Liver,1,2,Spleen<;>Liver,0.9540,Spleen,0.8140,Liver,0.7875,Left Lobe of the Liver<;>Right Lobe of the Liver,0.7714,Left Lobe of the Liver,0.7369
LIVER/RIGHT LOBE,Right Lobe of the Liver,1,2,Right Lobe of the Liver,0.9352,Left Lobe of the Liver<;>Right Lobe of the Liver,0.9204,Left Lobe of the Liver,0.8389,Liver,0.7505,Spleen<;>Liver,0.7155
LN,Lymph Node,2,2,Regional Lymph Node,0.7213,Lymph Node,0.6970,Limb<;>Regional Lymph Node,0.6590,Lymph Node<;>Metastasis,0.5980,Local,0.5827
LOCAL,Local,1,2,Local,1.0000,Local-Regional,0.9042,Localized,0.8723,Regional,0.7128,Local-Regional<;>Distant,0.7121
LOCALIZED,Localized,1,2,Localized,1.0000,Local,0.8723,Local-Regional,0.7888,Regional,0.6712,Distant,0.6373
LOCALIZED TUMOR,Localized,1,2,Localized,0.7770,Local,0.7003,Local-Regional,0.6567,Locally Advanced Malignant Neoplasm,0.6261,Local-Regional<;>Distant,0.6239
LOCALLY ADVANCED,Locally Advanced Malignant Neoplasm,1,2,Locally Advanced Malignant Neoplasm,0.9474,Metastatic,0.7337,Local-Regional<;>Distant,0.7222,Local,0.7078,Local-Regional,0.6940
LOCOREGIONAL,Local-Regional,1,2,Local-Regional,0.8398,Local,0.8285,Local-Regional<;>Distant,0.7531,Localized,0.7445,Regional,0.7134
LOCOREGIONAL & DISTANT,Local-Regional<;>Distant,1,2,Local-Regional<;>Distant,0.8784,Local-Regional,0.7415,Distant Metastasis,0.7087,Distant,0.7033,Locally Advanced Malignant Neoplasm,0.6726
LOCOREGIONAL AND DISTANT RECURRENCE,Local-Regional<;>Distant,1,2,Local-Regional<;>Distant,0.8039,Distant Metastasis,0.6712,Locally Advanced Malignant Neoplasm,0.6480,Local-Regional,0.6476,Metastatic,0.6142
LOCOREGIONAL RECURRENCE,Local-Regional,3,2,Local-Regional<;>Distant,0.7505,Locally Advanced Malignant Neoplasm,0.6732,Local-Regional,0.6544,Metastatic,0.6132,Distant Metastasis,0.6048
LOWER,Lower Third of the Esophagus,99,2,Lower Extremity,0.7443,Lower Lobe of the Lung,0.6350,Upper,0.6221,Lower<;>Stomach,0.6190,Distal,0.6049
LOWER ABDOMEN/PELVIS,Lower<;>Abdomen<;>Pelvis,1,2,Lower<;>Abdomen<;>Pelvis,0.9045,Abdomen,0.7516,Pelvis,0.7265,Lower<;>Abdomen<;>Pelvis<;>Bladder,0.7051,Pelvis<;>Retroperitoneum,0.6908
LOWER ABDOMINAL/PELVIC - BLADDER,Lower<;>Abdomen<;>Pelvis<;>Bladder,1,2,Lower<;>Abdomen<;>Pelvis<;>Bladder,0.8971,Lower<;>Abdomen<;>Pelvis,0.7715,Bladder,0.6940,Bladder<;>Ureter<;>Renal Pelvis,0.6914,Pelvis,0.6690
LOWER ABDOMINAL/PELVIC - OTHER PLEASE SPECIFY,Lower<;>Abdomen<;>Pelvis,1,2,Lower<;>Abdomen<;>Pelvis,0.6648,Abdomen,0.6105,Extra-Adrenal<;>Abdomen<;>Pelvis,0.5713,Pelvis,0.5700,Intra-abdominal,0.5659
LOWER ABDOMINAL/PELVIC - PELVIC,Lower<;>Abdomen<;>Pelvis,1,2,Lower<;>Abdomen<;>Pelvis,0.8787,Pelvis,0.7229,Pelvis<;>Retroperitoneum,0.6817,Lower<;>Abdomen<;>Pelvis<;>Bladder,0.6815,Pelvis<;>Buttock,0.6806
LOWER ABDOMINAL/PELVIC - PELVICGYNECOLOGICAL - UTERUS,Lower<;>Abdomen<;>Pelvis<;>Uterus,1,2,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.8527,Uterus<;>Pelvis,0.8056,Uterus,0.7088,Pelvis,0.6491,Lower<;>Abdomen<;>Pelvis,0.6449
LOWER ABDOMINAL/PELVIC - SPERMATIC CORD,Lower<;>Abdomen<;>Pelvis<;>Spermatic Cord,1,2,Lower<;>Abdomen<;>Pelvis<;>Spermatic Cord,0.9064,Spermatic Cord,0.7721,Recto-Vaginal Pouch,0.5458,Presacral,0.5126,Lesser Pelvis<;>Extra-Adrenal,0.5083
LOWER EXTREMITY,Lower Extremity,1,2,Lower Extremity,1.0000,Limb,0.7615,Lower<;>Leg<;>Calf,0.6889,Limb<;>Trunk,0.6539,Trunk<;>Limb,0.6519
LOWER EXTREMITY - FOOT/ANKLE,Lower Extremity<;>Foot<;>Ankle Joint,3,2,Lower Extremity,0.7876,Foot<;>Ankle Joint,0.7318,Lower Extremity<;>Foot<;>Ankle Joint,0.7231,Lower<;>Leg<;>Calf,0.6339,Lower Extremity<;>Lower<;>Leg<;>Calf,0.6228
LOWER EXTREMITY - GROIN,Lower Extremity<;>Inguinal Region,1,2,Lower Extremity<;>Inguinal Region,0.8190,Inguinal Region,0.7898,Lower Extremity,0.7372,Buttock,0.6628,Lower<;>Leg<;>Calf,0.6371
LOWER EXTREMITY - LOWER LEG/CALF,Lower Extremity<;>Lower<;>Leg<;>Calf,3,2,Lower<;>Leg<;>Calf,0.8679,Lower Extremity,0.8476,Lower Extremity<;>Lower<;>Leg<;>Calf,0.8463,Lower Extremity<;>Inguinal Region,0.6123,Limb,0.6075
LOWER EXTREMITY - OTHER PLEASE SPECIFY,Lower Extremity,1,2,Lower Extremity,0.7214,Limb,0.5865,Extrahepatic,0.5605,Left Leg,0.5041,Lower<;>Leg<;>Calf,0.4896
LOWER EXTREMITY - THIGH/KNEE,Lower Extremity<;>Thigh<;>Knee Joint,2,2,Thigh<;>Knee Joint,0.7954,Lower Extremity<;>Thigh<;>Knee Joint,0.7863,Lower Extremity,0.7760,Lower<;>Leg<;>Calf,0.6687,Lower Extremity<;>Lower<;>Leg<;>Calf,0.6394
LOWER LEG/CALF,Lower<;>Leg<;>Calf,1,2,Lower<;>Leg<;>Calf,0.8838,Lower Extremity<;>Lower<;>Leg<;>Calf,0.8587,Lower Extremity,0.8246,Limb,0.6030,Lower Extremity<;>Inguinal Region,0.5922
LUNG,Lung,1,2,Lung,1.0000,Peripheral Lung,0.8344,Left Lung,0.7344,Right Lung,0.7085,Central Lung,0.7056
LUNG METASTASIS,Lung<;>Metastasis,1,2,Lung<;>Metastasis,0.9744,Kidney<;>Lung<;>Metastasis,0.7921,Metastasis,0.7323,Distant Metastasis,0.7310,Metastatic,0.7093
"LUNG, LEFT",Left Lung,1,2,Left Lung,0.9923,Lobe of the Left Lung,0.9009,Upper Lobe of the Left Lung,0.8474,Lower Lobe of the Left Lung,0.8238,Left,0.7700
"LUNG, LEFT LOBE",Lobe of the Left Lung,1,2,Lobe of the Left Lung,0.9801,Left Lung,0.9174,Upper Lobe of the Left Lung,0.9137,Lower Lobe of the Left Lung,0.9044,Left Lobe of the Liver,0.8088
"LUNG, LEFT LOWER LOBE",Lower Lobe of the Left Lung,1,2,Lower Lobe of the Left Lung,0.9794,Lobe of the Left Lung,0.9179,Upper Lobe of the Left Lung,0.8683,Lower Lobe of the Lung,0.8643,Left Lung,0.8321
"LUNG, LEFT UPPER LOBE",Upper Lobe of the Left Lung,1,2,Upper Lobe of the Left Lung,0.9796,Lobe of the Left Lung,0.9138,Lower Lobe of the Left Lung,0.8682,Left Lung,0.8476,Upper Lobe of the Right Lung,0.8179
"LUNG, PLEURA, DIAPHRAGM; RIGHT",Right<;>Lung<;>Pleura<;>Diaphragm,1,2,Right<;>Lung<;>Pleura<;>Diaphragm,0.9379,Right<;>Pleura,0.8636,Right<;>Diaphragm,0.8503,Right<;>Chest Wall,0.6921,Right Lung,0.6543
"LUNG, RIGHT",Right Lung,1,2,Right Lung,0.9940,Upper Lobe of the Right Lung,0.8162,Lower Lobe of the Right Lung,0.8095,Middle Lobe of the Right Lung,0.7436,Left Lung,0.7391
"LUNG, RIGHT LOWER LOBE",Lower Lobe of the Right Lung,1,2,Lower Lobe of the Right Lung,0.9830,Lower Lobe of the Lung,0.8577,Upper Lobe of the Right Lung,0.8390,Right Lung,0.8006,Middle Lobe of the Right Lung,0.7920
"LUNG, RIGHT MIDDLE LOBE",Middle Lobe of the Right Lung,1,2,Middle Lobe of the Right Lung,0.9860,Lower Lobe of the Right Lung,0.8060,Upper Lobe of the Right Lung,0.7884,Right Lung,0.7244,Right<;>Mediastinal Lymph Node,0.6610
"LUNG, RIGHT UPPER LOBE",Upper Lobe of the Right Lung,1,2,Upper Lobe of the Right Lung,0.9810,Lower Lobe of the Right Lung,0.8545,Right Lung,0.8170,Upper Lobe of the Left Lung,0.8054,Middle Lobe of the Right Lung,0.7874
LUNG/LEFT LOWER LOBE,Lower Lobe of the Left Lung,1,2,Lower Lobe of the Left Lung,0.8985,Lower Lobe of the Lung,0.8747,Lobe of the Left Lung,0.8621,Upper Lobe of the Left Lung,0.8111,Left Lung,0.8055
LUNG/LOWER LOBE,Lower Lobe of the Lung,1,2,Lower Lobe of the Lung,0.9190,Lower Lobe of the Left Lung,0.7868,Lower Lobe of the Right Lung,0.7833,Peripheral Lung,0.7812,Lung,0.7592
LUNG/MIDDLE LOBE,Middle Lobe of the Right Lung,2,2,Lower Lobe of the Lung,0.8273,Middle Lobe of the Right Lung,0.8029,Lobe of the Left Lung,0.7251,Lower Lobe of the Right Lung,0.7240,Lower Lobe of the Left Lung,0.7239
LUNG/PLEURA,Lung<;>Pleura,1,2,Lung<;>Pleura,0.8542,Pleura,0.8268,Chest<;>Lung<;>Pleura,0.7996,Lung,0.7763,Peripheral Lung,0.7702
LUNGLINGULA,Lingula of the Lung,1,2,Lingula of the Lung,0.7400,Lower Lobe of the Lung,0.6329,Central Lung,0.5972,Peripheral Lung,0.5888,Left Lung,0.5778
"LUNGS, ILIAC NERVE",Iliac Nerve Plexus<;>Lung,1,2,Iliac Nerve Plexus<;>Lung,0.8784,Ilium,0.4944,Optic Nerve,0.4649,Perinephric,0.4624,Right<;>Ilium,0.4548
LYMPH NODE,Lymph Node,1,2,Lymph Node,1.0000,Regional Lymph Node,0.8514,Limb<;>Regional Lymph Node,0.8287,Limb<;>Regional Lymph Node<;>Trunk,0.7440,Neck<;>Lymph Node,0.7422
LYMPH NODE METASTASES,Lymph Node<;>Metastasis,1,2,Lymph Node<;>Metastasis,0.9668,Regional Lymph Node,0.7849,Distant Metastasis,0.7780,Lymph Node,0.7249,Metastasis,0.7086
LYMPH NODE METASTASIS,Lymph Node<;>Metastasis,1,2,Lymph Node<;>Metastasis,0.9733,Regional Lymph Node,0.7914,Distant Metastasis,0.7665,Lymph Node,0.7339,Metastasis,0.7202
"LYMPH NODE, LEFT SUPRACLAVICULAR",Left Supraclavicular Lymph Node,1,2,Left Supraclavicular Lymph Node,0.9846,Left<;>Supraclavicular Lymph Node,0.9742,Left<;>Cervical Lymph Node,0.7662,Left<;>Superior<;>Mediastinal Lymph Node,0.7545,Left<;>Axillary Lymph Node,0.7219
"LYMPH NODE, RIGHT AXILLARY",Right<;>Axillary Lymph Node,1,2,Right<;>Axillary Lymph Node,0.9818,Axillary Lymph Node,0.7821,Right<;>Axillary Lymph Node<;>Metastasis,0.7619,Left<;>Axillary Lymph Node,0.7390,Right<;>Cervical Lymph Node,0.6553
"LYMPH NODE, RIGHT PARA ILIAC",Lymph Node<;>Right<;>Ilium,2,2,Right<;>Iliac Lymph Node,0.9000,Lymph Node<;>Right<;>Ilium,0.8297,Right<;>Retroperitoneal Lymph Node,0.8080,Right<;>Perinephric<;>Lymph Node,0.7470,Retroperitoneal Lymph Node,0.7288
LYMPH NODES,Lymph Node,1,2,Lymph Node,0.9903,Regional Lymph Node,0.8437,Limb<;>Regional Lymph Node,0.8258,Lymphoid Tissue,0.7465,Limb<;>Regional Lymph Node<;>Trunk,0.7455
LYMPHOID TISSUE,Lymphoid Tissue,1,2,Lymphoid Tissue,1.0000,Lymph Node,0.7334,Thymus Gland,0.6282,Paratesticular Region,0.5671,Limb<;>Regional Lymph Node,0.5605
LYMPH_NODE,Lymph Node,1,2,Lymph Node,0.9776,Regional Lymph Node,0.8645,Limb<;>Regional Lymph Node,0.8508,Limb<;>Regional Lymph Node<;>Trunk,0.7645,Neck<;>Lymph Node,0.7364
M,Middle<;>Stomach,99,2,Middle,0.5676,Upper,0.5213,Temporal,0.5145,Distant,0.4988,Midline,0.4958
MANDIBLE,Mandible,1,2,Mandible,1.0000,Maxilla,0.7162,Tongue,0.5565,Middle<;>Distal,0.5439,Lower<;>Stomach,0.5236
MANTLE CELL LYMPHOMA B CELL NON-HODGKIN'S LYMPHOMA,Blood<;>B-Lymphocyte,99,2,Peritoneum<;>B-Lymphocyte,0.4284,Bone Marrow<;>B-Lymphocyte,0.3792,Peripheral Blood<;>B-Lymphocyte,0.3611,Medulla Oblongata<;>Brain Ventricle,0.3319,Pleural Fluid<;>B-Lymphocyte,0.3310
MATCHING TISSUE,Prostate Gland,99,2,Tissue,0.6572,Soft Tissue,0.4604,Skin/Subcutaneous Tissue,0.4545,Fresh Specimen,0.4540,Distant,0.4496
MAXILLA,Maxilla,1,2,Maxilla,1.0000,Mandible,0.7162,Maxillary Sinus,0.6600,Ethmoid Bone,0.5745,Palate,0.5685
MAXILLARY SINUS,Maxillary Sinus,1,2,Maxillary Sinus,1.0000,Ethmoid Sinus,0.7515,Nasal Cavity<;>Paranasal Sinus,0.7126,Maxilla,0.6600,Ethmoid Bone,0.5860
MEDIASTINAL,Mediastinum,1,2,Mediastinum,0.9079,Mediastinum<;>Lung,0.8587,Anterior Mediastinum,0.8160,Left<;>Mediastinum,0.7200,Right<;>Posterior Mediastinum,0.6979
MEDIASTINUM,Mediastinum,1,2,Mediastinum,1.0000,Mediastinum<;>Lung,0.9117,Anterior Mediastinum,0.8984,Left<;>Mediastinum,0.7627,Right<;>Posterior Mediastinum,0.7533
"MEDIASTIUM, PULMONARY METS.",Mediastinum<;>Lung,3,2,Thoracic<;>Mediastinal<;>Extra-Adrenal,0.5506,Central Lung,0.5418,Mediastinum<;>Lung,0.5384,Mediastinum,0.5069,Paraaortic Region,0.4993
METASTASIS,Metastasis,1,2,Metastasis,1.0000,Metastatic,0.9205,Distant Metastasis,0.8905,Lymph Node<;>Metastasis,0.7517,Distant,0.7286
METASTATIC,Metastatic,1,2,Metastatic,1.0000,Metastasis,0.9205,Distant Metastasis,0.8783,Locally Advanced Malignant Neoplasm,0.7396,Distant,0.7292
METASTATIC CASTRATION-RESISTANT,Metastatic,1,2,Metastatic,0.6395,Locally Advanced Malignant Neoplasm,0.5527,Distant Metastasis,0.5519,Metastatic Malignant Neoplasm in the Adrenal Gland,0.5424,Metastasis,0.5380
METASTATIC HORMONE-SENSITIVE,Metastatic,1,2,Metastatic,0.7219,Metastasis,0.6386,Distant Metastasis,0.6240,Locally Advanced Malignant Neoplasm,0.6181,Soft Tissue<;>Metastasis,0.5650
"METASTATIC, VARIANT HISTOLOGY",Metastatic,1,2,Metastatic,0.7567,Metastasis,0.6913,Distant Metastasis,0.6599,Soft Tissue<;>Metastasis,0.5926,Skin/Subcutaneous Tissue<;>Metastasis,0.5797
MID,Middle,1,2,Middle,0.7573,Midline,0.6952,Middle<;>Distal,0.6527,Proximal<;>Middle,0.6111,Distal,0.5775
MID RECTAL TUMOR,Rectum<;>Middle,1,2,Rectum<;>Middle,0.7099,Rectum<;>Distal<;>Middle,0.7021,Rectum<;>Distal,0.6235,Rectum<;>Upper,0.5902,Rectum,0.5884
MID RECTUM,Rectum<;>Middle,1,2,Rectum<;>Middle,0.9311,Rectum<;>Distal<;>Middle,0.8966,Rectum<;>Distal,0.8344,Rectum,0.7985,Rectum<;>Upper,0.7966
MID TO DISTAL RECTUM,Rectum<;>Distal<;>Middle,1,2,Rectum<;>Distal<;>Middle,0.9430,Rectum<;>Middle,0.9015,Rectum<;>Distal,0.8881,Rectum<;>Upper,0.7691,Rectum,0.7679
MID-DISTAL,Middle<;>Distal,1,2,Middle<;>Distal,0.9533,Distal,0.8462,Proximal<;>Middle,0.8156,Middle,0.7298,Proximal,0.7120
MID-DISTAL RECTUM,Rectum<;>Distal<;>Middle,1,2,Rectum<;>Distal<;>Middle,0.9447,Rectum<;>Middle,0.9061,Rectum<;>Distal,0.8772,Rectum<;>Upper,0.7625,Rectum,0.7525
MID-RECTUM,Rectum<;>Middle,1,2,Rectum<;>Middle,0.9389,Rectum<;>Distal<;>Middle,0.8991,Rectum<;>Distal,0.8314,Rectum<;>Upper,0.8003,Rectum,0.7979
MID-TO-DISTAL RECTUM,Rectum<;>Distal<;>Middle,1,2,Rectum<;>Distal<;>Middle,0.9387,Rectum<;>Middle,0.8991,Rectum<;>Distal,0.8731,Rectum<;>Upper,0.7663,Rectum,0.7456
MIDDISTAL,Middle<;>Distal,2,2,Middle,0.6894,Middle<;>Distal,0.6834,Proximal<;>Middle,0.6093,Distal,0.5785,Midline,0.5739
