original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
PAPILLARY THROID CARCINOMA,Thyroid Gland Papillary Carcinoma,1,2,Thyroid Gland Papillary Carcinoma,0.8279,Classic Thyroid Gland Papillary Carcinoma,0.8148,Papillary Carcinoma,0.7984,Papillary Transitional Cell Carcinoma,0.7920,Papillary Adenocarcinoma,0.7873
PAPILLARY THYROID CANCER,Thyroid Gland Papillary Carcinoma,1,2,Thyroid Gland Papillary Carcinoma,0.9739,Classic Thyroid Gland Papillary Carcinoma,0.9046,Papillary Carcinoma,0.8573,Thyroid Gland Papillary and Follicular Carcinoma,0.8464,Papillary Adenocarcinoma,0.7935
"PAPILLARY, FOLLICULAR",Thyroid Gland Papillary and Follicular Carcinoma,99,2,Papillary,0.7960,Non-Papillary Pattern,0.5965,Follicle,0.5791,Follicular Variant Thyroid Gland Papillary Carcinoma,0.5616,Papillary Carcinoma,0.5608
"PAPILLARY, TALL CELL VARIANT",Tall Cell Variant Thyroid Gland Papillary Carcinoma,1,2,Tall Cell Variant Thyroid Gland Papillary Carcinoma,0.8150,Oncocytic Variant Thyroid Gland Papillary Carcinoma,0.6611,Classic Thyroid Gland Papillary Carcinoma,0.6578,Follicular Variant Thyroid Gland Papillary Carcinoma,0.6423,Columnar Cell Variant Thyroid Gland Papillary Carcinoma,0.6422
PAPILLARY_ADENOCARCINOMA,Papillary Adenocarcinoma,1,2,Papillary Adenocarcinoma,0.9796,Papillary Carcinoma,0.9054,Acinar Cell Carcinoma<;>Papillary,0.8748,Lung Papillary Adenocarcinoma,0.7969,Gastric Papillary Adenocarcinoma,0.7903
PAPILLARY_CARCINOMA,Papillary Carcinoma,1,2,Papillary Carcinoma,0.9755,Papillary Adenocarcinoma,0.8994,Thyroid Gland Papillary Carcinoma,0.8433,Classic Thyroid Gland Papillary Carcinoma,0.8138,Papillary Transitional Cell Carcinoma,0.7772
PAPILLARY_TRANSITIONAL_CELL_CARCINOMA,Papillary Transitional Cell Carcinoma,1,2,Papillary Transitional Cell Carcinoma,0.9703,Papillary Carcinoma,0.8189,Transitional Cell Carcinoma,0.7846,Urothelial Papilloma,0.7693,"Kidney Carcinoma, Transitional Cells",0.7563
PAPILLOMA,Papilloma,1,2,Papilloma,1.0000,Urothelial Papilloma,0.6747,Pilomatrical Carcinoma,0.5802,Dysplastic Nevus,0.5799,Papillary Carcinoma,0.5578
PARAGANGLIOMA,Paraganglioma,1,2,Paraganglioma,1.0000,Adrenal Gland Pheochromocytoma<;>Paraganglioma,0.9168,Extra-Adrenal Sympathetic Paraganglioma,0.8862,Adrenal Gland Pheochromocytoma,0.8152,Extra-Adrenal Pheochromocytoma,0.7861
PARAGANGLIOMA; EXTRA-ADRENAL PHEOCHROMOCYTOMA,Extra-Adrenal Sympathetic Paraganglioma,3,2,Adrenal Gland Pheochromocytoma<;>Paraganglioma,0.9387,Extra-Adrenal Pheochromocytoma,0.9348,Extra-Adrenal Sympathetic Paraganglioma,0.8907,Adrenal Gland Pheochromocytoma,0.8888,Paraganglioma,0.8748
PARAOSTEAL OSTEOSARCOMA,Parosteal Osteosarcoma,1,2,Parosteal Osteosarcoma,0.8525,Periosteal Osteosarcoma,0.8301,Osteosarcoma,0.7790,Osteoblastic Osteosarcoma,0.7662,Telangiectatic Osteosarcoma,0.7617
PARASPIL MASS,Neoplasm<;>Paraspinal,1,2,Neoplasm<;>Paraspinal,0.6343,Myxoma,0.5411,Neurofibroma,0.4963,Nipple Paget Disease,0.4917,Plexiform Neurofibroma,0.4907
PAST,Pilocytic Astrocytoma,99,2,Distal,0.5332,Gingiva,0.5129,Primary,0.5071,Distant,0.4907,Recurrent,0.4823
PAX3/FOXO1-FUSION,PAX3/FOXO1 Fusion Gene,1,2,PAX3/FOXO1 Fusion Gene,0.9590,Fusion-Positive Rhabdomyosarcoma,0.6331,Fusion-Negative Rhabdomyosarcoma,0.5483,Supratentorial Ependymoma YAP1 Fusion-Positive,0.5385,FOXA1 Gene,0.5183
PCPG,Adrenal Gland Pheochromocytoma<;>Paraganglioma,99,2,Extra-Adrenal Pheochromocytoma,0.4594,PEComa,0.4467,Castration-Resistant Prostate Carcinoma<;>Prostate Neuroendocrine Neoplasm,0.4289,Castration-Resistant Prostate Carcinoma,0.4257,Gastric,0.4209
PDA -  SIGNET RING,Pancreatic Signet Ring Cell Carcinoma,99,2,Signet Ring Cell,0.6476,Papillary,0.5483,Signet Ring Adenocarcinoma Cell,0.5330,Ductal,0.5262,Ductal<;>Micropapillary Growth Pattern,0.5080
PDA - ADENOSQUAMOUS CARCINOMA,Pancreatic Ductal Adenocarcinoma<;>Pancreatic Adenosquamous Carcinoma,99,2,Adenosquamous Carcinoma,0.9237,Cervical Adenosquamous Carcinoma,0.8087,Lung Adenosquamous Carcinoma,0.8054,Poorly Differentiated Adenocarcinoma,0.7470,Squamous Cell Carcinoma<;>Poorly Differentiated,0.7460
PDA - MIXED DUCTAL ENDOCRINE CARCINOMA,Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,1,2,Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,0.8123,Pancreatic Mixed Acinar-Ductal Carcinoma,0.7952,Digestive System Mixed Adenoneuroendocrine Carcinoma,0.7820,Pancreatic Mixed Acinar-Neuroendocrine Carcinoma,0.7406,Pancreatic Moderately Differentiated Ductal Adenocarcinoma<;>Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,0.7081
PDA - MUCINOUS NON-CYSTIC CARCINOMA,Pancreatic Colloid Carcinoma,99,2,Mucinous Adenocarcinoma,0.8218,Mucinous Cystadenocarcinoma,0.7822,Pancreatic Mixed Acinar-Ductal Carcinoma,0.7313,Pancreatic Mucinous-Cystic Neoplasm,0.7300,Mucinous,0.6945
PDA - UNDIFFERENTIATED ANAPLASTIC CARCINOMA,Pancreatic Undifferentiated Carcinoma,99,2,Anaplastic Carcinoma,0.8281,Adenocarcinoma<;>Undifferentiated Carcinoma,0.7954,Undifferentiated Carcinoma,0.7945,Adenocarcinoma<;>Undifferentiated,0.7780,Undifferentiated Pleomorphic Sarcoma,0.7776
PDA - UNDIFFERENTIATED CARCINOMA SOME MULTINUCLEATED BUT NOT OSTEOCLAST,Pancreatic Undifferentiated Carcinoma,99,2,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0.8158,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells<;>Sarcomatoid Carcinoma,0.7630,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,0.7532,Giant Cell Carcinoma,0.6803,Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,0.6591
PDA - UNDIFFERENTIATED CARCINOMA WITH OSTEOCLAST LIKE GIANT CELLS,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,1,2,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0.8965,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells<;>Sarcomatoid Carcinoma,0.8293,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,0.7998,Giant Cell Carcinoma,0.7989,Undifferentiated Carcinoma,0.6893
PDA - UNDIFFERENTIATED CARCINOMA WITH SPINDLING AND OSTEOCLAST LIKE GIANT CELLS,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells<;>Sarcomatoid Carcinoma,2,2,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0.8229,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells<;>Sarcomatoid Carcinoma,0.8072,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,0.7905,Undifferentiated Pleomorphic Sarcoma,0.7448,Giant Cell Carcinoma,0.7321
PDAC-CLEAR CELL,Clear Cell,1,2,Clear Cell,0.8214,Adenocarcinoma Clear Cell,0.7325,Clear Cell Adenocarcinoma,0.6983,Pancreatic Adenocarcinoma<;>Poorly Differentiated Adenocarcinoma Cell,0.6732,Pancreatic Undifferentiated Carcinoma,0.6544
PEDIATRIC HIGH GRADE GLIOMAS,Malignant Glioma<;>Pediatric,1,2,Malignant Glioma<;>Pediatric,0.8719,Low Grade Glioma<;>Pediatric,0.8623,High Grade Astrocytic Tumor,0.7359,Malignant Glioma,0.7290,Low Grade Glioma,0.7028
PEDIATRIC LOW GRADE GLIOMAS,Low Grade Glioma<;>Pediatric,1,2,Low Grade Glioma<;>Pediatric,0.9742,Malignant Glioma<;>Pediatric,0.8233,Low Grade Glioma,0.8162,Low Grade Glioma<;>Low Grade Astrocytoma,0.7497,Glioneuronal Tumor,0.6654
PENILE CANCER,Penile Carcinoma,1,2,Penile Carcinoma,0.9619,Squamous Cell Carcinoma of the Penis,0.7009,Prostate Carcinoma,0.6680,Urethral Carcinoma,0.6258,Anal Carcinoma,0.6242
PENILE SQUAMOUS CELL CARCINOMA,Squamous Cell Carcinoma of the Penis,1,2,Squamous Cell Carcinoma of the Penis,0.9381,Penile Carcinoma,0.8678,Basaloid Squamous Cell Carcinoma of the Penis,0.7863,Urethral Squamous Cell Carcinoma,0.7508,Prostate Squamous Cell Carcinoma,0.7411
PERIHILAR CHOLANGIOCARCINOMA,Hilar Cholangiocarcinoma,1,2,Hilar Cholangiocarcinoma,0.9106,Cholangiocarcinoma,0.8587,Intrahepatic Cholangiocarcinoma,0.8325,Hepatocellular Carcinoma<;>Intrahepatic Cholangiocarcinoma,0.8009,Combined Hepatocellular Carcinoma and Cholangiocarcinoma,0.7698
PERIOSTEAL OSTEOSARCOMA,Periosteal Osteosarcoma,1,2,Periosteal Osteosarcoma,1.0000,Parosteal Osteosarcoma,0.8648,Telangiectatic Osteosarcoma,0.8045,Osteosarcoma,0.8013,Fibroblastic Osteosarcoma,0.7951
PERIPHERAL MEDULLOEPITHELIOMA,Central Nervous System Medulloepithelioma,1,2,Central Nervous System Medulloepithelioma,0.8986,Peripheral Primitive Neuroectodermal Tumor,0.7798,Pineoblastoma,0.7044,Primitive Neuroectodermal Tumor<;>Medulloblastoma,0.7021,Ganglioneuroblastoma,0.6929
PERIPHERAL NERVOUS SYSTEM,Peripheral Nervous System,1,2,Peripheral Nervous System,1.0000,Central Nervous System<;>Brain,0.6307,Brain,0.6073,Malignant Peripheral Nerve Sheath Tumor,0.5702,Central Nervous System Disorder,0.5479
PERIPHERAL NEUROECTODERMAL TUMOR,Peripheral Primitive Neuroectodermal Tumor,1,2,Peripheral Primitive Neuroectodermal Tumor,0.9737,Primitive Neuroectodermal Tumor,0.9307,Neuroepithelial Neoplasm,0.7501,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,0.7195,Dysembryoplastic Neuroepithelial Tumor,0.7184
"PERIPHERAL T-CELL LYMPHOMA, NOS","Peripheral T-Cell Lymphoma, Not Otherwise Specified",1,2,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.9678,T-Cell Non-Hodgkin Lymphoma,0.8013,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,0.7669,Cutaneous T-Cell Non-Hodgkin Lymphoma,0.7017,T-Cell/Histiocyte-Rich Large B-Cell Lymphoma,0.6997
PERIPHERAL_T_CELL_LYMPHOMA_UNSPECIFIED,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",1,2,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.9569,T-Cell Non-Hodgkin Lymphoma,0.8197,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,0.8012,Cutaneous T-Cell Non-Hodgkin Lymphoma,0.7256,Primary Cutaneous CD30-Positive T-Cell Lymphoproliferative Disorder,0.7101
"PERITONEAL CANCER, NOS",Malignant Peritoneal Neoplasm,1,2,Malignant Peritoneal Neoplasm,0.9428,Peritoneal Mesothelioma,0.8052,Peritoneum,0.6830,Ovarian Carcinoma,0.6518,Malignant Pleural Neoplasm,0.6396
PERITONEAL MESOTHELIOMA,Peritoneal Mesothelioma,1,2,Peritoneal Mesothelioma,1.0000,Pleural Mesothelioma,0.8289,Malignant Peritoneal Neoplasm,0.8182,Mesothelioma,0.7879,Sarcomatoid Mesothelioma,0.7476
PERITONEAL SEROUS CARCINOMA,Malignant Peritoneal Neoplasm,99,2,Ovarian Serous Adenocarcinoma,0.7883,Serous Cystadenocarcinoma,0.7808,Ovarian High Grade Serous Adenocarcinoma,0.7582,Serous Adenocarcinoma,0.7581,Ovarian Seromucinous Carcinoma,0.7431
PERITONEUM,Peritoneum,1,2,Peritoneum,1.0000,Malignant Peritoneal Neoplasm,0.7047,Abdominal Wall,0.6958,Peritoneal Mesothelioma,0.6143,Omentum,0.6070
PERIVASCULAR EPITHELIOID CELL TUMOR,PEComa,2,2,Epithelioid Hemangioendothelioma,0.7769,PEComa,0.7619,Epithelioid Cell<;>Spindle Cell Neoplasm,0.7380,Epithelioid Mesothelioma,0.7156,Epithelioid Trophoblastic Tumor,0.7137
PFA,"Posterior Fossa Ependymoma, Group A (PFA)",1,2,"Posterior Fossa Ependymoma, Group A (PFA)",0.5807,nan,0.4874,Primary,0.4770,Solitary Fibrous Tumor,0.4565,Primary Effusion Lymphoma,0.4532
PFB,"Posterior Fossa Ependymoma, Group B (PFB)",1,2,"Posterior Fossa Ependymoma, Group B (PFB)",0.5795,"Posterior Fossa Ependymoma, Group A (PFA)",0.5109,B-Cell Non-Hodgkin Lymphoma<;>Primary Effusion Lymphoma,0.4891,B-Cell Non-Hodgkin Lymphoma<;>Follicular Lymphoma,0.4807,Congenital Peribronchial Myofibroblastic Tumor,0.4628
PH+-ALL,B Acute Lymphoblastic Leukemia with t(9<;>22)(q34.1<;>q11.2)<;> BCR-ABL1,99,2,Acute Lymphoblastic Leukemia,0.6676,Philadelphia Chromosome Positive,0.6501,Acute Biphenotypic Leukemia,0.6454,B Acute Lymphoblastic Leukemia,0.6344,Lymphoblastic Lymphoma,0.6261
PH-LIKEALL,B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1,99,2,Philadelphia Chromosome Positive,0.4916,Lobular,0.4887,Hodgkin-Like Post-Transplant Lymphoproliferative Disorder,0.4759,B-Cell Prolymphocytic Leukemia,0.4691,nan,0.4660
PHARYNX,Pharynx,1,2,Pharynx,1.0000,Head and Neck,0.6194,Stomach,0.5874,Oral,0.5737,Gastric,0.5613
PHEOCHROMOCYTOMA,Adrenal Gland Pheochromocytoma,1,2,Adrenal Gland Pheochromocytoma,0.9774,Adrenal Gland Pheochromocytoma<;>Paraganglioma,0.9421,Extra-Adrenal Pheochromocytoma,0.9178,Paraganglioma,0.8692,Extra-Adrenal Sympathetic Paraganglioma,0.8102
PHYLLODES,Phyllodes Tumor,1,2,Phyllodes Tumor,0.7138,Malignant Breast Phyllodes Tumor,0.6583,Benign Breast Phyllodes Tumor,0.6543,Borderline Breast Phyllodes Tumor,0.5939,Chordoma,0.4959
PH_POSITIVE,Philadelphia Chromosome Positive,1,2,Philadelphia Chromosome Positive,0.7217,Estrogen Receptor Positive,0.5170,Hypertension,0.5079,Hyperdiploidy,0.5040,HER2/Neu Positive,0.4769
PILOCYTIC ASTROCYTOMA,Pilocytic Astrocytoma,1,2,Pilocytic Astrocytoma,1.0000,Pilomyxoid Astrocytoma,0.8840,Astrocytoma,0.8370,Diffuse Astrocytoma,0.8045,Anaplastic Astrocytoma,0.7537
PILOMATRIX CARCINOMA,Pilomatrical Carcinoma,1,2,Pilomatrical Carcinoma,0.9623,Keratoacanthoma,0.7490,Merkel Cell Carcinoma,0.7465,Skin Metatypical Carcinoma,0.7255,Spitz Melanoma,0.6924
PILOMYXOID ASTROCYTOMA,Pilomyxoid Astrocytoma,1,2,Pilomyxoid Astrocytoma,1.0000,Pilocytic Astrocytoma,0.8840,Astrocytoma,0.7395,Diffuse Astrocytoma,0.7049,Anaplastic Astrocytoma,0.7000
PINEAL GERM CELL TUMOR,Pineal Region Germ Cell Tumor,1,2,Pineal Region Germ Cell Tumor,0.9780,Pineoblastoma,0.7333,Pineal Parenchymal Tumor of Intermediate Differentiation,0.6805,Extragonadal Germ Cell Tumor,0.6725,Central Nervous System Germinoma,0.6699
PINEAL PARENCHYMAL TUMOR OF INTERMEDIATE DIFFERENTIATION,Pineal Parenchymal Tumor of Intermediate Differentiation,1,2,Pineal Parenchymal Tumor of Intermediate Differentiation,1.0000,Pineoblastoma,0.6839,Pineal Region Neoplasm,0.6702,Pineal Region Germ Cell Tumor,0.6449,Polymorphous Low Grade Neuroepithelial Tumor of the Young,0.6233
PINEAL TUMOR,Pineal Region Neoplasm,1,2,Pineal Region Neoplasm,0.9597,Pineal Parenchymal Tumor of Intermediate Differentiation,0.7185,Pineal Region Germ Cell Tumor,0.7074,Pineoblastoma,0.6659,Pituitary Neuroendocrine Tumor,0.6585
PINEOBLASTOMA,Pineoblastoma,1,2,Pineoblastoma,1.0000,Pineal Region Germ Cell Tumor,0.7009,Plexiform Schwannoma,0.6925,Pineal Parenchymal Tumor of Intermediate Differentiation,0.6839,Extra-Adrenal Sympathetic Paraganglioma,0.6781
PITUICYTOMA,Pituicytoma,1,2,Pituicytoma,1.0000,Pituitary Neuroendocrine Tumor,0.7098,Pineoblastoma,0.6538,Central Neurocytoma,0.6424,Ganglioglioma,0.6169
PITUITARY ADENOMA,Pituitary Neuroendocrine Tumor,3,2,Pituicytoma,0.6703,Sellar Region Neoplasm,0.6551,Pituitary Neuroendocrine Tumor,0.6510,Adrenal Cortical Adenoma,0.6285,Craniopharyngioma,0.5846
PLASMA CELL MYELOMA,Plasma Cell Myeloma,1,2,Plasma Cell Myeloma,1.0000,Plasma Cell Myeloma<;>Plasmacytoma,0.9668,Plasmacytoma,0.8859,Plasma Cell Leukemia,0.8586,Smoldering Plasma Cell Myeloma,0.8480
PLASMACYTOID/SIGNET RING CELL BLADDER CARCINOMA,plasmacytoid variant infiltrating bladder urothelial carcinoma,1,2,plasmacytoid variant infiltrating bladder urothelial carcinoma,0.8042,Bladder Small Cell Neuroendocrine Carcinoma,0.7854,Signet Ring Cell Carcinoma,0.7010,infiltrating bladder urothelial carcinoma sarcomatoid variant,0.6855,Papillary Transitional Cell Carcinoma,0.6560
PLASMACYTOID/SIGNET RING CELL BLADDER CARCINOMAÃ‚Â ,plasmacytoid variant infiltrating bladder urothelial carcinoma,1,2,plasmacytoid variant infiltrating bladder urothelial carcinoma,0.7519,Bladder Small Cell Neuroendocrine Carcinoma,0.7061,Signet Ring Cell Carcinoma,0.6593,infiltrating bladder urothelial carcinoma sarcomatoid variant,0.6475,Signet Ring Adenocarcinoma Cell,0.6304
PLASMACYTOMA,Plasmacytoma,1,2,Plasmacytoma,1.0000,Plasma Cell Myeloma<;>Plasmacytoma,0.9227,Plasma Cell Leukemia,0.9153,Plasma Cell Myeloma,0.8859,Smoldering Plasma Cell Myeloma,0.7348
PLASMA_CELL_LEUKEMIA,Plasma Cell Leukemia,1,2,Plasma Cell Leukemia,0.9615,Plasmacytoma,0.8554,Plasma Cell Myeloma<;>Plasmacytoma,0.8133,Plasma Cell Myeloma,0.8044,B-Cell Prolymphocytic Leukemia,0.7168
PLASMA_CELL_MYELOMA,Plasma Cell Myeloma,1,2,Plasma Cell Myeloma,0.9753,Plasma Cell Myeloma<;>Plasmacytoma,0.9417,Smoldering Plasma Cell Myeloma,0.8689,Plasmacytoma,0.8548,Plasma Cell Leukemia,0.8316
PLEOMORPHIC 'MFH' / UNDIFFERENTIATED PLEOMORPHIC SARCOMA,Undifferentiated Pleomorphic Sarcoma,1,2,Undifferentiated Pleomorphic Sarcoma,0.8401,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,0.8260,Undifferentiated Pleomorphic Sarcoma<;>Undifferentiated Spindle Cell Sarcoma,0.7859,Pleomorphic Rhabdomyosarcoma,0.7757,Pleomorphic Liposarcoma,0.7334
PLEOMORPHIC CARCINOMA OF THE LUNG,Lung Pleomorphic Carcinoma,1,2,Lung Pleomorphic Carcinoma,0.9812,Lung Spindle Cell Carcinoma,0.8043,Lung Sarcomatoid Carcinoma,0.7927,"Lung Large Cell Carcinoma, Clear Cell Variant",0.7407,Lung Non-Small Cell Carcinoma<;>Poorly Differentiated,0.7403
PLEOMORPHIC HEPATOCELLULAR CARCINOMA,Pleomorphic Hepatocellular Carcinoma,1,2,Pleomorphic Hepatocellular Carcinoma,1.0000,Hepatocellular Carcinoma,0.7412,Hepatocellular Adenoma<;>Hepatocellular Carcinoma,0.7262,Lung Pleomorphic Carcinoma,0.7098,Combined Hepatocellular Carcinoma and Cholangiocarcinoma,0.7058
PLEOMORPHIC LIPOSARCOMA,Pleomorphic Liposarcoma,1,2,Pleomorphic Liposarcoma,1.0000,Dedifferentiated Liposarcoma,0.8634,Well Differentiated Liposarcoma,0.8598,myxoid/round cell liposarcoma,0.8446,Myxoid Liposarcoma,0.8393
PLEOMORPHIC RHABDOMYOSARCOMA,Pleomorphic Rhabdomyosarcoma,1,2,Pleomorphic Rhabdomyosarcoma,1.0000,Undifferentiated Pleomorphic Sarcoma,0.8744,Spindle Cell Rhabdomyosarcoma,0.8335,Pleomorphic Liposarcoma,0.8302,Spindle Cell/Sclerosing Rhabdomyosarcoma,0.8179
PLEOMORPHIC SARCOMA,Undifferentiated Pleomorphic Sarcoma,1,2,Undifferentiated Pleomorphic Sarcoma,0.9553,Pleomorphic Rhabdomyosarcoma,0.8796,Undifferentiated Pleomorphic Sarcoma<;>Undifferentiated Spindle Cell Sarcoma,0.8660,undifferentiated sarcoma,0.8078,Pleomorphic Liposarcoma,0.8076
PLEOMORPHIC XANTHOASTROCYTOMA,Pleomorphic Xanthoastrocytoma,1,2,Pleomorphic Xanthoastrocytoma,1.0000,Anaplastic Pleomorphic Xanthoastrocytoma,0.9298,Disseminated Juvenile Xanthogranuloma,0.7085,Skin Fibrous Histiocytoma,0.6948,Pleomorphic Liposarcoma,0.6871
PLEOMORPHIC_SARCOMA,Undifferentiated Pleomorphic Sarcoma,1,2,Undifferentiated Pleomorphic Sarcoma,0.9264,Pleomorphic Rhabdomyosarcoma,0.8595,Undifferentiated Pleomorphic Sarcoma<;>Undifferentiated Spindle Cell Sarcoma,0.8418,undifferentiated sarcoma,0.8256,Spindle Cell Sarcoma,0.7704
PLEURA,Pleura,1,2,Pleura,1.0000,Malignant Pleural Neoplasm,0.6705,Pleural Fluid,0.6452,Peritoneum,0.5857,Pleural Mesothelioma,0.5590
"PLEURAL CANCER, NOS",Malignant Pleural Neoplasm,1,2,Malignant Pleural Neoplasm,0.9249,Pleural Mesothelioma,0.7654,Pleura,0.6709,Pleural Effusion<;>Site of Metastasis,0.6699,Malignant Peritoneal Neoplasm,0.6517
PLEURAL FLUID,Pleural Fluid,1,2,Pleural Fluid,1.0000,Malignant Pleural Neoplasm,0.6647,Pleura,0.6452,Pleural Effusion<;>Site of Metastasis,0.6069,Pleural Mesothelioma,0.5766
PLEURAL MESOTHELIOMA,Pleural Mesothelioma,1,2,Pleural Mesothelioma,1.0000,Pleural Sarcomatoid Mesothelioma,0.8490,Mesothelioma,0.8385,Peritoneal Mesothelioma,0.8289,Pleural Epithelioid Mesothelioma,0.8075
"PLEURAL MESOTHELIOMA, BIPHASIC TYPE",Pleural Biphasic Mesothelioma,1,2,Pleural Biphasic Mesothelioma,0.9801,Biphasic Mesothelioma,0.9039,Pleural Sarcomatoid Mesothelioma,0.7882,Pleural Epithelioid Mesothelioma,0.7829,Pleural Mesothelioma,0.7438
"PLEURAL MESOTHELIOMA, EPITHELIOID TYPE",Pleural Epithelioid Mesothelioma,1,2,Pleural Epithelioid Mesothelioma,0.9726,Epithelioid Mesothelioma,0.8830,Pleural Sarcomatoid Mesothelioma,0.8012,Pleural Biphasic Mesothelioma,0.7919,Pleural Mesothelioma,0.7776
"PLEURAL MESOTHELIOMA, SARCOMATOID TYPE",Pleural Sarcomatoid Mesothelioma,1,2,Pleural Sarcomatoid Mesothelioma,0.9791,Sarcomatoid Mesothelioma,0.8875,Pleural Mesothelioma,0.8333,Pleural Epithelioid Mesothelioma,0.8329,Pleural Biphasic Mesothelioma,0.7942
PLEUROPULMONARY BLASTOMA,Pleuropulmonary Blastoma,1,2,Pleuropulmonary Blastoma,1.0000,Blastic Plasmacytoid Dendritic Cell Neoplasm,0.7014,Lung Pleomorphic Carcinoma,0.6188,Myeloproliferative Neoplasm,0.6024,Lung Inflammatory Myofibroblastic Tumor,0.6013
PLEUROPULMONARY BLASTOMA PPB,Pleuropulmonary Blastoma,1,2,Pleuropulmonary Blastoma,0.9054,Blastic Plasmacytoid Dendritic Cell Neoplasm,0.6516,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,0.5932,B-Cell Non-Hodgkin Lymphoma<;>Primary Effusion Lymphoma,0.5853,Pleural Biphasic Mesothelioma,0.5814
PLEUROPULMORY BLASTOMA PPB,Pleuropulmonary Blastoma,1,2,Pleuropulmonary Blastoma,0.8874,Blastic Plasmacytoid Dendritic Cell Neoplasm,0.6821,B-Cell Non-Hodgkin Lymphoma<;>Primary Effusion Lymphoma,0.6198,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,0.6112,B-Cell Prolymphocytic Leukemia,0.6038
PLEXIFORM FIBROHISTIOCYTIC TUMOR,Plexiform Fibrohistiocytic Tumor,1,2,Plexiform Fibrohistiocytic Tumor,1.0000,Plexiform Neurofibroma,0.8289,Plexiform Schwannoma,0.7838,Skin Fibrous Histiocytoma,0.7265,Dermatofibrosarcoma Protuberans,0.7062
PLEXIFORM NEUROFIBROMA,Plexiform Neurofibroma,1,2,Plexiform Neurofibroma,1.0000,Plexiform Schwannoma,0.8728,Plexiform Fibrohistiocytic Tumor,0.8289,Neurofibroma,0.8273,Melanotic Schwannoma,0.7111
PLEXIFORM SCHWANNOMA,Plexiform Schwannoma,1,2,Plexiform Schwannoma,1.0000,Plexiform Neurofibroma,0.8728,Melanotic Schwannoma,0.8440,Schwannoma,0.8083,Cellular Schwannoma,0.7960
PLMESO,Pleural Mesothelioma,99,2,B-Cell Non-Hodgkin Lymphoma<;>Primary Effusion Lymphoma,0.4913,Primary Effusion Lymphoma,0.4771,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,0.4619,Manubrium,0.4608,Fusion-Positive Rhabdomyosarcoma,0.4607
PML-RARA,PML-RARA Fusion Protein Expression,2,2,Acute Promyelocytic Leukemia with PML-RARA,0.8148,PML-RARA Fusion Protein Expression,0.7379,Acute Myeloid Leukemia with Biallelic Mutations of CEBPA,0.6082,Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA,0.5884,Chronic Myelomonocytic Leukemia-1,0.5850
PNET,Primitive Neuroectodermal Tumor,2,2,Peripheral Primitive Neuroectodermal Tumor,0.8389,Primitive Neuroectodermal Tumor,0.7937,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,0.7419,Polymorphous Low Grade Neuroepithelial Tumor of the Young,0.7245,Neuroblastoma,0.7205
POLE ULTRA-MUTATED,POLE-Ultramutated Endometrial Endometrioid Adenocarcinoma,99,2,Endometrial Carcinoma<;>POLE Gene Mutation,0.6329,Rectal Adenocarcinoma<;>POLE Gene Mutation,0.6322,Colon Adenocarcinoma<;>POLE Gene Mutation,0.6261,Esophageal Adenocarcinoma<;>POLE Gene Mutation,0.6249,Gastric Adenocarcinoma<;>POLE Gene Mutation,0.6174
POLYCYTHAEMIA VERA MYELOFIBROSIS,Polycythemia Vera<;>Myelofibrosis,1,2,Polycythemia Vera<;>Myelofibrosis,0.9870,Primary Myelofibrosis,0.8438,Essential Thrombocythemia<;>Myelofibrosis,0.8059,Polycythemia Vera,0.8042,Overt Primary Myelofibrosis,0.7952
