original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
LEFT AXILLARY LYMPH NODE,Left<;>Axillary Lymph Node,1,2,Left<;>Axillary Lymph Node,0.9940,Right<;>Axillary Lymph Node,0.9785,Axillary Lymph Node,0.9764,Right<;>Axillary Lymph Node<;>Metastasis,0.9621,Left Supraclavicular Lymph Node,0.9605
LEFT AXILLARY LYMPH NODES,Left<;>Axillary Lymph Node,1,2,Left<;>Axillary Lymph Node,0.9938,Right<;>Axillary Lymph Node,0.9779,Axillary Lymph Node,0.9751,Right<;>Axillary Lymph Node<;>Metastasis,0.9619,Left Supraclavicular Lymph Node,0.9593
LEFT BROW,Left<;>Eyebrow,1,2,Left<;>Eyebrow,0.9517,Left,0.9431,Left<;>Orbit,0.9318,Left Leg,0.9310,Left Lung,0.9283
LEFT CEREBELLUM,Left<;>Cerebellum,1,2,Left<;>Cerebellum,0.9900,Right<;>Cerebellum<;>Occipital Lobe,0.9593,Cerebellum,0.9529,Left,0.9516,Left<;>Occipital Lobe,0.9437
LEFT CERVICAL,Left<;>Cervix Uteri,2,2,Left<;>Cervical Lymph Node,0.9618,Left<;>Cervix Uteri,0.9568,Right<;>Cervical Lymph Node,0.9519,Left,0.9490,Left Colon,0.9445
LEFT CERVICAL LYMPH NODE,Left<;>Cervical Lymph Node,1,2,Left<;>Cervical Lymph Node,0.9925,Right<;>Cervical Lymph Node,0.9758,Left Supraclavicular Lymph Node,0.9627,Left<;>Supraclavicular Lymph Node,0.9578,Left<;>Axillary Lymph Node,0.9553
"LEFT CHEST, DIAPHRAM",Left<;>Chest<;>Diaphragm,1,2,Left<;>Chest<;>Diaphragm,0.9400,Right<;>Chest Wall,0.9386,Left<;>Chest Wall,0.9383,Chest,0.9358,Left,0.9303
LEFT COLON,Left Colon,1,2,Left Colon,1.0000,Right Colon,0.9683,Left,0.9540,Colon,0.9492,Left Lung,0.9477
LEFT DISTAL FEMUR,Left<;>Distal<;>Femur,1,2,Left<;>Distal<;>Femur,0.9866,Left<;>Femur,0.9566,Right<;>Femur,0.9503,Distal,0.9444,Left<;>Femoral Neck<;>Head of the Femur,0.9426
"LEFT FEMORAL HEAD, NECK, AND CURETTINGS",Left<;>Femoral Neck<;>Head of the Femur,1,2,Left<;>Femoral Neck<;>Head of the Femur,0.9635,Left<;>Femur,0.9424,Right<;>Femur,0.9389,Right<;>Neck,0.9359,Left<;>Distal<;>Femur,0.9346
LEFT FEMUR,Left<;>Femur,1,2,Left<;>Femur,0.9877,Left Thigh,0.9706,Right<;>Femur,0.9679,Left Leg,0.9599,Left<;>Femoral Neck<;>Head of the Femur,0.9575
LEFT FRONTAL,Left<;>Frontal Lobe,1,2,Left<;>Frontal Lobe,0.9813,Frontal Lobe,0.9697,Right<;>Frontal Lobe,0.9696,Frontal,0.9625,Left<;>Frontal Lobe<;>Temporal Lobe,0.9591
LEFT FRONTAL LOBE,Left<;>Frontal Lobe,1,2,Left<;>Frontal Lobe,0.9911,Right<;>Frontal Lobe,0.9785,Frontal Lobe,0.9751,Left<;>Frontal Lobe<;>Temporal Lobe,0.9736,Right<;>Frontal Lobe<;>Temporal Lobe,0.9618
LEFT FRONTOTEMPORAL,Left<;>Frontal Lobe<;>Temporal Lobe,2,2,Left<;>Frontal Lobe,0.9603,Left<;>Frontal Lobe<;>Temporal Lobe,0.9521,Right<;>Frontal Lobe,0.9503,Frontal Lobe,0.9455,Right<;>Frontal Lobe<;>Temporal Lobe,0.9422
LEFT GLUTEUS,Left Gluteus Medius,1,2,Left Gluteus Medius,0.9825,Left Thigh,0.9409,Left Leg,0.9328,Left,0.9320,Left<;>Femur,0.9265
LEFT ILIAC,Left<;>Ilium,1,2,Left<;>Ilium,0.9557,Right<;>Iliac Lymph Node,0.9485,Left Leg,0.9476,Left<;>Pelvis,0.9470,Left Thigh,0.9456
LEFT INFRARENAL LYMPH NODE,Left<;>Renal Lymph Node,3,2,Left<;>Inguinal Lymph Node,0.9592,Left<;>Infrarenal Aortic Segment,0.9583,Left<;>Renal Lymph Node,0.9576,Left Supraclavicular Lymph Node,0.9534,Left<;>Supraclavicular Lymph Node,0.9521
LEFT INGUINAL LYMPH NODES,Left<;>Inguinal Lymph Node,1,2,Left<;>Inguinal Lymph Node,0.9926,Inguinal Lymph Node,0.9785,Inguinal Region<;>Lymph Node,0.9659,Left<;>Renal Lymph Node,0.9592,Left<;>Axillary Lymph Node,0.9572
LEFT JUGULODIGASTRIC LYMPH NODE,Left<;>Jugulodigastric Lymph Node,1,2,Left<;>Jugulodigastric Lymph Node,0.9958,Right<;>Jugulodigastric Lymph Node,0.9880,Jugulodigastric Lymph Node,0.9841,Left<;>Axillary Lymph Node,0.9530,Left Supraclavicular Lymph Node,0.9529
LEFT KIDNEY,Left Kidney,1,2,Left Kidney,1.0000,Left<;>Adrenal Gland<;>Kidney,0.9590,Left Lung,0.9558,Left Lobe of the Liver,0.9509,Left,0.9501
LEFT LEG,Left Leg,1,2,Left Leg,1.0000,Left,0.9636,Left Arm,0.9625,Left Thigh,0.9593,Left Lung,0.9584
LEFT LOWER LOBE,Lower Lobe of the Left Lung,1,2,Lower Lobe of the Left Lung,0.9911,Lower Lobe of the Lung,0.9793,Lower Lobe of the Right Lung,0.9783,Upper Lobe of the Left Lung,0.9647,Lobe of the Left Lung,0.9595
LEFT LUNG LOWER LOBE,Lower Lobe of the Left Lung,1,2,Lower Lobe of the Left Lung,0.9970,Lower Lobe of the Lung,0.9866,Lower Lobe of the Right Lung,0.9865,Lobe of the Left Lung,0.9751,Upper Lobe of the Left Lung,0.9747
LEFT MEDIASTINAL,Left<;>Mediastinum,1,2,Left<;>Mediastinum,0.9789,Left<;>Posterior Mediastinum,0.9574,Right<;>Mediastinal Lymph Node,0.9532,Left Lung,0.9532,Left<;>Superior<;>Mediastinal Lymph Node,0.9511
LEFT OCCIPITAL,Left<;>Occipital Lobe,1,2,Left<;>Occipital Lobe,0.9809,Right<;>Occipital Lobe,0.9696,Occipital Lobe,0.9672,Left<;>Temporal Lobe<;>Occipital Lobe,0.9661,Left<;>Parietal Lobe<;>Occipital Lobe,0.9595
LEFT OCCIPITAL BRAIN,Left<;>Occipital Lobe,1,2,Left<;>Occipital Lobe,0.9817,Right<;>Occipital Lobe,0.9742,Occipital Lobe,0.9709,Left<;>Temporal Lobe<;>Occipital Lobe,0.9698,Left<;>Parietal Lobe<;>Occipital Lobe,0.9632
LEFT OCCIPITAL-PARIETAL,Left<;>Parietal Lobe<;>Occipital Lobe,1,2,Left<;>Parietal Lobe<;>Occipital Lobe,0.9812,Right<;>Parietal Lobe<;>Occipital Lobe,0.9746,Occipital Lobe<;>Parietal Lobe,0.9696,Left<;>Occipital Lobe,0.9691,Right<;>Occipital Lobe,0.9617
LEFT ORBITAL,Left<;>Orbit,1,2,Left<;>Orbit,0.9759,Left,0.9451,Left<;>Occipital Lobe,0.9418,Left<;>Ovary,0.9405,Left<;>Eyebrow,0.9348
LEFT OVARY,Left<;>Ovary,1,2,Left<;>Ovary,0.9895,Right<;>Ovary,0.9669,Ovary,0.9460,Left Lobe of the Liver,0.9444,Left,0.9413
LEFT PARAAORTIC,Left<;>Paraaortic Region,1,2,Left<;>Paraaortic Region,0.9720,Paraaortic Lymph Node,0.9468,Paraaortic Region,0.9466,Paraaortic Region<;>Extra-Adrenal,0.9385,Left,0.9342
LEFT PARASPINAL AT T3-T4,Left<;>Paraspinal<;>T3 Vertebra<;>T4 Vertebra,1,2,Left<;>Paraspinal<;>T3 Vertebra<;>T4 Vertebra,0.9839,Paraspinal<;>T11 Vertebra,0.9609,Paraspinal<;>C7 Vertebra,0.9540,Thoracic<;>Paraspinal<;>Extra-Adrenal,0.9402,T5 Vertebra<;>T6 Vertebra,0.9319
LEFT PARATRACHEAL,Left<;>Paratracheal,1,2,Left<;>Paratracheal,0.9898,Left<;>Pleura,0.9277,Left<;>Posterior Mediastinum,0.9244,Right<;>Posterior Mediastinum,0.9241,Left<;>Pleural Effusion,0.9237
LEFT PARIETAL,Left<;>Parietal Lobe,1,2,Left<;>Parietal Lobe,0.9819,Left<;>Parietal Lobe<;>Right<;>Parietal Lobe,0.9734,Right<;>Parietal Lobe,0.9718,Left<;>Temporal Lobe<;>Parietal Lobe,0.9714,Left<;>Parietal Lobe<;>Occipital Lobe,0.9650
LEFT PARIETAL BRAIN METASTASIS,Left<;>Parietal Lobe<;>Metastasis,1,2,Left<;>Parietal Lobe<;>Metastasis,0.9845,Parietal Lobe<;>Metastasis,0.9751,Left<;>Temporal Lobe<;>Metastasis,0.9566,Left<;>Parietal Lobe,0.9546,Left<;>Temporal Lobe<;>Parietal Lobe,0.9479
"LEFT PARIETAL, RIGHT PARIETAL",Left<;>Parietal Lobe<;>Right<;>Parietal Lobe,2,2,Right<;>Parietal Lobe,0.9800,Left<;>Parietal Lobe<;>Right<;>Parietal Lobe,0.9769,Left<;>Parietal Lobe,0.9755,Right<;>Parietal Lobe<;>Temporal Lobe,0.9682,Left<;>Temporal Lobe<;>Parietal Lobe,0.9671
LEFT PARIETO-OCCIPITAL,Left<;>Parietal Lobe<;>Occipital Lobe,2,2,Parieto-Occipital,0.9769,Left<;>Parietal Lobe<;>Occipital Lobe,0.9704,Left<;>Occipital Lobe,0.9655,Right<;>Parietal Lobe<;>Occipital Lobe,0.9646,Right<;>Occipital Lobe,0.9591
LEFT PARIETOTEMPORAL,Left<;>Temporal Lobe<;>Parietal Lobe,4,2,Parieto-Occipital,0.9520,Left<;>Parietal Lobe,0.9491,Left<;>Parietal Lobe<;>Occipital Lobe,0.9470,Left<;>Temporal Lobe<;>Parietal Lobe,0.9469,Left<;>Parietal Lobe<;>Right<;>Parietal Lobe,0.9462
LEFT PELVIC,Left<;>Pelvis,1,2,Left<;>Pelvis,0.9765,Left,0.9490,Liver<;>Left Lung<;>Pelvic Wall,0.9457,Pelvis,0.9444,Left<;>Cervix Uteri,0.9434
LEFT PELVIS,Left<;>Pelvis,1,2,Left<;>Pelvis,0.9881,Pelvis,0.9536,Left,0.9499,Left Leg,0.9474,Left<;>Retroperitoneum,0.9467
LEFT PERINEPHRIC LYMPH NODE,Left<;>Perinephric<;>Lymph Node,1,2,Left<;>Perinephric<;>Lymph Node,0.9905,Right<;>Perinephric<;>Lymph Node,0.9740,Left<;>Renal Lymph Node,0.9619,Right<;>Retroperitoneal Lymph Node,0.9563,Left<;>Inguinal Lymph Node,0.9541
LEFT PLEURAL,Left<;>Pleura,1,2,Left<;>Pleura,0.9767,Left<;>Pleural Effusion,0.9762,Left Lung,0.9607,Right<;>Pleura,0.9587,Right<;>Pleural Effusion,0.9572
LEFT POSTERIOR MEDIASTINAL,Left<;>Posterior Mediastinum,1,2,Left<;>Posterior Mediastinum,0.9868,Right<;>Posterior Mediastinum,0.9779,Left<;>Mediastinum,0.9607,Anterior Mediastinum,0.9472,Left<;>Posterior<;>Temporal Lobe,0.9429
LEFT POSTERIOR TEMPORAL,Left<;>Posterior<;>Temporal Lobe,1,2,Left<;>Posterior<;>Temporal Lobe,0.9826,Left<;>Temporal Lobe,0.9549,Left<;>Posterior Mediastinum,0.9507,Temporal Lobe<;>Anterior,0.9466,Right<;>Posterior Mediastinum,0.9458
LEFT RENAL LYMPH NODE,Left<;>Renal Lymph Node,1,2,Left<;>Renal Lymph Node,0.9945,Right<;>Retroperitoneal Lymph Node,0.9640,Left<;>Inguinal Lymph Node,0.9556,Left<;>Axillary Lymph Node,0.9538,Left Kidney,0.9522
LEFT RETROPERITONEAL,Left<;>Retroperitoneal,1,2,Left<;>Retroperitoneal,0.9892,Right<;>Retroperitoneal,0.9775,Left<;>Retroperitoneum,0.9737,Retroperitoneal,0.9649,Right<;>Retroperitoneal Lymph Node,0.9574
LEFT RETROPERITONEUM,Left<;>Retroperitoneum,1,2,Left<;>Retroperitoneum,0.9888,Left<;>Retroperitoneal,0.9702,Right<;>Retroperitoneal,0.9611,Retroperitoneum,0.9608,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney<;>Liver,0.9513
LEFT SIXTH INTERCOSTAL,Left<;>Sixth<;>Intercostal Space,1,2,Left<;>Sixth<;>Intercostal Space,0.9804,Left<;>Rib 6,0.9398,Intercostal Space,0.9243,Left,0.9178,Left<;>Pleura,0.9141
LEFT SIXTH RIB,Left<;>Rib 6,1,2,Left<;>Rib 6,0.9713,Left<;>Sixth<;>Intercostal Space,0.9485,Left<;>Rib 9,0.9448,Chest Wall<;>Rib 6<;>Rib 7,0.9276,Left,0.9235
LEFT SUPERIOR MEDIASTINAL LYMPH NODES,Left<;>Superior<;>Mediastinal Lymph Node,1,2,Left<;>Superior<;>Mediastinal Lymph Node,0.9918,Superior<;>Mesenteric Lymph Node,0.9628,Left Supraclavicular Lymph Node,0.9617,Left<;>Supraclavicular Lymph Node,0.9601,Right<;>Mediastinal Lymph Node,0.9599
LEFT SUPRACLAVICULAR LYMPH NODE,Left<;>Supraclavicular Lymph Node,2,2,Left Supraclavicular Lymph Node,1.0000,Left<;>Supraclavicular Lymph Node,0.9960,Left<;>Superior<;>Mediastinal Lymph Node,0.9589,Left<;>Axillary Lymph Node,0.9584,Left<;>Cervical Lymph Node,0.9560
LEFT TEMPORAL,Left<;>Temporal Lobe,1,2,Left<;>Temporal Lobe,0.9794,Right<;>Temporal Lobe,0.9657,Left<;>Frontal Lobe<;>Temporal Lobe,0.9631,Left<;>Posterior<;>Temporal Lobe,0.9605,Left<;>Temporal Lobe<;>Occipital Lobe,0.9595
LEFT TEMPORAL BRAIN,Left<;>Temporal Lobe,1,2,Left<;>Temporal Lobe,0.9829,Right<;>Temporal Lobe,0.9714,Left<;>Frontal Lobe<;>Temporal Lobe,0.9701,Left<;>Temporal Lobe<;>Occipital Lobe,0.9658,Left<;>Posterior<;>Temporal Lobe,0.9634
LEFT TEMPORAL-OCCIPITAL,Left<;>Temporal Lobe<;>Occipital Lobe,1,2,Left<;>Temporal Lobe<;>Occipital Lobe,0.9800,Right<;>Temporal Lobe<;>Occipital Lobe,0.9708,Left<;>Temporal Lobe,0.9687,Left<;>Occipital Lobe,0.9686,Occipital Lobe<;>Temporal Lobe,0.9621
LEFT TEMPOROPARIETAL,Left<;>Temporal Lobe<;>Parietal Lobe,3,2,Left<;>Temporal Lobe,0.9527,Left<;>Frontal Lobe<;>Temporal Lobe,0.9431,Left<;>Temporal Lobe<;>Parietal Lobe,0.9424,Left<;>Posterior<;>Temporal Lobe,0.9389,Left<;>Temporal Lobe<;>Occipital Lobe,0.9384
LEFT THIGH,Left Thigh,1,2,Left Thigh,1.0000,Right Thigh,0.9750,Left<;>Femur,0.9621,Left Leg,0.9593,Left Thigh<;>Metastasis,0.9503
LEFT THIGH METASTASIS,Left Thigh<;>Metastasis,1,2,Left Thigh<;>Metastasis,0.9946,Left Thigh,0.9595,Left<;>Temporal Lobe<;>Metastasis,0.9560,Left<;>Parietal Lobe<;>Metastasis,0.9452,Right Thigh,0.9394
LEFT THORACIC PERIAORTIC LN,Left<;>Thorax<;>Aortocaval Lymph Node,3,2,Paraaortic Lymph Node,0.9554,Left<;>Paraaortic Region,0.9549,Left<;>Thorax<;>Aortocaval Lymph Node,0.9461,Left<;>Perinephric<;>Lymph Node,0.9447,Left Supraclavicular Lymph Node,0.9419
LEFT UPPER LOBE,Upper Lobe of the Left Lung,1,2,Upper Lobe of the Left Lung,0.9901,Upper Lobe of the Right Lung,0.9807,Lower Lobe of the Left Lung,0.9590,Lower Lobe of the Right Lung,0.9512,Lobe of the Left Lung,0.9495
LEFT UPPER QUADRANT,Left Upper Quadrant of Abdomen,1,2,Left Upper Quadrant of Abdomen,0.9749,Right Upper Quadrant of Abdomen,0.9643,Upper Lobe of the Left Lung,0.9537,Upper Lobe of the Right Lung,0.9454,Left,0.9363
LESSER CURVE,Lesser Curvature of the Stomach,1,2,Lesser Curvature of the Stomach,0.9417,Greater Curvature of the Stomach,0.9099,Lower Lobe of the Lung,0.8918,Lower Lobe of the Left Lung,0.8884,Lower Lobe of the Right Lung,0.8877
LESSER SAC,Omental Bursa,99,2,Lesser Curvature of the Stomach,0.9362,Lesser Pelvis<;>Extra-Adrenal,0.9105,Greater Curvature of the Stomach,0.8957,Lower<;>Stomach,0.8916,Lower Extremity,0.8911
LIP,Lip,1,2,Lip,1.0000,Lower Lobe of the Left Lung,0.9039,Lobe of the Left Lung,0.9016,Left Leg,0.8987,Pelvis<;>Labial,0.8983
LIVER,Liver,1,2,Liver,1.0000,Spleen<;>Liver,0.9563,Peritoneum<;>Liver,0.9526,Left Lobe of the Liver,0.9517,Left Lobe of the Liver<;>Right Lobe of the Liver,0.9510
LIVER LEFT LOBE,Left Lobe of the Liver,1,2,Left Lobe of the Liver,0.9963,Right Lobe of the Liver,0.9806,Left Lobe of the Liver<;>Right Lobe of the Liver,0.9789,Lobe of the Left Lung,0.9630,Left Lung,0.9600
LIVER LEFT LOBE+LIVER RIGHT LOBE,Left Lobe of the Liver<;>Right Lobe of the Liver,1,2,Left Lobe of the Liver<;>Right Lobe of the Liver,0.9882,Right Lobe of the Liver,0.9864,Left Lobe of the Liver,0.9853,Lobe of the Left Lung,0.9588,Liver,0.9532
LIVER RIGHT LOBE,Right Lobe of the Liver,1,2,Right Lobe of the Liver,0.9954,Left Lobe of the Liver,0.9793,Left Lobe of the Liver<;>Right Lobe of the Liver,0.9783,Right Lung,0.9588,Liver,0.9484
"LIVER, LEFT LUNG, PELVIC WASLL",Liver<;>Left Lung<;>Pelvic Wall,1,2,Liver<;>Left Lung<;>Pelvic Wall,0.9747,Liver<;>Pelvis<;>Lymph Node,0.9459,Left Lobe of the Liver<;>Right Lobe of the Liver,0.9449,Left Lobe of the Liver,0.9412,Lobe of the Left Lung,0.9395
"LIVER, PELVIS, LN",Liver<;>Pelvis<;>Lymph Node,1,2,Liver<;>Pelvis<;>Lymph Node,0.9727,Liver<;>Left Lung<;>Pelvic Wall,0.9534,Peritoneum<;>Liver,0.9410,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney<;>Liver,0.9396,Left<;>Perinephric<;>Lymph Node,0.9389
"LIVER, SPLEEN",Spleen<;>Liver,1,2,Spleen<;>Liver,0.9848,Spleen,0.9681,Liver,0.9619,Peritoneum<;>Liver,0.9524,Left Lobe of the Liver<;>Right Lobe of the Liver,0.9488
LIVER/RIGHT LOBE,Right Lobe of the Liver,1,2,Right Lobe of the Liver,0.9932,Left Lobe of the Liver<;>Right Lobe of the Liver,0.9840,Left Lobe of the Liver,0.9792,Liver,0.9568,Right Lung,0.9555
LN,Lymph Node,1,2,Lymph Node,0.9444,Left<;>Renal Lymph Node,0.9315,Neck<;>Lymph Node,0.9306,Lymph Node<;>Metastasis,0.9264,Left<;>Inguinal Lymph Node,0.9260
LOCAL,Local,1,2,Local,1.0000,Local-Regional,0.9682,Local-Regional<;>Distant,0.9533,Localized,0.9357,Locally Advanced Malignant Neoplasm,0.9054
LOCALIZED,Localized,1,2,Localized,1.0000,Local,0.9357,Local-Regional,0.9330,Local-Regional<;>Distant,0.9224,Regional,0.8947
LOCALIZED TUMOR,Localized,1,2,Localized,0.9638,Locally Advanced Malignant Neoplasm,0.9319,Local-Regional,0.9207,Local,0.9194,Left<;>Temporal Lobe<;>Metastasis,0.9117
LOCALLY ADVANCED,Locally Advanced Malignant Neoplasm,1,2,Locally Advanced Malignant Neoplasm,0.9485,Local,0.9398,Local-Regional,0.9264,Local-Regional<;>Distant,0.9183,Localized,0.9101
LOCOREGIONAL,Local-Regional,1,2,Local-Regional,0.9173,Limb<;>Regional Lymph Node<;>Trunk,0.9144,Regional Lymph Node<;>Trunk,0.9135,Intrahepatic,0.9123,Right<;>Axillary Lymph Node<;>Metastasis,0.9116
LOCOREGIONAL & DISTANT,Local-Regional<;>Distant,1,2,Local-Regional<;>Distant,0.9438,Distant Metastasis<;>Limb<;>Trunk,0.9389,Distant Metastasis<;>Head and Neck,0.9379,Distant Metastasis<;>Limb,0.9361,Distant Metastasis<;>Trunk,0.9303
LOCOREGIONAL AND DISTANT RECURRENCE,Local-Regional<;>Distant,99,2,Distant Metastasis<;>Head and Neck,0.9427,Distant Metastasis,0.9393,Distant Metastasis<;>Limb<;>Trunk,0.9385,Distant Metastasis<;>Limb,0.9379,Distant Metastasis<;>Trunk,0.9298
LOCOREGIONAL RECURRENCE,Local-Regional,99,2,Right<;>Axillary Lymph Node<;>Metastasis,0.9096,Locally Advanced Malignant Neoplasm,0.9074,Lymph Node<;>Metastasis,0.9064,Inguinal Region<;>Metastasis,0.9055,Regional Lymph Node,0.9052
LOWER,Lower Third of the Esophagus,99,2,Lower Extremity,0.9586,Lower Lobe of the Lung,0.9480,Lower<;>Stomach,0.9369,Lower Lobe of the Right Lung,0.9359,Lower Lobe of the Left Lung,0.9357
LOWER ABDOMEN/PELVIS,Lower<;>Abdomen<;>Pelvis,1,2,Lower<;>Abdomen<;>Pelvis,0.9888,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.9756,Lower<;>Abdomen<;>Pelvis<;>Bladder,0.9745,Lower<;>Abdomen<;>Pelvis<;>Spermatic Cord,0.9540,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,0.9517
LOWER ABDOMINAL/PELVIC - BLADDER,Lower<;>Abdomen<;>Pelvis<;>Bladder,1,2,Lower<;>Abdomen<;>Pelvis<;>Bladder,0.9824,Lower<;>Abdomen<;>Pelvis,0.9675,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.9591,Bladder<;>Ureter<;>Renal Pelvis,0.9556,Lower<;>Abdomen<;>Pelvis<;>Spermatic Cord,0.9428
LOWER ABDOMINAL/PELVIC - OTHER PLEASE SPECIFY,Lower<;>Abdomen<;>Pelvis,1,2,Lower<;>Abdomen<;>Pelvis,0.9670,Lower<;>Abdomen<;>Pelvis<;>Bladder,0.9589,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.9584,Lesser Pelvis<;>Extra-Adrenal,0.9499,Extra-Adrenal<;>Abdomen<;>Pelvis,0.9483
LOWER ABDOMINAL/PELVIC - PELVIC,Lower<;>Abdomen<;>Pelvis,1,2,Lower<;>Abdomen<;>Pelvis,0.9775,Lower<;>Abdomen<;>Pelvis<;>Bladder,0.9687,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.9660,Pelvic Peritoneum,0.9520,Intra-abdominal<;>Pelvis<;>Retroperitoneum,0.9473
LOWER ABDOMINAL/PELVIC - PELVICGYNECOLOGICAL - UTERUS,Lower<;>Abdomen<;>Pelvis<;>Uterus,1,2,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.9775,Lower<;>Abdomen<;>Pelvis,0.9727,Lower<;>Abdomen<;>Pelvis<;>Bladder,0.9675,Uterus<;>Pelvis,0.9569,Pelvic Peritoneum,0.9553
LOWER ABDOMINAL/PELVIC - SPERMATIC CORD,Lower<;>Abdomen<;>Pelvis<;>Spermatic Cord,1,2,Lower<;>Abdomen<;>Pelvis<;>Spermatic Cord,0.9784,Spermatic Cord,0.9531,Lower<;>Abdomen<;>Pelvis,0.9451,Lower<;>Abdomen<;>Pelvis<;>Bladder,0.9431,Lower<;>Abdomen<;>Pelvis<;>Uterus,0.9386
LOWER EXTREMITY,Lower Extremity,1,2,Lower Extremity,1.0000,Lower Extremity<;>Foot<;>Ankle Joint,0.9562,Lower Extremity<;>Thigh<;>Knee Joint,0.9542,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9539,Lower Lobe of the Lung,0.9496
LOWER EXTREMITY - FOOT/ANKLE,Lower Extremity<;>Foot<;>Ankle Joint,1,2,Lower Extremity<;>Foot<;>Ankle Joint,0.9828,Lower Extremity,0.9760,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9655,Lower Extremity<;>Thigh<;>Knee Joint,0.9652,Lower<;>Leg<;>Calf,0.9536
LOWER EXTREMITY - GROIN,Lower Extremity<;>Inguinal Region,2,2,Lower Extremity,0.9623,Lower Extremity<;>Inguinal Region,0.9576,Lower Extremity<;>Thigh<;>Knee Joint,0.9442,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9427,Lower Extremity<;>Foot<;>Ankle Joint,0.9404
LOWER EXTREMITY - LOWER LEG/CALF,Lower Extremity<;>Lower<;>Leg<;>Calf,1,2,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9868,Lower<;>Leg<;>Calf,0.9788,Lower Extremity,0.9693,Lower Extremity<;>Foot<;>Ankle Joint,0.9626,Lower Extremity<;>Inguinal Region,0.9586
LOWER EXTREMITY - OTHER PLEASE SPECIFY,Lower Extremity,1,2,Lower Extremity,0.9654,Lower Extremity<;>Thigh<;>Knee Joint,0.9472,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9461,Lower Extremity<;>Foot<;>Ankle Joint,0.9460,Lower Extremity<;>Inguinal Region,0.9410
LOWER EXTREMITY - THIGH/KNEE,Lower Extremity<;>Thigh<;>Knee Joint,1,2,Lower Extremity<;>Thigh<;>Knee Joint,0.9841,Lower Extremity,0.9683,Thigh<;>Knee Joint,0.9626,Lower Extremity<;>Foot<;>Ankle Joint,0.9590,Lower Extremity<;>Inguinal Region,0.9564
LOWER LEG/CALF,Lower<;>Leg<;>Calf,1,2,Lower<;>Leg<;>Calf,0.9868,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9809,Lower Extremity,0.9519,Lower Extremity<;>Foot<;>Ankle Joint,0.9461,Lower Extremity<;>Inguinal Region,0.9428
LUNG,Lung,1,2,Lung,1.0000,Lung<;>Pleura,0.9456,Left Lung,0.9456,Lobe of the Left Lung,0.9450,Right Lung,0.9421
LUNG METASTASIS,Lung<;>Metastasis,1,2,Lung<;>Metastasis,0.9908,Kidney<;>Lung<;>Metastasis,0.9711,Metastasis,0.9636,Chest Wall<;>Metastasis,0.9592,Breast<;>Metastasis,0.9583
"LUNG, LEFT",Left Lung,1,2,Left Lung,0.9891,Lobe of the Left Lung,0.9801,Lower Lobe of the Left Lung,0.9657,Upper Lobe of the Left Lung,0.9640,Right Lung,0.9638
"LUNG, LEFT LOBE",Lobe of the Left Lung,1,2,Lobe of the Left Lung,0.9939,Left Lung,0.9876,Lower Lobe of the Left Lung,0.9720,Upper Lobe of the Left Lung,0.9691,Left Lobe of the Liver,0.9690
"LUNG, LEFT LOWER LOBE",Lower Lobe of the Left Lung,1,2,Lower Lobe of the Left Lung,0.9957,Lower Lobe of the Lung,0.9883,Lower Lobe of the Right Lung,0.9876,Lobe of the Left Lung,0.9740,Upper Lobe of the Left Lung,0.9738
"LUNG, LEFT UPPER LOBE",Upper Lobe of the Left Lung,1,2,Upper Lobe of the Left Lung,0.9954,Upper Lobe of the Right Lung,0.9896,Lower Lobe of the Left Lung,0.9724,Lobe of the Left Lung,0.9683,Lower Lobe of the Right Lung,0.9680
"LUNG, PLEURA, DIAPHRAGM; RIGHT",Right<;>Lung<;>Pleura<;>Diaphragm,1,2,Right<;>Lung<;>Pleura<;>Diaphragm,0.9886,Right<;>Pleura,0.9770,Right<;>Diaphragm,0.9717,Left<;>Pleura,0.9690,Left<;>Chest<;>Diaphragm,0.9678
"LUNG, RIGHT",Right Lung,1,2,Right Lung,0.9894,Left Lung,0.9717,Lobe of the Left Lung,0.9657,Lower Lobe of the Right Lung,0.9647,Upper Lobe of the Right Lung,0.9643
"LUNG, RIGHT LOWER LOBE",Lower Lobe of the Right Lung,1,2,Lower Lobe of the Right Lung,0.9954,Lower Lobe of the Left Lung,0.9878,Lower Lobe of the Lung,0.9854,Upper Lobe of the Right Lung,0.9754,Upper Lobe of the Left Lung,0.9692
