original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
"PAPILLARY CARCINOMA, DIFFUSE SCLEROSING VARIANT",Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma,1,2,Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma,0.9906,Anaplastic Lesion<;>Spindle Cell/Sclerosing Rhabdomyosarcoma<;>Diffuse,0.9532,Skin Sclerosing/Morphoeic Basal Cell Carcinoma,0.9492,Columnar Cell Variant Thyroid Gland Papillary Carcinoma,0.9468,Follicular Variant Thyroid Gland Papillary Carcinoma,0.9450
PAPILLARY CARCINOMA: MIXED PAPILLARY AND FOLLICULAR VARIANT,Follicular Variant Thyroid Gland Papillary Carcinoma,1,2,Follicular Variant Thyroid Gland Papillary Carcinoma,0.9729,Thyroid Gland Papillary and Follicular Carcinoma,0.9707,Papillary Carcinoma,0.9539,Oncocytic Variant Thyroid Gland Papillary Carcinoma,0.9532,Classic Thyroid Gland Papillary Carcinoma,0.9528
PAPILLARY INFILTRATING DUCTAL CARCINOMA-MAMMARY GLAND,Breast Papillary Ductal Carcinoma with Invasion,1,2,Breast Papillary Ductal Carcinoma with Invasion,0.9846,Papillary Carcinoma,0.9648,Breast Solid Papillary Carcinoma,0.9644,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,0.9617,Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma,0.9608
PAPILLARY INFILTRATING DUCTAL CARCINOMA-MAMMARY GLAND; BREAST,Breast Papillary Ductal Carcinoma with Invasion,1,2,Breast Papillary Ductal Carcinoma with Invasion,0.9831,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,0.9639,Breast Solid Papillary Carcinoma,0.9624,Papillary Carcinoma,0.9622,Invasive Breast Ductal Carcinoma and Invasive Lobular Carcinoma,0.9614
PAPILLARY KIDNEY RENAL CELL CARCINOMA,Papillary Renal Cell Carcinoma,1,2,Papillary Renal Cell Carcinoma,0.9977,Clear Cell Papillary Renal Neoplasm,0.9795,Papillary Carcinoma,0.9727,Papillary Transitional Cell Carcinoma,0.9691,Renal Cell Carcinoma,0.9680
PAPILLARY RENAL CELL CARCINOMA,Papillary Renal Cell Carcinoma,1,2,Papillary Renal Cell Carcinoma,1.0000,Papillary Carcinoma,0.9790,Clear Cell Papillary Renal Neoplasm,0.9790,Papillary Transitional Cell Carcinoma,0.9729,Renal Cell Carcinoma,0.9666
PAPILLARY STOMACH ADENOCARCINOMA,Gastric Papillary Adenocarcinoma,1,2,Gastric Papillary Adenocarcinoma,0.9898,Papillary Adenocarcinoma,0.9786,Lung Papillary Adenocarcinoma,0.9709,Papillary Carcinoma,0.9551,Thyroid Gland Papillary Carcinoma,0.9512
PAPILLARY THROID CARCINOMA,Thyroid Gland Papillary Carcinoma,4,2,Papillary Carcinoma,0.9625,Papillary Renal Cell Carcinoma,0.9538,Papillary Transitional Cell Carcinoma,0.9527,Thyroid Gland Papillary Carcinoma,0.9518,Papillary Adenocarcinoma,0.9460
PAPILLARY THYROID CANCER,Thyroid Gland Papillary Carcinoma,1,2,Thyroid Gland Papillary Carcinoma,0.9861,Papillary Carcinoma,0.9757,Classic Thyroid Gland Papillary Carcinoma,0.9701,Thyroid Gland Papillary and Follicular Carcinoma,0.9668,Papillary Adenocarcinoma,0.9612
"PAPILLARY, FOLLICULAR",Thyroid Gland Papillary and Follicular Carcinoma,2,2,Papillary,0.9649,Thyroid Gland Papillary and Follicular Carcinoma,0.9549,Follicular Variant Thyroid Gland Papillary Carcinoma,0.9501,Papillary Carcinoma,0.9373,Acinar Cell Carcinoma<;>Papillary,0.9367
"PAPILLARY, TALL CELL VARIANT",Tall Cell Variant Thyroid Gland Papillary Carcinoma,1,2,Tall Cell Variant Thyroid Gland Papillary Carcinoma,0.9825,Columnar Cell Variant Thyroid Gland Papillary Carcinoma,0.9528,Follicular Variant Thyroid Gland Papillary Carcinoma,0.9426,Papillary,0.9395,Papillary Transitional Cell Carcinoma,0.9342
PAPILLARY_ADENOCARCINOMA,Papillary Adenocarcinoma,1,2,Papillary Adenocarcinoma,0.9937,Lung Papillary Adenocarcinoma,0.9827,Papillary Carcinoma,0.9738,Gastric Papillary Adenocarcinoma,0.9703,Acinar Cell Carcinoma<;>Papillary,0.9686
PAPILLARY_CARCINOMA,Papillary Carcinoma,1,2,Papillary Carcinoma,0.9942,Papillary Adenocarcinoma,0.9763,Papillary Renal Cell Carcinoma,0.9753,Thyroid Gland Papillary Carcinoma,0.9750,Acinar Cell Carcinoma<;>Papillary,0.9702
PAPILLARY_TRANSITIONAL_CELL_CARCINOMA,Papillary Transitional Cell Carcinoma,1,2,Papillary Transitional Cell Carcinoma,0.9928,Papillary Carcinoma,0.9715,Transitional Cell Carcinoma,0.9699,Papillary Renal Cell Carcinoma,0.9684,Acinar Cell Carcinoma<;>Papillary,0.9609
PAPILLOMA,Papilloma,1,2,Papilloma,1.0000,Urothelial Papilloma,0.9624,Choroid Plexus Papilloma,0.9540,Papillary Carcinoma,0.9466,Papillary,0.9426
PARAGANGLIOMA,Paraganglioma,1,2,Paraganglioma,1.0000,Adrenal Gland Pheochromocytoma<;>Paraganglioma,0.9640,Extra-Adrenal Sympathetic Paraganglioma,0.9583,Craniopharyngioma,0.9234,Adrenal Gland Pheochromocytoma,0.9227
PARAGANGLIOMA; EXTRA-ADRENAL PHEOCHROMOCYTOMA,Extra-Adrenal Sympathetic Paraganglioma,1,2,Extra-Adrenal Sympathetic Paraganglioma,0.9842,Extra-Adrenal Pheochromocytoma,0.9783,Adrenal Gland Pheochromocytoma<;>Paraganglioma,0.9780,Paraganglioma,0.9610,Adrenal Gland Pheochromocytoma,0.9559
PARAOSTEAL OSTEOSARCOMA,Parosteal Osteosarcoma,2,2,Periosteal Osteosarcoma,0.9545,Parosteal Osteosarcoma,0.9528,Osteosarcoma,0.9464,Osteoblastic Osteosarcoma,0.9388,Extraskeletal Osteosarcoma,0.9358
PARASPIL MASS,Neoplasm<;>Paraspinal,1,2,Neoplasm<;>Paraspinal,0.9445,Solid Pseudopapillary Neoplasm of the Pancreas,0.9078,Paraganglioma,0.9038,Pilocytic Astrocytoma,0.8998,Pilomatrical Carcinoma,0.8992
PAST,Pilocytic Astrocytoma,99,2,Gingiva,0.8705,Proximal Bile Duct,0.8700,"Anaplastic Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted",0.8681,"Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted",0.8653,Myelodysplastic Syndrome with Isolated del(5q),0.8652
PAX3/FOXO1-FUSION,PAX3/FOXO1 Fusion Gene,1,2,PAX3/FOXO1 Fusion Gene,0.9907,Fusion-Positive Rhabdomyosarcoma,0.9269,Ewing Sarcoma<;>EWSR1/FLI1 Fusion Protein,0.9227,CBFB-MYH11 Fusion Protein Expression,0.9201,MLL Gene Translocation,0.9184
PCPG,Adrenal Gland Pheochromocytoma<;>Paraganglioma,99,2,"Posterior Fossa Ependymoma, Group B (PFB)",0.9033,Pharynx,0.9008,"Posterior Fossa Ependymoma, Group A (PFA)",0.8984,Primary Cutaneous CD30-Positive T-Cell Lymphoproliferative Disorder,0.8953,Plasmacytoma,0.8952
PDA -  SIGNET RING,Pancreatic Signet Ring Cell Carcinoma,1,2,Pancreatic Signet Ring Cell Carcinoma,0.9282,Signet Ring Cell,0.9252,Signet Ring Adenocarcinoma Cell,0.9210,Signet Ring Cell Carcinoma,0.9151,Gastric Signet Ring Cell Adenocarcinoma,0.9146
PDA - ADENOSQUAMOUS CARCINOMA,Pancreatic Ductal Adenocarcinoma<;>Pancreatic Adenosquamous Carcinoma,1,2,Pancreatic Ductal Adenocarcinoma<;>Pancreatic Adenosquamous Carcinoma,0.9770,Pancreatic Adenosquamous Carcinoma<;>Ductal,0.9721,Pancreatic Adenosquamous Carcinoma,0.9682,Pancreatic Adenosquamous Carcinoma<;>Exocrine Gland<;>Ductal,0.9610,Adenosquamous Carcinoma,0.9572
PDA - MIXED DUCTAL ENDOCRINE CARCINOMA,Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,2,2,Pancreatic Moderately Differentiated Ductal Adenocarcinoma<;>Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,0.9726,Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,0.9707,Pancreatic Mixed Acinar-Ductal Carcinoma,0.9690,Pancreatic Mixed Acinar-Neuroendocrine Carcinoma,0.9588,Pancreatic Ductal Adenocarcinoma<;>Pancreatic Adenosquamous Carcinoma,0.9510
PDA - MUCINOUS NON-CYSTIC CARCINOMA,Pancreatic Colloid Carcinoma,99,2,Pancreatic Mucinous-Cystic Neoplasm,0.9613,Pancreatic Moderately Differentiated Ductal Adenocarcinoma<;>Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,0.9563,Pancreatic Mixed Acinar-Ductal Carcinoma,0.9517,Pancreatic Intraductal Papillary-Mucinous Neoplasm,0.9512,Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma,0.9508
PDA - UNDIFFERENTIATED ANAPLASTIC CARCINOMA,Pancreatic Undifferentiated Carcinoma,3,2,Adenocarcinoma<;>Undifferentiated Carcinoma,0.9631,Adenocarcinoma<;>Undifferentiated,0.9630,Pancreatic Undifferentiated Carcinoma,0.9573,Carcinoma<;>Undifferentiated,0.9547,Solid<;>Carcinoma Exhibiting Undifferentiated or Dedifferentiated Features,0.9532
PDA - UNDIFFERENTIATED CARCINOMA SOME MULTINUCLEATED BUT NOT OSTEOCLAST,Pancreatic Undifferentiated Carcinoma,99,2,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0.9569,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,0.9556,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells<;>Sarcomatoid Carcinoma,0.9534,Adenocarcinoma<;>Undifferentiated,0.9472,Pancreatic Moderately Differentiated Ductal Adenocarcinoma<;>Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,0.9456
PDA - UNDIFFERENTIATED CARCINOMA WITH OSTEOCLAST LIKE GIANT CELLS,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,1,2,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0.9684,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,0.9645,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells<;>Sarcomatoid Carcinoma,0.9634,Pancreatic Adenocarcinoma<;>Poorly Differentiated Adenocarcinoma Cell,0.9485,Adenocarcinoma<;>Undifferentiated,0.9465
PDA - UNDIFFERENTIATED CARCINOMA WITH SPINDLING AND OSTEOCLAST LIKE GIANT CELLS,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells<;>Sarcomatoid Carcinoma,3,2,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,0.9599,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0.9588,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells<;>Sarcomatoid Carcinoma,0.9554,Pancreatic Adenocarcinoma<;>Poorly Differentiated Adenocarcinoma Cell,0.9506,Adenocarcinoma<;>Undifferentiated,0.9477
PDAC-CLEAR CELL,Clear Cell,3,2,Adenocarcinoma Clear Cell,0.9658,Clear Cell Adenocarcinoma,0.9597,Clear Cell,0.9541,"Lung Large Cell Carcinoma, Clear Cell Variant",0.9509,Clear Cell Renal Cell Carcinoma,0.9496
PEDIATRIC HIGH GRADE GLIOMAS,Malignant Glioma<;>Pediatric,2,2,Low Grade Glioma<;>Pediatric,0.9829,Malignant Glioma<;>Pediatric,0.9673,High Grade Astrocytic Tumor,0.9532,Low Grade Glioma,0.9515,Low Grade Glioma<;>Low Grade Astrocytoma,0.9474
PEDIATRIC LOW GRADE GLIOMAS,Low Grade Glioma<;>Pediatric,1,2,Low Grade Glioma<;>Pediatric,0.9925,Low Grade Glioma,0.9689,Malignant Glioma<;>Pediatric,0.9585,Low Grade Glioma<;>Low Grade Astrocytoma,0.9583,Low Grade Glioma<;>IDH Gene Family Mutation,0.9428
PENILE CANCER,Penile Carcinoma,1,2,Penile Carcinoma,0.9773,Squamous Cell Carcinoma of the Penis,0.9503,Basaloid Squamous Cell Carcinoma of the Penis,0.9446,Prostate Carcinoma,0.9354,Prostate Squamous Cell Carcinoma,0.9310
PENILE SQUAMOUS CELL CARCINOMA,Squamous Cell Carcinoma of the Penis,1,2,Squamous Cell Carcinoma of the Penis,0.9935,Prostate Squamous Cell Carcinoma,0.9807,Basaloid Squamous Cell Carcinoma of the Penis,0.9753,Penile Carcinoma,0.9734,Squamous Cell Carcinoma,0.9728
PERIHILAR CHOLANGIOCARCINOMA,Hilar Cholangiocarcinoma,3,2,Intrahepatic Cholangiocarcinoma,0.9359,Cholangiocarcinoma,0.9355,Hilar Cholangiocarcinoma,0.9344,Cholangiocarcinoma<;>Extrahepatic,0.9292,Hepatocellular Carcinoma<;>Intrahepatic Cholangiocarcinoma,0.9286
PERIOSTEAL OSTEOSARCOMA,Periosteal Osteosarcoma,1,2,Periosteal Osteosarcoma,1.0000,Osteosarcoma,0.9630,Osteoblastic Osteosarcoma,0.9587,Parosteal Osteosarcoma,0.9580,Chondroblastic Osteosarcoma,0.9534
PERIPHERAL MEDULLOEPITHELIOMA,Central Nervous System Medulloepithelioma,1,2,Central Nervous System Medulloepithelioma,0.9644,Peripheral Primitive Neuroectodermal Tumor,0.9482,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,0.9370,Primitive Neuroectodermal Tumor<;>Medulloblastoma,0.9345,Peripheral Nervous System,0.9294
PERIPHERAL NERVOUS SYSTEM,Peripheral Nervous System,1,2,Peripheral Nervous System,1.0000,Central Nervous System<;>Brain,0.9363,Peripheral Primitive Neuroectodermal Tumor,0.9348,Central Nervous System Melanoma,0.9320,Central Nervous System Medulloepithelioma,0.9264
PERIPHERAL NEUROECTODERMAL TUMOR,Peripheral Primitive Neuroectodermal Tumor,1,2,Peripheral Primitive Neuroectodermal Tumor,0.9895,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,0.9717,Primitive Neuroectodermal Tumor,0.9692,Malignant Peripheral Nerve Sheath Tumor,0.9558,Primitive Neuroectodermal Tumor<;>Medulloblastoma,0.9532
"PERIPHERAL T-CELL LYMPHOMA, NOS","Peripheral T-Cell Lymphoma, Not Otherwise Specified",1,2,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.9793,T-Cell Non-Hodgkin Lymphoma,0.9547,B-Cell Non-Hodgkin Lymphoma<;>Mediastinal Non-Hodgkin Lymphoma<;>Primary Mediastinal (Thymic) Large B-Cell Lymphoma,0.9468,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,0.9457,Angioimmunoblastic T-Cell Lymphoma,0.9447
PERIPHERAL_T_CELL_LYMPHOMA_UNSPECIFIED,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",1,2,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.9821,T-Cell Non-Hodgkin Lymphoma,0.9508,B-Cell Non-Hodgkin Lymphoma<;>Mediastinal Non-Hodgkin Lymphoma<;>Primary Mediastinal (Thymic) Large B-Cell Lymphoma,0.9438,"High Grade B-Cell Lymphoma, Not Otherwise Specified",0.9427,B-Cell Non-Hodgkin Lymphoma<;>Undifferentiated,0.9425
"PERITONEAL CANCER, NOS",Malignant Peritoneal Neoplasm,1,2,Malignant Peritoneal Neoplasm,0.9518,Peritoneal Mesothelioma,0.9455,Malignant Ovarian Clear Cell Tumor,0.9336,Ovarian Carcinoma,0.9332,Ovarian Small Cell Carcinoma,0.9319
PERITONEAL MESOTHELIOMA,Peritoneal Mesothelioma,1,2,Peritoneal Mesothelioma,1.0000,Pleural Mesothelioma,0.9677,Mesothelioma,0.9657,Peritoneum,0.9486,Testicular mesothelioma,0.9444
PERITONEAL SEROUS CARCINOMA,Malignant Peritoneal Neoplasm,4,2,Serous Adenocarcinoma,0.9565,Ovarian Serous Adenocarcinoma,0.9563,Endometrial Serous Adenocarcinoma,0.9508,Malignant Peritoneal Neoplasm,0.9475,Serous Cystadenocarcinoma,0.9468
PERITONEUM,Peritoneum,1,2,Peritoneum,1.0000,Peritoneal Mesothelioma,0.9486,Omentum,0.9221,Abdominal Wall,0.9210,Abdomen,0.9208
PERIVASCULAR EPITHELIOID CELL TUMOR,PEComa,99,2,Epithelioid Trophoblastic Tumor,0.9563,Epithelioid Cell<;>Spindle Cell Neoplasm,0.9548,Epithelioid Cell,0.9500,Epithelioid Sarcoma,0.9452,Epithelioid Hemangioendothelioma,0.9421
PFA,"Posterior Fossa Ependymoma, Group A (PFA)",1,2,"Posterior Fossa Ependymoma, Group A (PFA)",0.9253,"Posterior Fossa Ependymoma, Group B (PFB)",0.9170,Fibromatosis,0.9090,FOXA1 Gene,0.9062,immortal embryo-derived fibroblast cell line cell,0.9059
PFB,"Posterior Fossa Ependymoma, Group B (PFB)",1,2,"Posterior Fossa Ependymoma, Group B (PFB)",0.9462,"Posterior Fossa Ependymoma, Group A (PFA)",0.9143,Ewing Sarcoma<;>EWSR1/FLI1 Fusion Protein,0.9112,Fibromatosis,0.9091,FOXA1 Gene,0.9090
PH+-ALL,B Acute Lymphoblastic Leukemia with t(9<;>22)(q34.1<;>q11.2)<;> BCR-ABL1,99,2,"Astrocytoma, IDH-Mutant, Grade 3",0.8969,"Mixed Phenotype Acute Leukemia, T/Myeloid, Not Otherwise Specified",0.8958,"Mixed Phenotype Acute Leukemia, B/Myeloid, Not Otherwise Specified",0.8956,"Astrocytoma, IDH-Mutant, Grade 4",0.8953,"Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted",0.8947
PH-LIKEALL,B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1,99,2,Hodgkin-Like Post-Transplant Lymphoproliferative Disorder,0.9031,Normal Breast-Like Subtype of Breast Carcinoma,0.9020,Adenocarcinoma<;>Poorly Differentiated<;>Moderately Differentiated,0.9017,Poorly Differentiated,0.8999,"B Lymphoblastic Leukemia/Lymphoma, BCR-ABL1-Like",0.8973
PHARYNX,Pharynx,1,2,Pharynx,1.0000,Pharyngeal Squamous Cell Carcinoma,0.9048,Stomach,0.9040,Head and Neck,0.9038,Fibroblast<;>upper aerodigestive tract,0.9030
PHEOCHROMOCYTOMA,Adrenal Gland Pheochromocytoma,1,2,Adrenal Gland Pheochromocytoma,0.9778,Adrenal Gland Pheochromocytoma<;>Paraganglioma,0.9631,Extra-Adrenal Pheochromocytoma,0.9572,Extra-Adrenal Sympathetic Paraganglioma,0.9408,Adrenal Gland Neoplasm,0.9347
PHYLLODES,Phyllodes Tumor,1,2,Phyllodes Tumor,0.9604,Benign Breast Phyllodes Tumor,0.9481,Malignant Breast Phyllodes Tumor,0.9477,Borderline Breast Phyllodes Tumor,0.9388,Linitis Plastica,0.9049
PH_POSITIVE,Philadelphia Chromosome Positive,1,2,Philadelphia Chromosome Positive,0.9271,Estrogen Receptor Positive,0.9226,HER2/Neu Positive,0.9223,Estrogen Receptor Negative<;>HER2/Neu Positive,0.9187,Estrogen Receptor Positive<;>HER2/Neu Positive,0.9175
PILOCYTIC ASTROCYTOMA,Pilocytic Astrocytoma,1,2,Pilocytic Astrocytoma,1.0000,Pilomyxoid Astrocytoma,0.9666,Astrocytoma,0.9484,Pilomatrical Carcinoma,0.9381,Anaplastic Astrocytoma,0.9322
PILOMATRIX CARCINOMA,Pilomatrical Carcinoma,1,2,Pilomatrical Carcinoma,0.9847,Penile Carcinoma,0.9391,Papillary Carcinoma,0.9358,Prostate Carcinoma,0.9356,Squamous Cell Carcinoma of the Penis,0.9345
PILOMYXOID ASTROCYTOMA,Pilomyxoid Astrocytoma,1,2,Pilomyxoid Astrocytoma,1.0000,Pilocytic Astrocytoma,0.9666,Astrocytoma,0.9344,Pilomatrical Carcinoma,0.9220,Myxopapillary Ependymoma,0.9202
PINEAL GERM CELL TUMOR,Pineal Region Germ Cell Tumor,1,2,Pineal Region Germ Cell Tumor,0.9835,Germ Cell Tumor,0.9745,Testicular Germ Cell Tumor,0.9649,Ovarian Germ Cell Tumor,0.9615,Childhood Brain Germ Cell Tumor,0.9581
PINEAL PARENCHYMAL TUMOR OF INTERMEDIATE DIFFERENTIATION,Pineal Parenchymal Tumor of Intermediate Differentiation,1,2,Pineal Parenchymal Tumor of Intermediate Differentiation,1.0000,Pineal Region Germ Cell Tumor,0.9407,Pineal Region Neoplasm,0.9374,Polymorphous Low Grade Neuroepithelial Tumor of the Young,0.9295,Pancreatic Moderately Differentiated Ductal Adenocarcinoma<;>Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,0.9245
PINEAL TUMOR,Pineal Region Neoplasm,1,2,Pineal Region Neoplasm,0.9654,Pineal Region Germ Cell Tumor,0.9619,Pineal Parenchymal Tumor of Intermediate Differentiation,0.9511,Pituitary Neuroendocrine Tumor,0.9414,Rhabdoid Tumor,0.9404
PINEOBLASTOMA,Pineoblastoma,1,2,Pineoblastoma,1.0000,Hemangioblastoma,0.9353,Hepatoblastoma,0.9323,Primitive Neuroectodermal Tumor<;>Medulloblastoma,0.9300,Medulloblastoma,0.9243
PITUICYTOMA,Pituicytoma,1,2,Pituicytoma,1.0000,Pleomorphic Xanthoastrocytoma,0.9247,Anaplastic Pleomorphic Xanthoastrocytoma,0.9198,Plasmacytoma,0.9172,Chondroblastoma,0.9162
PITUITARY ADENOMA,Pituitary Neuroendocrine Tumor,1,2,Pituitary Neuroendocrine Tumor,0.9498,Adrenal Cortical Adenoma,0.9446,Hepatocellular Adenoma,0.9439,Adrenal Gland Neoplasm,0.9329,Hepatocellular Adenoma<;>Hepatocellular Carcinoma,0.9322
PLASMA CELL MYELOMA,Plasma Cell Myeloma,1,2,Plasma Cell Myeloma,1.0000,Plasma Cell Myeloma<;>Plasmacytoma,0.9800,Plasma Cell Leukemia,0.9731,Plasmacytoma,0.9642,plasmacytoid variant infiltrating bladder urothelial carcinoma,0.9454
PLASMACYTOID/SIGNET RING CELL BLADDER CARCINOMA,plasmacytoid variant infiltrating bladder urothelial carcinoma,3,2,Pancreatic Signet Ring Cell Carcinoma,0.9685,Signet Ring Cell Carcinoma,0.9658,plasmacytoid variant infiltrating bladder urothelial carcinoma,0.9605,Appendix Signet Ring Cell Carcinoma,0.9569,Signet Ring Adenocarcinoma Cell,0.9556
PLASMACYTOID/SIGNET RING CELL BLADDER CARCINOMAÃ‚Â ,plasmacytoid variant infiltrating bladder urothelial carcinoma,3,2,Pancreatic Signet Ring Cell Carcinoma,0.9652,Signet Ring Cell Carcinoma,0.9620,plasmacytoid variant infiltrating bladder urothelial carcinoma,0.9606,Appendix Signet Ring Cell Carcinoma,0.9539,Rectal Signet Ring Cell Adenocarcinoma<;>Colon Signet Ring Cell Adenocarcinoma,0.9525
PLASMACYTOMA,Plasmacytoma,1,2,Plasmacytoma,1.0000,Plasma Cell Myeloma<;>Plasmacytoma,0.9713,Plasma Cell Myeloma,0.9642,Plasma Cell Leukemia,0.9533,plasmacytoid variant infiltrating bladder urothelial carcinoma,0.9500
PLASMA_CELL_LEUKEMIA,Plasma Cell Leukemia,1,2,Plasma Cell Leukemia,0.9914,Plasma Cell Myeloma,0.9637,Plasma Cell Myeloma<;>Plasmacytoma,0.9556,Leukemia,0.9462,Plasmacytoma,0.9455
PLASMA_CELL_MYELOMA,Plasma Cell Myeloma,1,2,Plasma Cell Myeloma,0.9910,Plasma Cell Myeloma<;>Plasmacytoma,0.9806,Plasma Cell Leukemia,0.9637,Plasmacytoma,0.9591,Smoldering Plasma Cell Myeloma,0.9468
PLEOMORPHIC 'MFH' / UNDIFFERENTIATED PLEOMORPHIC SARCOMA,Undifferentiated Pleomorphic Sarcoma,2,2,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,0.9664,Undifferentiated Pleomorphic Sarcoma,0.9603,Undifferentiated Pleomorphic Sarcoma<;>Undifferentiated Spindle Cell Sarcoma,0.9585,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,0.9433,Pleomorphic Rhabdomyosarcoma,0.9432
PLEOMORPHIC CARCINOMA OF THE LUNG,Lung Pleomorphic Carcinoma,1,2,Lung Pleomorphic Carcinoma,0.9950,Pleomorphic Hepatocellular Carcinoma,0.9783,Pleomorphic Liposarcoma,0.9678,Pleomorphic Rhabdomyosarcoma,0.9613,Lung Carcinoma,0.9551
PLEOMORPHIC HEPATOCELLULAR CARCINOMA,Pleomorphic Hepatocellular Carcinoma,1,2,Pleomorphic Hepatocellular Carcinoma,1.0000,Lung Pleomorphic Carcinoma,0.9732,Pleomorphic Liposarcoma,0.9592,Pleomorphic Rhabdomyosarcoma,0.9586,Hepatocellular Carcinoma,0.9515
PLEOMORPHIC LIPOSARCOMA,Pleomorphic Liposarcoma,1,2,Pleomorphic Liposarcoma,1.0000,Pleomorphic Rhabdomyosarcoma,0.9751,Lung Pleomorphic Carcinoma,0.9634,Pleomorphic Hepatocellular Carcinoma,0.9592,Liposarcoma,0.9587
PLEOMORPHIC RHABDOMYOSARCOMA,Pleomorphic Rhabdomyosarcoma,1,2,Pleomorphic Rhabdomyosarcoma,1.0000,Pleomorphic Liposarcoma,0.9751,Pleomorphic Hepatocellular Carcinoma,0.9586,Rhabdomyosarcoma,0.9546,Undifferentiated Pleomorphic Sarcoma,0.9542
PLEOMORPHIC SARCOMA,Undifferentiated Pleomorphic Sarcoma,3,2,Pleomorphic Liposarcoma,0.9751,Pleomorphic Rhabdomyosarcoma,0.9746,Undifferentiated Pleomorphic Sarcoma,0.9678,Lung Pleomorphic Carcinoma,0.9608,Pleomorphic Hepatocellular Carcinoma,0.9570
PLEOMORPHIC XANTHOASTROCYTOMA,Pleomorphic Xanthoastrocytoma,1,2,Pleomorphic Xanthoastrocytoma,1.0000,Anaplastic Pleomorphic Xanthoastrocytoma,0.9822,Pleomorphic Rhabdomyosarcoma,0.9404,Pleomorphic Hepatocellular Carcinoma,0.9399,Pleomorphic Liposarcoma,0.9388
PLEOMORPHIC_SARCOMA,Undifferentiated Pleomorphic Sarcoma,3,2,Pleomorphic Rhabdomyosarcoma,0.9692,Pleomorphic Liposarcoma,0.9681,Undifferentiated Pleomorphic Sarcoma,0.9638,Undifferentiated Pleomorphic Sarcoma<;>Myxofibrosarcoma,0.9560,Undifferentiated Pleomorphic Sarcoma<;>Undifferentiated Spindle Cell Sarcoma,0.9549
PLEURA,Pleura,1,2,Pleura,1.0000,Pleural Mesothelioma,0.9433,Pleural Fluid,0.9421,Pleomorphic Rhabdomyosarcoma,0.9264,Pleuropulmonary Blastoma,0.9233
"PLEURAL CANCER, NOS",Malignant Pleural Neoplasm,1,2,Malignant Pleural Neoplasm,0.9578,Pleural Mesothelioma,0.9499,Pleural Sarcomatoid Mesothelioma,0.9433,Breast Ductal Carcinoma<;>Pleural Effusion<;>Site of Metastasis,0.9404,Lung Non-Small Cell Carcinoma<;>Lung Adenosquamous Carcinoma,0.9384
PLEURAL FLUID,Pleural Fluid,1,2,Pleural Fluid,1.0000,Pleural Mesothelioma,0.9441,Pleura,0.9421,Breast Ductal Carcinoma<;>Pleural Effusion<;>Site of Metastasis,0.9195,Breast Adenocarcinoma<;>Pleural Effusion<;>Site of Metastasis,0.9183
PLEURAL MESOTHELIOMA,Pleural Mesothelioma,1,2,Pleural Mesothelioma,1.0000,Mesothelioma,0.9769,Peritoneal Mesothelioma,0.9677,Pleural Sarcomatoid Mesothelioma,0.9634,Pleural Epithelioid Mesothelioma,0.9587
