"iri","ontology_name","ontology_prefix","short_form","description","label","obo_id","type"
"http://purl.obolibrary.org/obo/NCIT_C12220","ncit","NCIT","NCIT_C12220","Fleshy fold which surrounds the opening of the mouth.","Lip","NCIT:C12220","class"
"http://purl.obolibrary.org/obo/NCIT_C94572","ncit","NCIT","NCIT_C94572","The lip that covers the anterior portion of the mandible.","Lower Lip","NCIT:C94572","class"
"http://purl.obolibrary.org/obo/NCIT_C12230","ncit","NCIT","NCIT_C12230","The bony anterior part of the roof of the mouth separating the nose from the mouth.","Hard Palate","NCIT:C12230","class"
"http://purl.obolibrary.org/obo/NCIT_C12231","ncit","NCIT","NCIT_C12231","The muscular extension of the hard palate which comprises the posterior of the oral cavity and the floor of the nasal cavity.","Soft Palate","NCIT:C12231","class"
"http://purl.obolibrary.org/obo/NCIT_C12232","ncit","NCIT","NCIT_C12232","The fleshy lobe that hangs at the back of the soft palate.","Uvula","NCIT:C12232","class"
"http://purl.obolibrary.org/obo/NCIT_C12223","ncit","NCIT","NCIT_C12223","One of two visible fleshy folds that surround the orifice of the mouth.","External Lip","NCIT:C12223","class"
"http://purl.obolibrary.org/obo/NCIT_C12221","ncit","NCIT","NCIT_C12221","The external surface of the upper lip.","External Upper Lip","NCIT:C12221","class"
"http://purl.obolibrary.org/obo/NCIT_C12222","ncit","NCIT","NCIT_C12222","The external surface of the lower lip.","External Lower Lip","NCIT:C12222","class"
"http://purl.obolibrary.org/obo/NCIT_C12242","ncit","NCIT","NCIT_C12242","The roof of the nasopharynx.","Superior Wall of the Nasopharynx","NCIT:C12242","class"
"http://purl.obolibrary.org/obo/NCIT_C12243","ncit","NCIT","NCIT_C12243","The dorsal portion of the nasopharyngeal cavity that contains the pharyngeal tonsil.","Posterior Wall of the Nasopharynx","NCIT:C12243","class"
"http://purl.obolibrary.org/obo/NCIT_C12244","ncit","NCIT","NCIT_C12244","The aspect of the nasopharyngeal wall that is located on the side.  It contains the pharyngeal opening of the auditory tube.","Lateral Wall of the Nasopharynx","NCIT:C12244","class"
"http://purl.obolibrary.org/obo/NCIT_C12245","ncit","NCIT","NCIT_C12245","The anterior aspect of the nasopharynx.","Anterior Wall of the Nasopharynx","NCIT:C12245","class"
"http://purl.obolibrary.org/obo/NCIT_C12246","ncit","NCIT","NCIT_C12246","The lower part of the pharynx that connects to the esophagus.","Hypopharynx","NCIT:C12246","class"
"http://purl.obolibrary.org/obo/NCIT_C12237","ncit","NCIT","NCIT_C12237","A groove between the base of the tongue and the epiglottis.","Vallecula","NCIT:C12237","class"
"http://purl.obolibrary.org/obo/NCIT_C12227","ncit","NCIT","NCIT_C12227","The junction of the upper and lower lips at the corner of the mouth.","Commissure of the Lip","NCIT:C12227","class"
"http://purl.obolibrary.org/obo/NCIT_C12249","ncit","NCIT","NCIT_C12249","The region of the hypopharynx demarcated by a plane drawn at the level of the tip of the epiglottis to a plane at the inferior border of the cricoid.","Posterior Wall of the Hypopharynx","NCIT:C12249","class"
"http://purl.obolibrary.org/obo/NCIT_C12239","ncit","NCIT","NCIT_C12239","The aspect of the oropharyngeal wall that is located on the side.","Lateral Wall of the Oropharynx","NCIT:C12239","class"
"http://purl.obolibrary.org/obo/NCIT_C12279","ncit","NCIT","NCIT_C12279","The upper part of the larynx, including the epiglottis; the area above the vocal cords.","Supraglottis","NCIT:C12279","class"
"http://purl.obolibrary.org/obo/NCIT_C12280","ncit","NCIT","NCIT_C12280","The area of the larynx below the vocal cords down to the trachea.","Subglottis","NCIT:C12280","class"
"http://purl.obolibrary.org/obo/NCIT_C12420","ncit","NCIT","NCIT_C12420","The cartilaginous structure of the respiratory tract between the pharynx and the trachea. It contains elastic vocal cords required for sound production.","Larynx","NCIT:C12420","class"
"http://purl.obolibrary.org/obo/NCIT_C12423","ncit","NCIT","NCIT_C12423","The part of the pharynx in the back of the throat, at and above the soft palate. The nasopharynx is continuous with the nasal passages.","Nasopharynx","NCIT:C12423","class"
"http://purl.obolibrary.org/obo/NCIT_C12506","ncit","NCIT","NCIT_C12506","The hard bonelike structures in the jaws of vertebrates; primarily used for eating.","Tooth","NCIT:C12506","class"
"http://purl.obolibrary.org/obo/NCIT_C33313","ncit","NCIT","NCIT_C33313","Any of the 32 teeth that replace the deciduous teeth of early childhood.","Permanent Tooth","NCIT:C33313","class"
"http://purl.obolibrary.org/obo/NCIT_C32201","ncit","NCIT","NCIT_C32201","One of the two permanent teeth located in front of the molars and behind each cuspid. These teeth have two cusps (points) and are used to tear and grind food.","Bicuspid Tooth","NCIT:C32201","class"
"http://purl.obolibrary.org/obo/NCIT_C32258","ncit","NCIT","NCIT_C32258","A single-cusped (pointed) and usually single-rooted tooth located between the incisors and premolars.","Canine Tooth","NCIT:C32258","class"
"http://purl.obolibrary.org/obo/NCIT_C33136","ncit","NCIT","NCIT_C33136","A grinding tooth with a broad crown; located behind the premolars.","Molar Tooth","NCIT:C33136","class"
"http://purl.obolibrary.org/obo/NCIT_C49584","ncit","NCIT","NCIT_C49584","Any of the molars located in the mandible.","Lower Jaw Molar","NCIT:C49584","class"
"http://purl.obolibrary.org/obo/NCIT_C52667","ncit","NCIT","NCIT_C52667","The first, permanent, six-year molar of the lower right arch as defined by the Universal tooth numbering system.","Tooth 30","NCIT:C52667","class"
"http://purl.obolibrary.org/obo/NCIT_C60728","ncit","NCIT","NCIT_C60728","The first, permanent, six-year molar of the lower left arch as defined by the Universal tooth numbering system.","Tooth 19","NCIT:C60728","class"
"http://purl.obolibrary.org/obo/NCIT_C94582","ncit","NCIT","NCIT_C94582","The lower left 3rd molar, as defined by the Universal tooth numbering system.","Tooth 17","NCIT:C94582","class"
"http://purl.obolibrary.org/obo/NCIT_C94583","ncit","NCIT","NCIT_C94583","The lower left 2nd molar, as defined by the Universal tooth numbering system.","Tooth 18","NCIT:C94583","class"
"http://purl.obolibrary.org/obo/NCIT_C94585","ncit","NCIT","NCIT_C94585","The lower right 2nd molar, as defined by the Universal tooth numbering system.","Tooth 31","NCIT:C94585","class"
"http://purl.obolibrary.org/obo/NCIT_C94586","ncit","NCIT","NCIT_C94586","The lower right 3rd molar, as defined by the Universal tooth numbering system.","Tooth 32","NCIT:C94586","class"
"http://purl.obolibrary.org/obo/NCIT_C49795","ncit","NCIT","NCIT_C49795","Any of the molars located in the upper jaw.","Upper Jaw Molar","NCIT:C49795","class"
"http://purl.obolibrary.org/obo/NCIT_C94579","ncit","NCIT","NCIT_C94579","The upper right 3rd molar, as defined by the Universal tooth numbering system.","Tooth 1","NCIT:C94579","class"
"http://purl.obolibrary.org/obo/NCIT_C94580","ncit","NCIT","NCIT_C94580","The upper left 2nd molar, as defined by the Universal tooth numbering system.","Tooth 15","NCIT:C94580","class"
"http://purl.obolibrary.org/obo/NCIT_C94581","ncit","NCIT","NCIT_C94581","The upper left 3rd molar, as defined by the Universal tooth numbering system.","Tooth 16","NCIT:C94581","class"
"http://purl.obolibrary.org/obo/NCIT_C94584","ncit","NCIT","NCIT_C94584","The upper right 2nd molar, as defined by the Universal tooth numbering system.","Tooth 2","NCIT:C94584","class"
"http://purl.obolibrary.org/obo/NCIT_C60732","ncit","NCIT","NCIT_C60732","Any one of the rearmost molars on each side of the upper and lower jaw in humans.","Third Molar","NCIT:C60732","class"
"http://purl.obolibrary.org/obo/NCIT_C32769","ncit","NCIT","NCIT_C32769","One of the teeth in front of the canines in either jaw designed for cutting or gnawing.","Incisor","NCIT:C32769","class"
"http://purl.obolibrary.org/obo/NCIT_C49583","ncit","NCIT","NCIT_C49583","Either of the incisors found in the mandible.","Lower Jaw Incisor","NCIT:C49583","class"
"http://purl.obolibrary.org/obo/NCIT_C49794","ncit","NCIT","NCIT_C49794","Either of the incisors found in the upper jaw.","Upper Jaw Incisor","NCIT:C49794","class"
"http://purl.obolibrary.org/obo/NCIT_C33745","ncit","NCIT","NCIT_C33745","Any of the teeth of the first dentition, which are usually shed and replaced by the permanent teeth.","Temporary Tooth","NCIT:C33745","class"
"http://purl.obolibrary.org/obo/NCIT_C49582","ncit","NCIT","NCIT_C49582","Any of the teeth located in the mandible.","Lower Jaw Tooth","NCIT:C49582","class"
"http://purl.obolibrary.org/obo/NCIT_C49792","ncit","NCIT","NCIT_C49792","Any of the teeth located in the upper jaw.","Upper Jaw Tooth","NCIT:C49792","class"
"http://purl.obolibrary.org/obo/NCIT_C52666","ncit","NCIT","NCIT_C52666","Refers to teeth and tissues towards the back of the mouth (distal to the canines): maxillary and mandibular premolars and molars. The designation of permanent posterior teeth in the Universal tooth numbering system include teeth 1 through 5 and 12 through 16 (maxillary), and 17 through 21 and 28 through 32 (mandibular); primary teeth in the Universal tooth numbering system are designated A, B, I, and J (maxillary) and K, L, S, and T (mandibular).","Posterior Tooth","NCIT:C52666","class"
"http://purl.obolibrary.org/obo/NCIT_C52669","ncit","NCIT","NCIT_C52669","A tooth with functioning pulpal tissue.","Vital Tooth","NCIT:C52669","class"
"http://purl.obolibrary.org/obo/NCIT_C66853","ncit","NCIT","NCIT_C66853","The tooth, teeth, or implant that supports a fixed bridge or removable prosthesis.","Abutment","NCIT:C66853","class"
"http://purl.obolibrary.org/obo/NCIT_C12709","ncit","NCIT","NCIT_C12709","A small cartilagenous flap-like valve that closes over the larynx during swallowing to prevent food entering the lungs.","Epiglottis","NCIT:C12709","class"
"http://purl.obolibrary.org/obo/NCIT_C12724","ncit","NCIT","NCIT_C12724","The space in which the vocal cords are located.","Glottis","NCIT:C12724","class"
"http://purl.obolibrary.org/obo/NCIT_C12762","ncit","NCIT","NCIT_C12762","The part of the pharynx between the soft palate and the upper portion of the epiglottis.","Oropharynx","NCIT:C12762","class"
"http://purl.obolibrary.org/obo/NCIT_C12822","ncit","NCIT","NCIT_C12822","A pair of small bands of muscle that stretch from the thyroid cartilage in front to the arytenoid cartilage in back of the larynx. The vocal cords help prevent food entering the lungs and produce sound through vibration.","Vocal Cord","NCIT:C12822","class"
"http://purl.obolibrary.org/obo/NCIT_C32583","ncit","NCIT","NCIT_C32583","One of two folds of a mucous membrane spanning the larynx. The two folds aid in breathing and preventing regurgitation to a greater extent than producing sounds.","False Vocal Cord","NCIT:C32583","class"
"http://purl.obolibrary.org/obo/NCIT_C33815","ncit","NCIT","NCIT_C33815","The lower pair of vocal folds located below the glottis, which are the primary source of phonation","True Vocal Cord","NCIT:C33815","class"
"http://purl.obolibrary.org/obo/NCIT_C128630","ncit","NCIT","NCIT_C128630","The anterior-most portion of the vocal cord, located within the larynx, that constitutes the junction of the conus elasticus and the thyroepiglottic, vestibular, and vocal ligaments.","Laryngeal Anterior Commissure","NCIT:C128630","class"
"http://purl.obolibrary.org/obo/NCIT_C129815","ncit","NCIT","NCIT_C129815","The bottom part of the palatine tonsil where it blends into the lingual tonsil tissue.","Glossotonsillar Sulcus","NCIT:C129815","class"
"http://purl.obolibrary.org/obo/NCIT_C129816","ncit","NCIT","NCIT_C129816","The walls of the swallowing passage.","Wall of the Pharynx","NCIT:C129816","class"
"http://purl.obolibrary.org/obo/NCIT_C129817","ncit","NCIT","NCIT_C129817","The walls on either side of the swallowing passage.","Lateral Wall of the Pharynx","NCIT:C129817","class"
"http://purl.obolibrary.org/obo/NCIT_C54222","ncit","NCIT","NCIT_C54222","The dorsal portion of the fibromuscular tube that extends from the skull base to the lower border of the cricoid cartilage, and acts as a conduit for both the digestive and respiratory systems.","Posterior Wall of the Pharynx","NCIT:C54222","class"
"http://purl.obolibrary.org/obo/NCIT_C13070","ncit","NCIT","NCIT_C13070","The fleshy part of the face bounded by the eyes, nose, ear, and jaw line.","Cheek","NCIT:C13070","class"
"http://purl.obolibrary.org/obo/NCIT_C13072","ncit","NCIT","NCIT_C13072","The development and arrangement of teeth in the mouth.","Dentition","NCIT:C13072","class"
"http://purl.obolibrary.org/obo/NCIT_C142140","ncit","NCIT","NCIT_C142140","A recess located behind the ostium of the eustachian tube. It is the most common site of origin for nasopharyngeal carcinoma.","Pharyngeal Recess","NCIT:C142140","class"
"http://purl.obolibrary.org/obo/NCIT_C142369","ncit","NCIT","NCIT_C142369","The flat area on either side of the head that is located posterior to the eye and forehead, anterior to the ear, and superior to the cheek bone.","Temple","NCIT:C142369","class"
"http://purl.obolibrary.org/obo/NCIT_C148553","ncit","NCIT","NCIT_C148553","The structures that surround and contact the parotid gland, forming the boundaries of the parotid space.","Parotid Bed","NCIT:C148553","class"
"http://purl.obolibrary.org/obo/NCIT_C165195","ncit","NCIT","NCIT_C165195","The area inside the mouth between the cheek or lips, and the teeth.","Vestibule of Mouth","NCIT:C165195","class"
"http://purl.obolibrary.org/obo/NCIT_C160993","ncit","NCIT","NCIT_C160993","The area of the mouth between the cheeks and the teeth of the mandible.","Mandibular Vestibule of the Mouth","NCIT:C160993","class"
"http://purl.obolibrary.org/obo/NCIT_C160994","ncit","NCIT","NCIT_C160994","The area of the mouth between the cheeks and the teeth of the maxilla.","Maxillary Vestibule of the Mouth","NCIT:C160994","class"
"http://purl.obolibrary.org/obo/NCIT_C160988","ncit","NCIT","NCIT_C160988","The outside wall of the nasal passages.","Lateral Wall of the Nose","NCIT:C160988","class"
"http://purl.obolibrary.org/obo/NCIT_C160989","ncit","NCIT","NCIT_C160989","The most anterior part of the nasal cavity, lined by squamous epithelium.","Nasal Vestibule","NCIT:C160989","class"
"http://purl.obolibrary.org/obo/NCIT_C160992","ncit","NCIT","NCIT_C160992","The portion of the parotid gland that is superficial to the facial vein and facial nerve.","Parotid Gland Superficial Lobe","NCIT:C160992","class"
"http://purl.obolibrary.org/obo/NCIT_C164282","ncit","NCIT","NCIT_C164282","The posterior surface of the glottic opening at the level of the vocal cords.","Laryngeal Posterior Commissure","NCIT:C164282","class"
"http://purl.obolibrary.org/obo/NCIT_C165512","ncit","NCIT","NCIT_C165512","The anatomic space comprising the sinonasal tract and the oral cavity.","Sinonasal Tract and Oral Cavity","NCIT:C165512","class"
"http://purl.obolibrary.org/obo/NCIT_C174318","ncit","NCIT","NCIT_C174318","A narrow channel that connects the frontal sinus, anterior ethmoid air cells, and maxillary sinus to the middle meatus, allowing drainage and ventilation. It includes the maxillary ostium, infundibulum, ethmoid bulla, uncinate process, and hiatus semilunaris.","Ostiomeatal Complex","NCIT:C174318","class"
"http://purl.obolibrary.org/obo/NCIT_C174321","ncit","NCIT","NCIT_C174321","The curved or bowlike structure formed by the arrangement of teeth within the jaw.","Dental Arch","NCIT:C174321","class"
"http://purl.obolibrary.org/obo/NCIT_C174322","ncit","NCIT","NCIT_C174322","The elliptical shaped curve of the bottom border of the upper eyelid, extending from the medial canthus to the lateral canthus.","Palpebral Fissure","NCIT:C174322","class"
"http://purl.obolibrary.org/obo/NCIT_C175315","ncit","NCIT","NCIT_C175315","The structures of the lacrimal system (upper and lower puncta, canaliculi, lacrimal sac, nasolacrimal duct) that serve as conduit for tear flow from the eye to the nasal cavity.","Lacrimal Drainage System","NCIT:C175315","class"
"http://purl.obolibrary.org/obo/NCIT_C181454","ncit","NCIT","NCIT_C181454","The anatomical opening formed by the arch of the hard palate at the back of the mouth, where the oral cavity and pharynx meet.","Oropharyngeal Isthmus","NCIT:C181454","class"
"http://purl.obolibrary.org/obo/NCIT_C186129","ncit","NCIT","NCIT_C186129","The creases or folds in the oral mucosa covering the roof of the oral cavity.","Palatal Rugae","NCIT:C186129","class"
"http://purl.obolibrary.org/obo/NCIT_C201208","ncit","NCIT","NCIT_C201208","The peripheral edge of the tongue that delineates the tongue from adjacent structures in the oral cavity.","Border of Tongue","NCIT:C201208","class"
"http://purl.obolibrary.org/obo/NCIT_C201210","ncit","NCIT","NCIT_C201210","The inferior surface of the tongue, which is adjacent to the floor of the mouth. It is attached to the floor of the mouth by the frenulum.","Ventral Surface of Tongue","NCIT:C201210","class"
"http://purl.obolibrary.org/obo/NCIT_C201274","ncit","NCIT","NCIT_C201274","The anterior two thirds of the tongue, roughly corresponding to the portion of the tongue anterior to the sulcus terminalis.","Anterior Two-Thirds of Tongue","NCIT:C201274","class"
"http://purl.obolibrary.org/obo/NCIT_C33613","ncit","NCIT","NCIT_C33613","A central core of loosely arranged stellate cells located between the outer and inner epithelial enamel of the developing tooth.","Stellate Reticulum","NCIT:C33613","class"
"http://purl.obolibrary.org/obo/NCIT_C33628","ncit","NCIT","NCIT_C33628","A layer of condensed cells in the developing tooth that is located between the inner enamel epithelium and the stellate reticulum.","Stratum Intermedium","NCIT:C33628","class"
"http://purl.obolibrary.org/obo/NCIT_C32130","ncit","NCIT","NCIT_C32130","The anterior extreme of the tongue which can be made pointed for sensing or probing and which rests against the lingual aspect of the incisor teeth.","Apex of Tongue","NCIT:C32130","class"
"http://purl.obolibrary.org/obo/NCIT_C32147","ncit","NCIT","NCIT_C32147","A membranous fold extending between the arytenoid cartilage and the epiglottis.","Aryepiglottic Fold","NCIT:C32147","class"
"http://purl.obolibrary.org/obo/NCIT_C32351","ncit","NCIT","NCIT_C32351","A lacrimal duct found in the majority of the population, which is formed by the union of the superior and inferior lacrimal canaliculi, and which connects to the lacrimal sac. In a small percentage of people the common duct is absent, and the superior and inferior lacrimal canaliculi enter the lacrimal sac separately.","Common Canaliculus","NCIT:C32351","class"
"http://purl.obolibrary.org/obo/NCIT_C32574","ncit","NCIT","NCIT_C32574","Any accessory organ of the eye, including the eyelids, eyebrows, lacrimal apparatus, or conjunctiva.","Eye Appendage","NCIT:C32574","class"
"http://purl.obolibrary.org/obo/NCIT_C12341","ncit","NCIT","NCIT_C12341","A thin, transparent tissue divided into the palpebral conjunctiva (covering the inner side of the eye lid) and the bulbar conjunctiva (covering the eyeball).","Conjunctiva","NCIT:C12341","class"
"http://purl.obolibrary.org/obo/NCIT_C12901","ncit","NCIT","NCIT_C12901","The part of the conjunctiva, a thin transparent mucous membrane, that covers the posterior surface of the eyelids.","Palpebral Conjunctiva","NCIT:C12901","class"
"http://purl.obolibrary.org/obo/NCIT_C12902","ncit","NCIT","NCIT_C12902","The part of the conjunctiva, a thin transparent mucous membrane, that is loosely attached the orbital septum and covers the anterior surface of the sclera.","Bulbar Conjunctiva","NCIT:C12902","class"
"http://purl.obolibrary.org/obo/NCIT_C12713","ncit","NCIT","NCIT_C12713","A thin membrane of skin with the purpose of covering and protecting an eye.","Eyelid","NCIT:C12713","class"
"http://purl.obolibrary.org/obo/NCIT_C49580","ncit","NCIT","NCIT_C49580","The small thin membrane of skin extending from below the orbit and that covers the bottom portion of the eye.","Lower Eyelid","NCIT:C49580","class"
"http://purl.obolibrary.org/obo/NCIT_C49581","ncit","NCIT","NCIT_C49581","The larger thin membrane of skin extending from above the orbit and that covers a great portion of the eye.","Upper Eyelid","NCIT:C49581","class"
"http://purl.obolibrary.org/obo/NCIT_C32575","ncit","NCIT","NCIT_C32575","The arched strip of hair on the bony ridge above each eye socket.","Eyebrow","NCIT:C32575","class"
"http://purl.obolibrary.org/obo/NCIT_C32905","ncit","NCIT","NCIT_C32905","The organs associated with the production and removal of tears including the secretory glands, drainage system, and nerves.","Lacrimal Apparatus","NCIT:C32905","class"
"http://purl.obolibrary.org/obo/NCIT_C32482","ncit","NCIT","NCIT_C32482","The superior, convex surface of the tongue, which is divided by the sulcus terminalis into anterior or oral (presulcal) and posterior or pharyngeal (postsulcal) parts. The mucosal membrane of the anterior two-thirds contain numerous varieties of papillae while the posterior one-third has no papillae and a cobblestone appearance due to underlying nodules of lymphoid tissue.","Dorsum of Tongue","NCIT:C32482","class"
"http://purl.obolibrary.org/obo/NCIT_C32757","ncit","NCIT","NCIT_C32757","The portion of the aryepiglottic fold in the area where the larynx and esophagus join.","Hypopharyngeal Aspect of the Aryteno-Epiglottic Fold","NCIT:C32757","class"
"http://purl.obolibrary.org/obo/NCIT_C32907","ncit","NCIT","NCIT_C32907","Either of two ducts (superior and inferior) that originate at the puncta lacrimalia of the eye and terminate at the lacrimal sac.","Lacrimal Canaliculus","NCIT:C32907","class"
"http://purl.obolibrary.org/obo/NCIT_C33161","ncit","NCIT","NCIT_C33161","A tube-like structure that conveys tears from the lacrimal sac to the nasal cavity.","Nasolacrimal Duct","NCIT:C33161","class"
"http://purl.obolibrary.org/obo/NCIT_C32785","ncit","NCIT","NCIT_C32785","A crease in the skin of the lower eyelid.","Inferior Palpebral Fold","NCIT:C32785","class"
"http://purl.obolibrary.org/obo/NCIT_C32909","ncit","NCIT","NCIT_C32909","An oval shaped cavity at the upper extremity of the nasal duct.","Lacrimal Sac","NCIT:C32909","class"
"http://purl.obolibrary.org/obo/NCIT_C32935","ncit","NCIT","NCIT_C32935","A fusiform fossa on the lateral sides of the larynx between the inferior and superior vocal cords.","Laryngeal Ventricle","NCIT:C32935","class"
"http://purl.obolibrary.org/obo/NCIT_C33212","ncit","NCIT","NCIT_C33212","A chamber, continuous with collections of mastoid cells throughout the mastoid portion of the temporal bone, connecting the tympanic cavity with the mastoid process.","Opening of the Antrum","NCIT:C33212","class"
"http://purl.obolibrary.org/obo/NCIT_C33690","ncit","NCIT","NCIT_C33690","A crease in the skin of the upper eyelid.","Superior Palpebral Fold","NCIT:C33690","class"
"http://purl.obolibrary.org/obo/NCIT_C33736","ncit","NCIT","NCIT_C33736","A dense fibrous tissue layer located in the eyelid, which gives the lids shape, strength, and a place for muscles to attach. It contains numerous Meibomian glands.","Tarsal Plate","NCIT:C33736","class"
"http://purl.obolibrary.org/obo/NCIT_C54221","ncit","NCIT","NCIT_C54221","The portion of the hypopharynx that is located posteriorly to the larynx.","Postcricoid Region","NCIT:C54221","class"
"http://purl.obolibrary.org/obo/NCIT_C54223","ncit","NCIT","NCIT_C54223","A triangular-shaped area of mucosa located posterior the last mandibular molar tooth.","Retromolar Trigone","NCIT:C54223","class"
"http://purl.obolibrary.org/obo/NCIT_C54224","ncit","NCIT","NCIT_C54224","The lips are the structures that surround the mouth, which is the oral aperture that opens into the oral cavity. The oral cavity is the space bounded superiorly by the hard and soft palates, inferiorly by the tongue and laterally by the cheeks.","Lip and Oral Cavity","NCIT:C54224","class"
"http://purl.obolibrary.org/obo/NCIT_C49564","ncit","NCIT","NCIT_C49564","The medial corner of the eye where the upper and lower eyelids join.","Inner Canthus","NCIT:C49564","class"
"http://purl.obolibrary.org/obo/NCIT_C49597","ncit","NCIT","NCIT_C49597","The lateral corner of the eye where the upper and lower eyelids join.","Outer Canthus","NCIT:C49597","class"
"http://purl.obolibrary.org/obo/NCIT_C54272","ncit","NCIT","NCIT_C54272","The narrow passage from the mouth to the cavity at the back of the mouth.","Throat","NCIT:C54272","class"
"http://purl.obolibrary.org/obo/NCIT_C54292","ncit","NCIT","NCIT_C54292","The area of the head comprised of the nasal cavity and paranasal sinuses.","Sinonasal Tract","NCIT:C54292","class"
"http://purl.obolibrary.org/obo/NCIT_C54187","ncit","NCIT","NCIT_C54187","The horseshoe-shaped part of the oral cavity bounded superiorly by the ventral surface of the tongue, inferiorly by the mylohyoid muscle, anterolaterally by the gingival surfaces of the mandible, and posteriorly by the anterior tonsillar pillar.","Floor of Mouth","NCIT:C54187","class"
"http://purl.obolibrary.org/obo/NCIT_C201271","ncit","NCIT","NCIT_C201271","The anterior aspect of the floor of the mouth.","Anterior Floor of Mouth","NCIT:C201271","class"
"http://purl.obolibrary.org/obo/NCIT_C201272","ncit","NCIT","NCIT_C201272","The lateral aspect of the floor of the mouth.","Lateral Floor of Mouth","NCIT:C201272","class"
"http://purl.obolibrary.org/obo/NCIT_C60722","ncit","NCIT","NCIT_C60722","The crest of the gingiva surrounding a tooth.","Gingival Margin","NCIT:C60722","class"
"http://purl.obolibrary.org/obo/NCIT_C74952","ncit","NCIT","NCIT_C74952","Any part of a tooth.","Tooth Part","NCIT:C74952","class"
"http://purl.obolibrary.org/obo/NCIT_C32346","ncit","NCIT","NCIT_C32346","The portion of a tooth between the crown and the root.","Collum Dentis","NCIT:C32346","class"
"http://purl.obolibrary.org/obo/NCIT_C32375","ncit","NCIT","NCIT_C32375","The portion of the tooth covered by enamel.","Crown","NCIT:C32375","class"
"http://purl.obolibrary.org/obo/NCIT_C33446","ncit","NCIT","NCIT_C33446","The part of a tooth below the neck of the tooth which is covered by cementum.","Root","NCIT:C33446","class"
"http://purl.obolibrary.org/obo/NCIT_C52670","ncit","NCIT","NCIT_C52670","The portion of the pulp chamber that extends towards a cusp.","Pulp Horn","NCIT:C52670","class"
"http://purl.obolibrary.org/obo/NCIT_C60717","ncit","NCIT","NCIT_C60717","Grooves or clefts in the surface of a tooth.","Dental Fissure","NCIT:C60717","class"
"http://purl.obolibrary.org/obo/NCIT_C60748","ncit","NCIT","NCIT_C60748","The gingival margins of the tooth surfaces.","Class V Surface","NCIT:C60748","class"
"http://purl.obolibrary.org/obo/NCIT_C73515","ncit","NCIT","NCIT_C73515","Minute branching canals in the tooth dentin that contain filamentous protoplasmic processes of the odontoblasts and extend radially from the pulp to the dentoenamel junction.","Dentinal Tubule","NCIT:C73515","class"
"http://purl.obolibrary.org/obo/NCIT_C74953","ncit","NCIT","NCIT_C74953","The area of a tooth where the enamel of the crown and the cementum of the root(s) are joined.","Cementoenamel Junction","NCIT:C74953","class"
"http://purl.obolibrary.org/obo/NCIT_C82059","ncit","NCIT","NCIT_C82059","The region of a multirooted tooth at which the root divides.","Root Furcation","NCIT:C82059","class"
"http://purl.obolibrary.org/obo/NCIT_C84556","ncit","NCIT","NCIT_C84556","The central cavity of the tooth crown that is occupied by the dental pulp.","Pulp Chamber","NCIT:C84556","class"
"http://purl.obolibrary.org/obo/NCIT_C94568","ncit","NCIT","NCIT_C94568","A raised area of the biting surface of a tooth.","Tooth Cusp","NCIT:C94568","class"
"http://purl.obolibrary.org/obo/NCIT_C94587","ncit","NCIT","NCIT_C94587","The cutting edge of an incisor tooth.","Incisal Edge","NCIT:C94587","class"
"http://purl.obolibrary.org/obo/NCIT_C97212","ncit","NCIT","NCIT_C97212","The area of a tooth where the enamel and the underlying dentin are joined.","Dental-Enamel Junction","NCIT:C97212","class"
"http://purl.obolibrary.org/obo/NCIT_C82058","ncit","NCIT","NCIT_C82058","The interface between the more apically located alveolar mucosa and the more coronally located gingiva.","Mucogingival Junction","NCIT:C82058","class"
"http://purl.obolibrary.org/obo/NCIT_C81169","ncit","NCIT","NCIT_C81169","The part of the face below the lower lip and including the protruding part of the lower jaw.","Mentum","NCIT:C81169","class"
"http://purl.obolibrary.org/obo/NCIT_C89749","ncit","NCIT","NCIT_C89749","The thickened bony structures in the mandible and maxilla that contain the sockets of the teeth.","Alveolar Ridge","NCIT:C89749","class"
"http://purl.obolibrary.org/obo/NCIT_C170770","ncit","NCIT","NCIT_C170770","The alveolar ridge of the maxilla.","Upper Alveolar Ridge","NCIT:C170770","class"
"http://purl.obolibrary.org/obo/NCIT_C170771","ncit","NCIT","NCIT_C170771","The alveolar ridge of the mandible.","Lower Alveolar Ridge","NCIT:C170771","class"
"http://purl.obolibrary.org/obo/NCIT_C89803","ncit","NCIT","NCIT_C89803","The part of the face between the eyebrows and the normal hairline.","Forehead","NCIT:C89803","class"
"http://purl.obolibrary.org/obo/NCIT_C91069","ncit","NCIT","NCIT_C91069","The superficial areas of head and neck including the oral cavity, buccal mucosa, and the parotid region.","Non-Parameningeal Head and Neck Area","NCIT:C91069","class"
"http://purl.obolibrary.org/obo/NCIT_C94549","ncit","NCIT","NCIT_C94549","The point at which the gingival sulcus terminates because the tissue attaches directly to the tooth.","Bottom of Gingival Sulcus","NCIT:C94549","class"
"http://purl.obolibrary.org/obo/NCIT_C96176","ncit","NCIT","NCIT_C96176","The portion of the parotid gland parenchyma lying deep to the facial nerve.","Parotid Gland Deep Lobe","NCIT:C96176","class"
"http://purl.obolibrary.org/obo/NCIT_C38620","ncit","NCIT","NCIT_C38620","Any component of the enveloping membrane of the body, including the epidermis and dermis, and all of the derivatives of the epidermis.","Integumentary System Part","NCIT:C38620","class"
