,original_value,curated_ontology,match_level,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
426,Mercaptopurine,Mercaptopurine,1,Mercaptopurine,1.0000,Azathioprine,0.9339,Azathioprine Sodium,0.9151,Mycophenolate Mofetil,0.9069,Thioguanine,0.9058
427,Methotrexate,Methotrexate,1,Methotrexate,1.0000,Mitomycin,0.9078,Mycophenolate Mofetil,0.9020,Memantine,0.8949,Azathioprine,0.8948
428,Midostaurin,Midostaurin,1,Midostaurin,1.0000,Amifostine,0.8964,Momelotinib,0.8730,Anti-CD33 Antibody-drug Conjugate IMGN779,0.8716,Imatinib,0.8686
429,Mito,Mitoxantrone,1,Mitoxantrone,0.9396,Mitotane,0.9349,Methotrexate,0.8907,Mastectomy,0.8835,Tamoxifen,0.8819
430,Mitomycin,Mitomycin,1,Mitomycin,1.0000,Methotrexate,0.9078,Temozolomide,0.8993,Floxuridine,0.8909,Mycophenolate Mofetil,0.8879
431,Mitoxantrone,Mitoxantrone,1,Mitoxantrone,1.0000,Mitotane,0.9166,Docetaxel,0.9038,Macitentan,0.9006,Amifostine,0.8951
432,Mk-3475,Pembrolizumab,99,mTOR Kinase Inhibitor AZD8055,0.8797,HDM2 Inhibitor MK-8242,0.8794,Anti-HGF Monoclonal Antibody TAK-701,0.8779,Gemtuzumab,0.8700,Axitinib,0.8687
433,Modified Radical Masectomy,Modified Radical Hysterectomy,2,Modified Radical Mastectomy,0.9528,Modified Radical Hysterectomy,0.9285,Radical Mastectomy,0.9124,Mastectomy,0.8986,Radical Hysterectomy,0.8885
434,Modified Radical Mastectomy,Modified Radical Mastectomy,1,Modified Radical Mastectomy,1.0000,Radical Mastectomy,0.9583,Modified Radical Hysterectomy,0.9572,Mastectomy,0.9442,Total Mastectomy,0.9140
435,Modified radical mastectomy,Modified Radical Mastectomy,1,Modified Radical Mastectomy,1.0000,Radical Mastectomy,0.9583,Modified Radical Hysterectomy,0.9572,Mastectomy,0.9442,Total Mastectomy,0.9140
436,Mogamulizumab,Mogamulizumab,1,Mogamulizumab,1.0000,Samalizumab,0.9165,Monalizumab,0.9159,Enoblituzumab,0.8986,Pembrolizumab,0.8984
437,Momelotinib,Momelotinib,1,Momelotinib,1.0000,Dasatinib,0.9004,Tamoxifen,0.8900,Imatinib,0.8815,Erlotinib,0.8777
438,Monalizumab,Monalizumab,1,Monalizumab,1.0000,Mogamulizumab,0.9159,Samalizumab,0.9146,Pembrolizumab,0.9039,Enoblituzumab,0.8945
439,Mto,Mitoxantrone,99,Methotrexate,0.8869,Mycophenolate Mofetil,0.8853,Motixafortide,0.8810,Tamoxifen,0.8809,Momelotinib,0.8805
440,Mtx,Methotrexate,1,Methotrexate,0.9436,Pemetrexed,0.9186,Mitoxantrone,0.9053,Ruxolitinib,0.9053,Oxaliplatin,0.9001
441,Mylotarg,Gemtuzumab Ozogamicin,99,Melphalan,0.8866,Dacomitinib,0.8825,Lomustine,0.8782,Zoligratinib,0.8754,Linrodostat,0.8747
442,NK cell infusion,NK Cell-enriched Donor Lymphocytes,3,Donor Lymphocyte Infusion,0.9175,Hematopoietic Cell Transplantation,0.9107,NK Cell-enriched Donor Lymphocytes,0.9052,Allogeneic Hematopoietic Stem Cell Transplantation,0.8953,Allogeneic Hematopoietic Stem Cell Transplantation,0.8953
443,NOM,Have Not Had Cancer Surgery,99,Nephrectomy,0.8639,Urethrectomy,0.8616,Selinexor,0.8616,Iodine,0.8572,Lymphadenectomy,0.8549
444,NOREPINEPHRINE,l-Norepinephrine,1,l-Norepinephrine,0.9550,Epinephrine,0.9171,Nelarabine,0.8858,Dopamine,0.8850,Sunitinib,0.8810
445,NOVO-TTF,NovoTTF-100A Device,1,NovoTTF-100A Device,0.9141,Tamibarotene,0.8843,Nab-paclitaxel,0.8680,Paclitaxel,0.8652,Docetaxel,0.8608
446,NPT,Platinum Acetylacetonate-Titanium Dioxide Nanoparticles,99,Nab-paclitaxel,0.9031,Paclitaxel,0.8848,Nitrogen Mustard Prodrug PR-104,0.8830,Nintedanib,0.8808,Enucleation,0.8772
447,NSC750854,Purine Analogue NSC 750854,1,Purine Analogue NSC 750854,0.9129,Cilengitide,0.8764,Gamma-Secretase Inhibitor RO4929097,0.8676,Pan-AKT Kinase Inhibitor GSK690693,0.8676,NAMPT Inhibitor STF-118804,0.8673
448,NY eso vaccine,NY-ESO-1 Peptide Vaccine,1,NY-ESO-1 Peptide Vaccine,0.9616,Vaccine,0.9046,Steroid Therapy,0.8764,Etoposide,0.8755,Rovalpituzumab Tesirine,0.8690
449,Nelarabine,Nelarabine,1,Nelarabine,1.0000,Fludarabine,0.8952,Abiraterone,0.8920,Abiraterone Acetate,0.8887,Cladribine,0.8863
450,Nephrectomy,Nephrectomy,1,Nephrectomy,1.0000,Radical Nephrectomy,0.9558,Partial Nephrectomy,0.9374,Nephroureterectomy,0.9243,Nephroureterectomy,0.9243
451,Nephro-ureterectomy,Nephroureterectomy,3,Ureterectomy,0.9733,Ureterectomy,0.9733,Nephroureterectomy,0.9445,Nephroureterectomy,0.9445,Nephroureterectomy,0.9445
452,Nephroureterectomy with endoscopic bladder cuff resection,Nephroureterectomy with Cuff of Bladder;Endoscopic Resection,99,Nephroureterectomy with Cuff of Bladder,0.9710,Nephroureterectomy,0.9473,Nephroureterectomy,0.9473,Nephroureterectomy,0.9473,Nephroureterectomy,0.9473
453,Nintedanib,Nintedanib,1,Nintedanib,1.0000,Sunitinib,0.8870,Nab-paclitaxel,0.8835,Vinorelbine,0.8816,Vemurafenib,0.8799
454,Nipple Sparing Total Mastectomy,Subcutaneous Mastectomy,99,Total Mastectomy,0.9397,Total Mastectomy,0.9397,Total Mastectomy,0.9397,Total Mastectomy,0.9397,Skin-Sparing Mastectomy,0.9350
455,Nivo,Nivolumab,99,Seviteronel,0.8748,Vinorelbine,0.8700,Veliparib,0.8658,l-Norepinephrine,0.8635,Nintedanib,0.8610
456,Nivolumab,Nivolumab,1,Nivolumab,1.0000,Sunitinib,0.9080,Adalimumab,0.9040,Sorafenib,0.9016,Ipilimumab,0.8985
457,Nivolumab (P1T986205),Nivolumab,1,Nivolumab,0.9435,Anti-CD33 Monoclonal Antibody BI 836858,0.9051,Sunitinib,0.8992,Rovalpituzumab Tesirine,0.8974,Ipilimumab,0.8955
458,No (radiation),Radiation Therapy Not Received,1,Radiation Therapy Not Received,0.9140,Radiation Therapy,0.9100,Radiation Therapy,0.9100,Intensity-Modulated Radiation Therapy,0.8793,Total-Body Irradiation,0.8770
459,"ODSH (2 O, 3-O Desulfated Heparin)",Dociparstat sodium,99,Anti-HGF Monoclonal Antibody TAK-701,0.8806,Buthionine Sulfoximine,0.8743,Hydroxyurea,0.8710,Anti-CD98 Monoclonal Antibody IGN523,0.8707,Adalimumab,0.8705
460,OSI-774,Erlotinib Hydrochloride,99,Oxaliplatin,0.8522,Ifabotuzumab,0.8518,FAK Inhibitor VS-4718,0.8491,Rovalpituzumab Tesirine,0.8486,Superior,0.8457
461,OX,Oxaliplatin,1,Oxaliplatin,0.8973,Orthotopic,0.8778,Ovarian,0.8746,Laparotomy,0.8694,Amifostine,0.8693
462,OX40 agonist MOXR0916,Vonlerolizumab,99,MDM2/MDMX Inhibitor ALRN-6924,0.8796,HDM2 Inhibitor MK-8242,0.8739,Oxaliplatin,0.8712,mTOR Inhibitor,0.8687,mTOR Inhibitor,0.8687
463,OXALIPLATIN,Oxaliplatin,1,Oxaliplatin,1.0000,Cisplatin,0.9051,Cetuximab,0.9041,Ovarian,0.9011,Pertuzumab,0.8995
464,OXi4503,Combretastatin A1 Diphosphate,99,Oxaliplatin,0.8901,Indoximod,0.8800,Capecitabine,0.8743,Irinotecan,0.8725,Etoposide,0.8709
465,Observation,Clinical Observation,1,Clinical Observation,0.9575,Unknown,0.8631,Enucleation,0.8584,Enucleation,0.8584,Enucleation,0.8584
466,Olaparib,Olaparib,1,Olaparib,1.0000,Pexidartinib,0.9031,Plerixafor,0.9011,Oxaliplatin,0.8912,Talazoparib,0.8885
467,Optune device,NovoTTF-100A Device,1,NovoTTF-100A Device,0.8515,Ipilimumab,0.8499,Implant,0.8494,Everolimus,0.8492,Pidnarulex,0.8468
468,Orchiectomy,Orchiectomy,1,Orchiectomy,1.0000,Bilateral Salpingectomy with Oophorectomy,0.9167,Cystectomy,0.9128,Cystectomy,0.9128,Cystectomy,0.9128
469,Other,Other,1,Other,1.0000,Other,1.0000,Other,1.0000,Vulva,0.8566,Multiple,0.8528
470,Other regimens,Other;Treatment Regimen,99,Treatment Regimen,0.9317,Imatinib Regimen,0.9099,Azacitidine Regimen,0.8968,Irinotecan,0.8781,Venetoclax,0.8769
471,Other surgery (specify),Other;Surgery,99,Surgery,0.9147,Other,0.9135,Other,0.9135,Other,0.9135,Surgical Procedure,0.8949
472,Oxaliplatin,Oxaliplatin,1,Oxaliplatin,1.0000,Cisplatin,0.9051,Cetuximab,0.9041,Ovarian,0.9011,Pertuzumab,0.8995
473,PACLITAXEL,Paclitaxel,1,Paclitaxel,1.0000,Nab-paclitaxel,0.9494,Topotecan,0.9085,Docetaxel,0.9058,Bortezomib,0.9048
474,PARTIAL_MASTECTOMY,Segmental Mastectomy,99,Mastectomy,0.9353,Partial,0.9345,Partial Nephrectomy,0.9300,Total Mastectomy,0.9277,Total Mastectomy,0.9277
475,PCI-32765,Ibrutinib,99,PIM Kinase Inhibitor SGI-1776,0.8850,Irinotecan,0.8836,Mapatumumab,0.8812,Topoisomerase I Inhibitor Genz-644282,0.8772,Paclitaxel,0.8768
476,PE,Pelvic Exenteration,99,Pevonedistat,0.9256,Plitidepsin,0.8953,Epinephrine,0.8892,Pericardial Effusion,0.8854,Etoposide,0.8850
477,PEITC,Phenethyl Isothiocyanate,1,Phenethyl Isothiocyanate,0.9049,Cetuximab,0.8829,Cisplatin,0.8806,Erlotinib,0.8788,Topotecan,0.8787
478,PEMBRO,Pembrolizumab,1,Pembrolizumab,0.9617,Pemetrexed,0.9343,Lorazepam,0.8812,Nivolumab,0.8763,Cabiralizumab,0.8706
479,PEMBROLIZUMAB,Pembrolizumab,1,Pembrolizumab,1.0000,Pemetrexed,0.9325,Atezolizumab,0.9259,Monalizumab,0.9039,Mogamulizumab,0.8984
480,PF-03084014,Nirogacestat,99,Purine Analogue NSC 750854,0.8939,Pemetrexed,0.8920,Gamma-Secretase Inhibitor RO4929097,0.8918,Polyamine Analogue PG11047,0.8904,FAK Inhibitor VS-4718,0.8895
481,PF-04449913 (Hedgehog Inhibitor),Glasdegib,99,FAK Inhibitor VS-4718,0.9090,Gamma-Secretase Inhibitor RO4929097,0.9029,CXCR4 Inhibitor,0.8981,JAK1 Inhibitor,0.8976,CENP-E Inhibitor GSK-923295A,0.8920
482,PIM kinase inhibitor,Serine/Threonine Kinase Inhibitor,99,PIM Kinase Inhibitor SGI-1776,0.9392,Mitogen-Activated Protein Kinase Kinase Inhibitor,0.9211,Cyclin-Dependent Kinase Inhibitor,0.9127,JAK1 Inhibitor,0.9122,Tyrosine Kinase Inhibitor,0.9100
483,PIXANTRONE,Pixantrone,1,Pixantrone,1.0000,Platinum,0.8835,Ruxolitinib,0.8768,Prednisone,0.8750,Galunisertib,0.8749
484,PLAT CAR-T cell infusion,Chimeric Antigen Receptor T-Cell Therapy,1,Chimeric Antigen Receptor T-Cell Therapy,0.9028,Chimeric Antigen Receptor T-Cell Therapy,0.9028,Anti-CD33 Antibody-drug Conjugate IMGN779,0.8812,Donor Lymphocyte Infusion,0.8792,Paclitaxel,0.8774
485,PLATINUM,Platinum,1,Platinum,1.0000,Cisplatin,0.9389,Carboplatin,0.9131,Platinum Acetylacetonate-Titanium Dioxide Nanoparticles,0.9022,Oxaliplatin,0.8957
486,PLX3397,Pexidartinib,99,Anti-PLGF Monoclonal Antibody TB-403,0.9006,FLT3/CDK4/6 Inhibitor FLX925,0.8964,Plitidepsin,0.8943,Lorazepam,0.8894,Olaparib,0.8860
487,PR-104,Nitrogen Mustard Prodrug PR-104,1,Nitrogen Mustard Prodrug PR-104,0.9144,Anti-PLGF Monoclonal Antibody TB-403,0.8774,Plitidepsin,0.8704,Polyamine Analogue PG11047,0.8642,Pentamidine,0.8626
488,PROSTATECTOMY,Prostatectomy,1,Prostatectomy,1.0000,Radical Prostatectomy,0.9576,Laparoscopic Prostatectomy,0.9439,Hysterectomy,0.9212,Nephrectomy,0.9119
489,PRS-343,Cinrebafusp Alfa,99,Nitrogen Mustard Prodrug PR-104,0.8811,Epinephrine,0.8752,Paclitaxel,0.8742,Pylorus-sparing pancreaticoduodenectomy (procedure),0.8735,Ponatinib,0.8734
490,PSC,Valspodar,99,Prostatectomy,0.8902,Pelvis,0.8793,Pelvis,0.8793,Hepatectomy,0.8754,Irinotecan,0.8738
491,PSMA ADC,PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate,99,PSMA-targeting Agent,0.9255,Adalimumab,0.8988,Ipilimumab,0.8954,Prostatectomy,0.8882,Trastuzumab,0.8878
492,PSMA-ADC,PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate,99,PSMA-targeting Agent,0.9330,Adalimumab,0.8957,Ipilimumab,0.8932,Prostatectomy,0.8839,Trastuzumab,0.8838
493,PUNCH,Punch Biopsy,1,Punch Biopsy,0.9577,Excision,0.8754,Excision,0.8754,Excision,0.8754,Excision,0.8754
494,Paclitaxel,Paclitaxel,1,Paclitaxel,1.0000,Nab-paclitaxel,0.9494,Topotecan,0.9085,Docetaxel,0.9058,Bortezomib,0.9048
495,Palbociclib,Palbociclib,1,Palbociclib,1.0000,Zoligratinib,0.8822,Buparlisib,0.8796,Pembrolizumab,0.8787,Ponatinib,0.8748
496,Pancreaticoduodenectomy (Whipple Resection),Whipple Procedure,3,Pancreaticoduodenectomy,0.9628,Pylorus-sparing pancreaticoduodenectomy (procedure),0.9413,Whipple Procedure,0.9361,Distal Pancreatectomy,0.9312,Abdominoperineal Resection,0.9185
497,Partial Cystectomy,Partial Cystectomy,1,Partial Cystectomy,1.0000,Cystectomy,0.9592,Cystectomy,0.9592,Cystectomy,0.9592,Radical Cystectomy,0.9509
498,Partial Mastectomy,Segmental Mastectomy,99,Partial,0.9438,Mastectomy,0.9388,Partial Nephrectomy,0.9372,Partial Salpingectomy,0.9300,Total Mastectomy,0.9279
499,Partial Salpingectomy,Partial Salpingectomy,1,Partial Salpingectomy,1.0000,Bilateral Salpingectomy,0.9420,Partial Cystectomy,0.9301,Unilateral Salpingo-oophorectomy,0.9248,Partial Nephrectomy,0.9246
500,Partial Vaginectomy,Partial;Vaginectomy,99,Vaginectomy,0.9631,Partial Salpingectomy,0.9264,Partial Cystectomy,0.9196,Left Hemihepatectomy,0.9074,Right Hemihepatectomy,0.9039
501,Partial hepatectomy,Partial Hepatectomy,1,Partial Hepatectomy,1.0000,Hepatectomy,0.9485,Partial Nephrectomy,0.9351,Total Hepatectomy,0.9340,Partial,0.9295
502,Partial mastectomy,Segmental Mastectomy,99,Partial,0.9438,Mastectomy,0.9388,Partial Nephrectomy,0.9372,Partial Salpingectomy,0.9300,Total Mastectomy,0.9279
503,Patey's Surgery,Modified Radical Mastectomy,99,Surgery,0.8856,Surgical Procedure,0.8726,Abdominoperineal Resection,0.8719,Appendectomy,0.8674,Pancreaticoduodenectomy,0.8623
504,Pateys surgery,Modified Radical Mastectomy,99,Surgery,0.8955,Surgical Procedure,0.8753,Appendectomy,0.8737,Anterior Pelvic Exenteration,0.8677,Anterior Pelvic Exenteration,0.8677
505,Peg interferon alfa-2a,Peginterferon Alfa-2a,1,Peginterferon Alfa-2a,0.9747,Interferon Alpha,0.9414,Adalimumab,0.8961,Gonadotropin-releasing Hormone Analog,0.8952,Asparaginase,0.8925
506,Pembro,Pembrolizumab,1,Pembrolizumab,0.9617,Pemetrexed,0.9343,Lorazepam,0.8812,Nivolumab,0.8763,Cabiralizumab,0.8706
507,Pembrolizumab,Pembrolizumab,1,Pembrolizumab,1.0000,Pemetrexed,0.9325,Atezolizumab,0.9259,Monalizumab,0.9039,Mogamulizumab,0.8984
508,Pembrolizumab (Arizona),Pembrolizumab,1,Pembrolizumab,0.9559,Atezolizumab,0.9194,Pemetrexed,0.9045,Monalizumab,0.8956,Mogamulizumab,0.8886
509,Pemetrexed,Pemetrexed,1,Pemetrexed,1.0000,Pembrolizumab,0.9325,Erlotinib,0.8993,Paclitaxel,0.8955,Selinexor,0.8929
510,Pentamadine,Pentamidine,1,Pentamidine,0.9234,Pexidartinib,0.8896,Pemetrexed,0.8834,Cisplatin,0.8747,Bleomycin,0.8714
511,Pericardial Effusion,Pericardial Effusion,1,Pericardial Effusion,1.0000,Pleural Effusion,0.9458,Pelvic Exenteration,0.8690,Esophagectomy,0.8684,Esophagectomy,0.8684
512,Pertuzumab,Pertuzumab,1,Pertuzumab,1.0000,Cetuximab,0.9165,Lapatinib,0.8999,Oxaliplatin,0.8995,Paclitaxel,0.8985
513,Pexidartinib,Pexidartinib,1,Pexidartinib,1.0000,Olaparib,0.9031,Entospletinib,0.9028,Prednisone,0.8969,Dabrafenib,0.8956
514,PiBr,Pipobroman,99,Bortezomib,0.9123,Bevacizumab,0.9102,Ibrutinib,0.9095,Pravastatin,0.8998,Biopsy,0.8928
515,Plaque,Plaque Radiotherapy,1,Plaque Radiotherapy,0.9428,Vulva,0.8806,Pravastatin,0.8764,Pulmonary,0.8715,Pertuzumab,0.8686
516,Platinum,Platinum,1,Platinum,1.0000,Cisplatin,0.9389,Carboplatin,0.9131,Platinum Acetylacetonate-Titanium Dioxide Nanoparticles,0.9022,Oxaliplatin,0.8957
517,Pleural Effusion,Pleural Effusion,1,Pleural Effusion,1.0000,Pericardial Effusion,0.9458,Plerixafor,0.8774,Pemetrexed,0.8742,Erlotinib,0.8693
518,Ponatinib,Ponatinib,1,Ponatinib,1.0000,Afatinib,0.9151,Zoligratinib,0.8929,Ibrutinib,0.8899,Buparlisib,0.8894
519,Pracinostat,Pracinostat,1,Pracinostat,1.0000,Vorinostat,0.9165,Pravastatin,0.8893,Azacitidine,0.8845,Panobinostat,0.8816
520,Pravastatin,Pravastatin,1,Pravastatin,1.0000,Paclitaxel,0.8908,Pertuzumab,0.8908,Pracinostat,0.8893,Prednisone,0.8884
521,Pred,Prednisone,99,Prexasertib,0.8834,Pravastatin,0.8830,Decitabine,0.8775,Pending,0.8753,Valspodar,0.8750
522,Prednisolone,Prednisolone,1,Prednisolone,1.0000,Prednisone,0.9495,Dexamethasone,0.9287,Dexamethasone,0.9287,Steroid Therapy,0.9255
523,Prednisone,Prednisone,1,Prednisone,1.0000,Prednisolone,0.9495,Dexamethasone,0.9238,Dexamethasone,0.9238,Steroid Therapy,0.9197
524,Primary Debulking,Primary Debulking Surgery,1,Primary Debulking Surgery,0.9706,Tumor Debulking,0.9097,Tumor Debulking,0.9097,Interval Debulking Surgery,0.8757,Durvalumab,0.8534
525,Procarbazine,Procarbazine,1,Procarbazine,1.0000,Dacarbazine,0.9450,Temozolomide,0.8945,Apalutamide,0.8880,Cyclosporine,0.8817
526,Proton 3d conformal,Proton Beam Radiation Therapy;3-Dimensional Conformal Radiation Therapy,99,3-Dimensional Conformal Radiation Therapy,0.9081,3-Dimensional Conformal Radiation Therapy,0.9081,"Radiotherapy, Conformal",0.8961,Proton Beam Radiation Therapy,0.8895,Proton Beam Radiation Therapy,0.8895
527,Proton beam,Proton Beam Radiation Therapy,1,Proton Beam Radiation Therapy,0.9786,Proton Beam Radiation Therapy,0.9786,External Beam Radiation Therapy,0.9091,External Beam Radiation Therapy,0.9091,Radiation Therapy,0.9007
528,Provenge,Sipuleucel-T,99,Bevacizumab,0.8604,Urethrectomy,0.8593,Durvalumab,0.8577,Ipilimumab,0.8575,Ponatinib,0.8574
529,Pylorus preserving pancreatoduodenectomy,Pylorus-sparing pancreaticoduodenectomy (procedure),1,Pylorus-sparing pancreaticoduodenectomy (procedure),0.9710,Pancreaticoduodenectomy,0.9410,Distal Pancreatectomy,0.9200,Total Pancreatectomy,0.9107,Gastrectomy,0.8892
530,Quizartinib,Quizartinib,1,Quizartinib,1.0000,Quizartinib Dihydrochloride,0.9370,Entospletinib,0.8942,Pexidartinib,0.8782,Quisinostat,0.8743
531,RAM,Ramucirumab,1,Ramucirumab,0.9215,Rituximab,0.8909,Lenalidomide,0.8877,Radical Nephrectomy,0.8710,Daratumumab,0.8673
532,RAPAMYCIN,Sirolimus,1,Sirolimus,0.9344,Rituximab,0.9151,Everolimus,0.9118,Sunitinib,0.9100,mTOR Inhibitor,0.9098
533,REGN1400,Anti-ErbB3 Monoclonal Antibody REGN1400,1,Anti-ErbB3 Monoclonal Antibody REGN1400,0.9403,Regorafenib,0.9080,Regadenoson,0.8874,Ruxolitinib,0.8737,Cetuximab,0.8736
534,REN1400,Anti-ErbB3 Monoclonal Antibody REGN1400,1,Anti-ErbB3 Monoclonal Antibody REGN1400,0.8562,Anterior Pelvic Exenteration,0.8503,Anterior Pelvic Exenteration,0.8503,Procarbazine,0.8498,Phenethyl Isothiocyanate,0.8475
535,RG7112,MDM2 Inhibitor,99,Peginterferon Alfa-2a,0.8727,Gemtuzumab Ozogamicin,0.8683,Ruxolitinib,0.8601,Glembatumumab,0.8600,Anti-ErbB3 Monoclonal Antibody REGN1400,0.8590
536,RO4929097,Gamma-Secretase Inhibitor RO4929097,1,Gamma-Secretase Inhibitor RO4929097,0.9319,Rovalpituzumab Tesirine,0.8878,Anti-CD98 Monoclonal Antibody IGN523,0.8682,Polyamine Analogue PG11047,0.8667,FAK Inhibitor VS-4718,0.8658
537,ROVA-T,Rovalpituzumab Tesirine,1,Rovalpituzumab Tesirine,0.9265,Gamma-Secretase Inhibitor RO4929097,0.8670,Ifabotuzumab,0.8649,Vadastuximab Talirine,0.8641,Chimeric Antigen Receptor T-Cell Therapy,0.8631
538,RUXOLITINB,Ruxolitinib,1,Ruxolitinib,0.9805,FLT3/CDK4/6 Inhibitor FLX925,0.8894,Vonlerolizumab,0.8885,Pexidartinib,0.8881,Lorazepam,0.8819
539,Rabbit ATG,Lapine T-Lymphocyte Immune Globulin,99,Bevacizumab,0.8666,Bortezomib,0.8662,Rituximab,0.8608,Cyclosporine,0.8560,Anti-EGFR Monoclonal Antibody,0.8558
540,Rad001,Everolimus,1,Everolimus,0.8936,Axitinib,0.8843,Cetuximab,0.8771,Ipilimumab,0.8750,Robatumumab,0.8745
541,"Radiation Therapy, Unspecified",Radiation Therapy,1,Radiation Therapy,0.9257,Radiation Therapy,0.9257,Radiation Therapy Not Received,0.9094,External Beam Radiation Therapy,0.8972,External Beam Radiation Therapy,0.8972
542,Radiation to right breast,Radiation Therapy;Right Breast,99,Right Breast,0.9510,Right Breast,0.9510,Right Breast,0.9510,Right Breast,0.9510,Right Breast,0.9510
543,Radical Cystectomy,Radical Cystectomy,1,Radical Cystectomy,1.0000,Radical Cystectomy,1.0000,Radical Cystectomy,1.0000,Cystectomy,0.9765,Cystectomy,0.9765
544,Radical Cystoprostatectomy,Radical Cystoprostatectomy,1,Radical Cystoprostatectomy,1.0000,Radical Cystoprostatectomy,1.0000,Radical Cystoprostatectomy,1.0000,Radical Cystoprostatectomy,1.0000,Radical Cystectomy,0.9464
545,Radical Hysterectomy,Radical Hysterectomy,1,Radical Hysterectomy,1.0000,Modified Radical Hysterectomy,0.9575,Radical Prostatectomy,0.9507,Radical Mastectomy,0.9471,Hysterectomy,0.9446
546,Radical Prostatectomy,Radical Prostatectomy,1,Radical Prostatectomy,1.0000,Prostatectomy,0.9576,Radical Hysterectomy,0.9507,Radical Nephrectomy,0.9488,Laparoscopic Radical Prostatectomy with Robotics,0.9374
547,Radical anterior exenteration,Radical;Anterior Pelvic Exenteration,99,Anterior Pelvic Exenteration,0.9508,Anterior Pelvic Exenteration,0.9508,Pelvic Exenteration,0.9185,Radical Prostatectomy,0.9057,Radical Hysterectomy,0.8991
548,Radical cystectomy,Radical Cystectomy,1,Radical Cystectomy,1.0000,Radical Cystectomy,1.0000,Radical Cystectomy,1.0000,Cystectomy,0.9765,Cystectomy,0.9765
549,Radical cystoprostatectomy,Radical Cystoprostatectomy,1,Radical Cystoprostatectomy,1.0000,Radical Cystoprostatectomy,1.0000,Radical Cystoprostatectomy,1.0000,Radical Cystoprostatectomy,1.0000,Radical Cystectomy,0.9464
550,Radical trachelectomy,Radical Trachelectomy,1,Radical Trachelectomy,1.0000,Radical Mastectomy,0.9127,Radical Hysterectomy,0.9127,Radical Cystectomy,0.9118,Radical Cystectomy,0.9118
551,Radium-223 (Xofigo),Radium Ra 223 Dichloride,1,Radium Ra 223 Dichloride,0.9181,Radiation Therapy,0.8941,Radiation Therapy,0.8941,Fludarabine,0.8794,Proton Beam Radiation Therapy,0.8784
552,Ram,Ramucirumab,1,Ramucirumab,0.9215,Rituximab,0.8909,Lenalidomide,0.8877,Radical Nephrectomy,0.8710,Daratumumab,0.8673
553,Ramucirumab,Ramucirumab,1,Ramucirumab,1.0000,Daratumumab,0.9022,Regorafenib,0.8988,Cobimetinib,0.8963,Lenalidomide,0.8953
554,Re-Excision of Superior Margin,Re-Excision;Superior;Margin,99,Re-Excision,0.9402,Re-Excision,0.9402,Re-Excision,0.9402,Re-Excision,0.9402,Re-Excision,0.9402
555,Re-excision of original lumpectomy site,Re-Excision;Original;Lumpectomy;Surgical Site,99,Re-Excision,0.9338,Re-Excision,0.9338,Re-Excision,0.9338,Re-Excision,0.9338,Re-Excision,0.9338
556,Re-excision of the inferior margin,Re-Excision;Inferior;Margin,99,Re-Excision,0.9358,Re-Excision,0.9358,Re-Excision,0.9358,Re-Excision,0.9358,Re-Excision,0.9358
557,Reexc of biopsy site,Re-Excision;Biopsy Site,99,Biopsy Site,0.9241,Biopsy,0.9029,Biopsy,0.9029,Biopsy,0.9029,Biopsy,0.9029
558,Reexcision,Re-Excision,5,Esophagectomy,0.8955,Esophagectomy,0.8955,Plitidepsin,0.8757,Craniotomy,0.8742,Re-Excision,0.8729
559,Reexcision of segmental mastectomy,Re-Excision;Segmental Mastectomy,99,Segmental Mastectomy,0.9411,Segmental Mastectomy,0.9411,Segmental Mastectomy,0.9411,Segmental Mastectomy,0.9411,Segmental Mastectomy,0.9411
560,Regeneron,Cemiplimab,99,Sorafenib,0.8973,Rituximab,0.8903,Imatinib,0.8885,Cetuximab,0.8842,Axitinib,0.8825
561,Regorafenib,Regorafenib,1,Regorafenib,1.0000,Dabrafenib,0.9181,Regadenoson,0.9058,Vemurafenib,0.9039,Ramucirumab,0.8988
562,Resection,Resection,1,Resection,1.0000,Resection,1.0000,Resection,1.0000,Resection,1.0000,Resection,1.0000
563,Resection of Pelvic tumor,Resection;Pelvis;Tumor Mass,99,Tumor Resection,0.9474,Pelvic Lymphadenectomy,0.9405,Pelvic Lymphadenectomy,0.9405,Pelvic Lymphadenectomy,0.9405,Bilateral Pelvic Lymph Node Dissection,0.9147
564,Resection of pulmonary Mets,Resection;Pulmonary;Metastasis,99,Resection,0.9268,Resection,0.9268,Resection,0.9268,Resection,0.9268,Resection,0.9268
565,Revlimid,Lenalidomide,99,Vorinostat,0.8836,Cladribine,0.8806,Adalimumab,0.8794,Rituximab,0.8759,Rovalpituzumab Tesirine,0.8728
566,Revlmd,Lenalidomide,2,Volasertib,0.8860,Lenalidomide,0.8814,Rivogenlecleucel,0.8794,Right,0.8786,Right,0.8786
567,Right Breast Reexcision,Right Breast;Re-Excision,99,Right Breast,0.9409,Right Breast,0.9409,Right Breast,0.9409,Right Breast,0.9409,Right Breast,0.9409
568,Right Breast reexcision,Right Breast;Re-Excision,99,Right Breast,0.9409,Right Breast,0.9409,Right Breast,0.9409,Right Breast,0.9409,Right Breast,0.9409
