,original_value,curated_ontology,match_level,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
405,MITOTANE,Mitotane,1,Mitotane,1.0000,Mitoflaxone,0.9243,Mitogillin,0.9222,Mitotenamine,0.9220,Mitoquidone,0.9173
406,MK 3475,Pembrolizumab,99,MKC-1,0.9024,Anti-ILT4 Monoclonal Antibody MK-4830,0.8943,Immunotherapy Regimen MKC-1106-MT,0.8918,MK0731,0.8904,STING Agonist MK-2118,0.8842
407,MK-2206,Akt Inhibitor MK2206,3,MKC-1,0.9228,MK2 Inhibitor ATI-2231,0.9177,Akt Inhibitor MK2206,0.9149,MK0731,0.9114,Anti-GITR Monoclonal Antibody MK-4166,0.9028
408,MK-8242,HDM2 Inhibitor MK-8242,1,HDM2 Inhibitor MK-8242,0.9424,MKC-1,0.9205,ERK Inhibitor MK-8353,0.9196,CHK1 Inhibitor MK-8776,0.9117,MK2 Inhibitor ATI-2231,0.9107
409,MK3475,Pembrolizumab,99,MK0731,0.9190,MKC-1,0.9117,c-Met Inhibitor MK8033,0.9069,MKNK1 Inhibitor BAY 1143269,0.9068,mTOR Kinase Inhibitor AZD8055,0.8992
410,MLN0128 (mTORi),Sapanisertib,99,mTOR Inhibitor,0.9474,mTORC 1/2 Inhibitor LXI-15029,0.9367,mTOR Kinase Inhibitor AZD8055,0.9324,mTOR Inhibitor GDC-0349,0.9302,mTOR1/2 Kinase Inhibitor ME-344,0.9233
411,MLN4924,Pevonedistat,99,Aurora Kinase Inhibitor MLN8054,0.9166,Anti-PSMA Monoclonal Antibody MLN591-DM1 Immunoconjugate MLN2704,0.9052,Anti-ILT4 Monoclonal Antibody MK-4830,0.9029,SU4984,0.9028,BMS-184476,0.9017
412,MLN8237,Alisertib,99,Aurora Kinase Inhibitor MLN8054,0.9174,Anti-PSMA Monoclonal Antibody MLN591-DM1 Immunoconjugate MLN2704,0.9135,Anti-CD40 Agonist Monoclonal Antibody MIL97,0.9035,Anti-ILT4 Monoclonal Antibody MK-4830,0.9015,Anti-OX40 Antibody BMS 986178,0.8997
413,MM-141,Istiratumab,99,MS-247,0.8956,Anti-EGFR Monoclonal Antibody Mixture MM-151,0.8928,I 131 Monoclonal Antibody CC49,0.8886,In 111 Monoclonal Antibody MN-14,0.8840,Anti-CD70 Monoclonal Antibody MDX-1411,0.8838
414,MMC,Mitomycin,1,Mitomycin,0.9321,Mitomycin B,0.9170,Metacetamol,0.9158,Mitomycin A,0.9138,Methomyl,0.9120
415,MTOR inhibitor,mTOR Inhibitor,1,mTOR Inhibitor,1.0000,mTOR Kinase Inhibitor AZD8055,0.9510,mTOR Kinase Inhibitor PP242,0.9501,mTOR Inhibitor GDC-0349,0.9406,mTOR1/2 Kinase Inhibitor ME-344,0.9391
416,MTOR/VEGF inhibitor,mTOR Inhibitor;Immunotherapeutic Agent,99,mTOR Inhibitor,0.9610,PI3K/mTOR Kinase Inhibitor PF-04691502,0.9292,PI3K/mTOR Kinase Inhibitor DS-7423,0.9290,mTOR Kinase Inhibitor PP242,0.9282,PI3K/mTOR Kinase Inhibitor VS-5584,0.9281
417,MTX,Methotrexate,1,Methotrexate,0.9436,Methazolamide,0.9210,Pemetrexed,0.9186,Minocycline,0.9175,Methotrexate Sodium,0.9174
418,MUD,Matched Unrelated Donor;Allogeneic Hematopoietic Stem Cell Transplantation,99,Mesna,0.9045,Methadone,0.8937,Morphine,0.8936,Metoclopramide,0.8909,Metopon,0.8883
419,Macitentan,Macitentan,1,Macitentan,1.0000,Namitecan,0.9169,Alentemol,0.9017,Mitoxantrone,0.9006,Trempamotide,0.9000
420,Margin resection,Surgical Margin;Resection,99,Rimegepant,0.8620,Metoprine,0.8602,Serrapeptase,0.8596,Mavrilimumab,0.8517,Metibride,0.8507
421,Mastectomy,Mastectomy,99,Tamoxifen,0.9023,Trastuzumab,0.8995,Myralact,0.8990,Metformin,0.8989,Methomyl,0.8985
422,Mastectomy NOS,Mastectomy,99,Minoxidil,0.8854,Methomyl,0.8828,Myralact,0.8813,Nemorubicin,0.8802,Tamoxifen,0.8775
423,Mefloquine,Mefloquine,1,Mefloquine,1.0000,Mefloquine Hydrochloride,0.9669,Mefexamide,0.9528,Mefenorex,0.9497,Mefeclorazine,0.9455
424,Melphalan,Melphalan,1,Melphalan,1.0000,Melphalan Hydrochloride,0.9674,Melphalan Flufenamide,0.9550,Melphalan Flufenamide Hydrochloride,0.9473,Melogliptin,0.9302
425,Memantine,Memantine,1,Memantine,1.0000,Memantine Hydrochloride,0.9657,Memotine,0.9197,Alemtuzumab,0.9151,Memotine Hydrochloride,0.9095
426,Mercaptopurine,Mercaptopurine,1,Mercaptopurine,1.0000,Mercaptopurine Anhydrous,0.9537,Mercaptopurine Oral Suspension,0.9511,Mercaptomerin,0.9435,9-Ethyl 6-Mercaptopurine,0.9349
427,Methotrexate,Methotrexate,1,Methotrexate,1.0000,Methotrexate Sodium,0.9552,Methotrexate-E Therapeutic Implant,0.9326,Methotrexate-Encapsulating Autologous Tumor-Derived Microparticles,0.9255,IGF-methotrexate Conjugate,0.9171
428,Midostaurin,Midostaurin,1,Midostaurin,1.0000,Midodrine,0.9192,Enzastaurin,0.9150,Doxaprost,0.9102,Mideplanin,0.9097
429,Mito,Mitoxantrone,2,Mitoflaxone,0.9417,Mitoxantrone,0.9396,Mitosper,0.9383,Mitonafide,0.9352,Mitotane,0.9349
430,Mitomycin,Mitomycin,1,Mitomycin,1.0000,Mitomycin A,0.9747,Mitomycin B,0.9718,Mitomycin Antineoplastic Antibiotic,0.9390,Methomyl,0.9198
431,Mitoxantrone,Mitoxantrone,1,Mitoxantrone,1.0000,Mitoxantrone Hydrochloride,0.9661,Liposomal Mitoxantrone Hydrochloride,0.9439,Mitozolomide,0.9427,Mitopodozide,0.9423
432,Mk-3475,Pembrolizumab,99,MKC-1,0.9181,Anti-ILT4 Monoclonal Antibody MK-4830,0.9108,Immunotherapy Regimen MKC-1106-MT,0.9063,ERK Inhibitor MK-8353,0.9023,Aurora A Kinase Inhibitor MK5108,0.9003
433,Modified Radical Masectomy,Modified Radical Hysterectomy,99,Masoprocol,0.9035,Masitinib,0.8978,Masavibart,0.8921,Masitinib Mesylate,0.8895,Metoprine,0.8854
434,Modified Radical Mastectomy,Modified Radical Mastectomy,99,Methomyl,0.8895,Minoxidil,0.8872,Metoprine,0.8824,Metoclopramide,0.8815,Metronidazole,0.8773
435,Modified radical mastectomy,Modified Radical Mastectomy,99,Methomyl,0.8895,Minoxidil,0.8872,Metoprine,0.8824,Metoclopramide,0.8815,Metronidazole,0.8773
436,Mogamulizumab,Mogamulizumab,1,Mogamulizumab,1.0000,Daclizumab,0.9179,Samalizumab,0.9165,Monalizumab,0.9159,Eculizumab,0.9153
437,Momelotinib,Momelotinib,1,Momelotinib,1.0000,Momelotinib Dihydrochloride,0.9512,Momelotinib Dihydrochloride Monohydrate,0.9399,Larotinib Mesylate,0.9122,Mometasone,0.9032
438,Monalizumab,Monalizumab,1,Monalizumab,1.0000,Omalizumab,0.9397,Bemarituzumab,0.9320,Efalizumab,0.9247,Lampalizumab,0.9183
439,Mto,Mitoxantrone,99,Metronidazole,0.9033,Mesna,0.9021,Metacetamol,0.9020,Methomyl,0.9020,Mitratapide,0.8999
440,Mtx,Methotrexate,1,Methotrexate,0.9436,Methazolamide,0.9210,Pemetrexed,0.9186,Minocycline,0.9175,Methotrexate Sodium,0.9174
441,Mylotarg,Gemtuzumab Ozogamicin,99,Lometrexol,0.9030,Sembragiline,0.9023,Semuloparin,0.9006,Alflutinib,0.8984,Adelmidrol,0.8968
442,NK cell infusion,NK Cell-enriched Donor Lymphocytes,99,Therapeutic Natural Killer Cells Preparation,0.9272,Allogeneic Anti-CD33 CAR NK Cells,0.9161,Allogeneic Natural Killer Cell Line NK-92,0.9129,Allogeneic CD19-OX40-CD3zeta-CAR-mbIL-15-expressing Natural Killer Cells NKX019,0.9114,Allogeneic Anti-CD33 CAR-NK Cells QN-023a,0.9108
443,NOM,Have Not Had Cancer Surgery,99,Nomifensine,0.9458,Nomelidine,0.9334,Nomegestrol,0.9276,Nomacopan,0.9247,Nomifensine Maleate,0.9242
444,NOREPINEPHRINE,l-Norepinephrine,99,Norepinephrine Reuptake Inhibitor,0.9407,Norepinephrine Bitartrate,0.9333,Neamine,0.9236,Clonidine,0.9133,Vasopressor,0.9129
445,NOVO-TTF,NovoTTF-100A Device,99,Novobiocin,0.9090,Tamibarotene,0.8843,Novobiocin Sodium,0.8839,Thymotrinan,0.8803,Trestolone,0.8801
446,NPT,Platinum Acetylacetonate-Titanium Dioxide Nanoparticles,99,HPPH,0.9072,PCNU,0.9061,Nab-paclitaxel,0.9031,Nepaprazole,0.9016,Nateplase,0.9012
447,NSC750854,Purine Analogue NSC 750854,1,Purine Analogue NSC 750854,0.9129,CDC7 Kinase Inhibitor NMS-1116354,0.8929,FLT3/KIT/CSF1R Inhibitor NMS-03592088,0.8833,CP-547632,0.8832,SNX 5422,0.8830
448,NY eso vaccine,NY-ESO-1 Peptide Vaccine,1,NY-ESO-1 Peptide Vaccine,0.9616,Recombinant Vaccinia-NY-ESO-1 Vaccine,0.9532,Fowlpox-NY-ESO-1 Vaccine,0.9527,ALVAC-ESO-1 Vaccine,0.9508,NY-ESO-1b Peptide Vaccine,0.9500
449,Nelarabine,Nelarabine,1,Nelarabine,1.0000,Nelonemdaz,0.9296,Neamine,0.9285,Nenocorilant,0.9271,Nelonicline,0.9247
450,Nephrectomy,Nephrectomy,99,Sunitinib,0.9003,Naltrexone,0.8977,Rolapitant,0.8904,Canrenone,0.8895,Sorafenib,0.8894
451,Nephro-ureterectomy,Nephroureterectomy,99,Nephroprotective Agent,0.8969,Oxendolone,0.8772,Dinitrophenyl-Modified Autologous Renal Cell Carcinoma Tumor cell Vaccine,0.8771,Renanolone,0.8769,Neoantigen-based Renal Cell Carcinoma-Poly-ICLC Vaccine,0.8768
452,Nephroureterectomy with endoscopic bladder cuff resection,Nephroureterectomy with Cuff of Bladder;Endoscopic Resection,99,Retezorogant,0.8773,Cystemustine,0.8770,Personalized Neoantigen Upper Gastrointestinal Tract Cancer Vaccine,0.8730,Urinary Bladder Tumor Antigen,0.8728,Coleneuramide,0.8718
453,Nintedanib,Nintedanib,1,Nintedanib,1.0000,Nintedanib Esylate,0.9509,Trabectedin,0.9187,Tenivastatin,0.9068,Ningetinib Tosylate,0.9017
454,Nipple Sparing Total Mastectomy,Subcutaneous Mastectomy,99,Amitriptyline,0.8765,Tamoxifen,0.8732,Niraparib Tosylate Monohydrate,0.8725,Nortriptyline,0.8719,Tianeptine,0.8715
455,Nivo,Nivolumab,99,Nivasorexant,0.9484,Nivatrotamab,0.9351,Nivazol,0.9351,Nivadstrocel,0.9351,Nivocasan,0.9235
456,Nivolumab,Nivolumab,1,Nivolumab,1.0000,Nivolumab/Relatlimab-rmbw,0.9194,Sunitinib,0.9080,Liraglutide,0.9068,Adalimumab,0.9040
457,Nivolumab (P1T986205),Nivolumab,1,Nivolumab,0.9435,PD-L1 Inhibitor BPI-371153,0.9225,Nivolumab/Relatlimab-rmbw,0.9222,Anti-PD-L1/Anti-CD47 Bispecific Antibody BAT7104,0.9177,MEK 1/2 Inhibitor AS703988/MSC2015103B,0.9158
458,No (radiation),Radiation Therapy Not Received,99,Radicicol,0.8939,Tumor Necrosis Factor (GEN),0.8780,Radiprodil,0.8778,Radioprotective Agent,0.8751,Radioconjugate,0.8740
459,"ODSH (2 O, 3-O Desulfated Heparin)",Dociparstat sodium,99,Heparin,0.9101,N-(4-Chloro-3-((3-Methyl-2-Butenyl)Oxy)Phenyl)-2-Methyl-3-Furancarbothioamide,0.9003,Dacuronium,0.8983,2-Ethylhexyl 4-Phenylbenzophenone-2'-Carboxylate,0.8949,2-O-Octadecyl-L-Ascorbic Acid,0.8934
460,OSI-774,Erlotinib Hydrochloride,99,773U82,0.9211,TPO Receptor Agonist ONO-7746,0.9059,Liposome-encapsulated OSI-7904,0.9024,Anti-PD-1 Monoclonal Antibody OSE-279,0.8971,Osilodrostat,0.8954
461,OX,Oxaliplatin,99,Oxitropium,0.9446,Oxetorone,0.9403,Oxilorphan,0.9383,Oxiramide,0.9367,Oxendolone,0.9351
462,OX40 agonist MOXR0916,Vonlerolizumab,99,Anti-OX40 Agonist Monoclonal Antibody HFB301001,0.9226,Anti-OX40 Agonist Monoclonal Antibody YH-002,0.9219,Anti-OX40 Agonist Monoclonal Antibody BAT6026,0.9210,Anti-OX40 Monoclonal Antibody,0.9202,Anti-OX40 Agonist Monoclonal Antibody BGB-A445,0.9188
463,OXALIPLATIN,Oxaliplatin,1,Oxaliplatin,1.0000,Liposomal Oxaliplatin,0.9424,Oxaliplatin Eluting Beads,0.9273,Carbon C 14 Oxaliplatin,0.9202,Osimertinib,0.9058
464,OXi4503,Combretastatin A1 Diphosphate,99,Oxitropium,0.9327,Oxilorphan,0.9183,Oxilofrine,0.9145,Oxdralazine,0.9144,Oxetorone,0.9138
465,Observation,Clinical Observation,99,Osemozotan,0.8662,Decoglurant,0.8610,Figopitant,0.8598,Sulmazole,0.8592,Enomimeran,0.8591
466,Olaparib,Olaparib,1,Olaparib,1.0000,Niraparib,0.9388,Olaratumab,0.9265,Pocapavir,0.9232,Enoxaparin,0.9209
467,Optune device,NovoTTF-100A Device,99,Otilimab,0.8755,Odapipam,0.8754,Ornoprostil,0.8732,Mosunetuzumab,0.8725,Oprozomib,0.8687
468,Orchiectomy,Orchiectomy,99,Spironolactone,0.8862,Testosterone Enanthate,0.8848,Etoperidone,0.8838,Doxecitine,0.8837,Oxeclosporin,0.8829
469,Other,Other,99,Nonaperone,0.8802,Non-insulin Hypoglycemic,0.8711,Butaverine,0.8674,Non-Steroidal Estrogen,0.8658,Samelisant,0.8646
470,Other regimens,Other;Treatment Regimen,99,Non-Statin Antilipidemic Agent,0.8885,Combination Anti-Infective Agent,0.8865,Vornorexant,0.8829,Combretastatin A-4,0.8820,Camphor/Menthol-based Formulation,0.8818
471,Other surgery (specify),Other;Surgery,99,Samelisant,0.8621,Non-Steroidal Estrogen,0.8615,Non-Steroidal Aromatase Inhibitor,0.8613,Autologous Muscle-derived Cells for Gastrointestinal Repair,0.8610,Non-insulin Hypoglycemic,0.8597
472,Oxaliplatin,Oxaliplatin,1,Oxaliplatin,1.0000,Liposomal Oxaliplatin,0.9424,Oxaliplatin Eluting Beads,0.9273,Carbon C 14 Oxaliplatin,0.9202,Osimertinib,0.9058
473,PACLITAXEL,Paclitaxel,1,Paclitaxel,1.0000,Paclitaxel Preparation,0.9633,Paclitaxel Trevatide,0.9552,Paclitaxel Liposome,0.9539,Nab-paclitaxel,0.9494
474,PARTIAL_MASTECTOMY,Segmental Mastectomy,99,Meprednisone,0.8789,Metoxepin,0.8743,Maroxepin,0.8693,Mepitiostane,0.8683,Mepivacaine,0.8679
475,PCI-32765,Ibrutinib,99,Factor VIIa Inhibitor PCI-27483,0.9086,PIM Kinase Inhibitor TP-3654,0.8970,Saprisartan,0.8939,pan-RAF Kinase Inhibitor CCT3833,0.8929,PERK Inhibitor NMS-03597812,0.8900
476,PE,Pelvic Exenteration,99,Pezadeftide,0.9271,Pevonedistat,0.9256,Phenesterin,0.9153,Pesampator,0.9131,Epelsiban,0.9120
477,PEITC,Phenethyl Isothiocyanate,1,Phenethyl Isothiocyanate,0.9049,Icapamespib,0.8915,Certepetide,0.8908,Poly IC,0.8898,Picumast,0.8882
478,PEMBRO,Pembrolizumab,1,Pembrolizumab,0.9617,Pemoline,0.9409,Pempidine,0.9349,Pemetrexed,0.9343,Pemedolac,0.9250
479,PEMBROLIZUMAB,Pembrolizumab,1,Pembrolizumab,1.0000,Favezelimab/Pembrolizumab Formulation,0.9361,Pempidine,0.9329,Pemetrexed,0.9325,Atezolizumab,0.9259
480,PF-03084014,Nirogacestat,99,Anti-CXCR4 Monoclonal Antibody PF-06747143,0.9406,Antibody-drug Conjugate PF-06664178,0.9370,IDO1 Inhibitor PF-06840003,0.9362,Antibody-drug Conjugate PF-06647263,0.9353,BRAF Inhibitor PF-07799933,0.9348
481,PF-04449913 (Hedgehog Inhibitor),Glasdegib,99,Hedgehog Pathway Inhibitor,0.9451,EZH2 Inhibitor PF-06821497,0.9422,Hedgehog Inhibitor NLM-001,0.9379,PI3K/mTOR Kinase Inhibitor PF-04691502,0.9308,HIF-1alpha Inhibitor PX-478,0.9299
482,PIM kinase inhibitor,Serine/Threonine Kinase Inhibitor,99,PIM Kinase Inhibitor TP-3654,0.9481,PIM Kinase Inhibitor LGH447,0.9479,pan-PIM Kinase Inhibitor AZD1208,0.9411,PIM Kinase Inhibitor SGI-1776,0.9392,Pimetine,0.9330
483,PIXANTRONE,Pixantrone,1,Pixantrone,1.0000,Pixantrone Dimaleate,0.9689,Pixofisiran,0.9178,Pixatimod,0.9073,Prucalopride,0.8969
484,PLAT CAR-T cell infusion,Chimeric Antigen Receptor T-Cell Therapy,99,Allogeneic CAR-T Cells,0.9151,Anti-EGFRvIII CAR-transduced Allogeneic T-lymphocytes,0.9145,EGFRvIII-specific CAR-transduced Autologous T Lymphocytes,0.9115,Anti-EGFR CAR T Cells Preparation,0.9115,Autologous Anti-ALPP CAR Retroviral Vector-transduced T Cells,0.9102
485,PLATINUM,Platinum,99,Platinum Compound,0.9632,Cisplatin,0.9389,Iproplatin,0.9232,Picoplatin,0.9175,Carboplatin,0.9131
486,PLX3397,Pexidartinib,99,CSF1R Inhibitor PLX73086,0.9141,Plixorafenib,0.9128,Pegylated SN-38 Conjugate PLX038,0.9096,BRD4 Inhibitor PLX51107,0.9073,Axelopran,0.9065
487,PR-104,Nitrogen Mustard Prodrug PR-104,1,Nitrogen Mustard Prodrug PR-104,0.9144,PR-54 (ras-13 Asp) Peptide,0.9137,Anti-DDR1 Monoclonal Antibody PRTH-101,0.9118,PR18 (ras-13 Cys) Peptide,0.9065,PR18 (ras-12CYS) Peptide,0.9042
488,PROSTATECTOMY,Prostatectomy,99,PSA Prostate Cancer Vaccine,0.9017,Dutasteride,0.8997,Rolapitant,0.8940,Raloxifene,0.8926,Crizotinib,0.8917
489,PRS-343,Cinrebafusp Alfa,99,PR-54 (ras-13 Asp) Peptide,0.9043,Argipressin,0.8965,PR18 (ras-13 Cys) Peptide,0.8959,PR-151 Peptide,0.8946,Ilepatril,0.8943
490,PSC,Valspodar,99,PCNU,0.9084,Anti-PSCA Monoclonal Antibody AGS-1C4D4,0.9016,PSA/PSMA/PSCA-encoding DNA Plasmid Vaccine PF-06755990,0.8983,Prazepam,0.8972,Autologous Anti-PSCA-CAR-4-1BB/TCRzeta-CD19t-expressing T-lymphocytes,0.8929
491,PSMA ADC,PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate,99,PSMA Peptide,0.9321,Anti-PSMA Antibody-drug Conjugate,0.9304,Anti-PSMA Monoclonal Antibody-MMAE Conjugate,0.9281,Anti-PSMA/PBD ADC MEDI3726,0.9275,Anti-PSMA Monoclonal Antibody,0.9274
492,PSMA-ADC,PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate,99,Anti-PSMA Antibody-drug Conjugate,0.9405,Anti-PSMA Monoclonal Antibody-MMAE Conjugate,0.9368,Anti-PSMA Monoclonal Antibody,0.9367,PSMA Peptide,0.9362,Anti-PSMA/PBD ADC MEDI3726,0.9349
493,PUNCH,Punch Biopsy,99,Mozavaptan,0.8797,Vinburnine,0.8763,Pinacidil,0.8734,Vinformide,0.8713,Valproate Sodium,0.8707
494,Paclitaxel,Paclitaxel,1,Paclitaxel,1.0000,Paclitaxel Preparation,0.9633,Paclitaxel Trevatide,0.9552,Paclitaxel Liposome,0.9539,Nab-paclitaxel,0.9494
495,Palbociclib,Palbociclib,1,Palbociclib,1.0000,Palbociclib Isethionate,0.9503,Palinavir,0.9294,Briciclib,0.9204,Palifosfamide,0.9091
496,Pancreaticoduodenectomy (Whipple Resection),Whipple Procedure,99,Pancopride,0.8850,Serrapeptase,0.8809,HPPH,0.8787,Sargramostim Plasmid DNA Pancreatic Tumor Cell Vaccine,0.8785,Pentigetide,0.8784
497,Partial Cystectomy,Partial Cystectomy,99,Cysteamine,0.9062,Cystemustine,0.8919,Cysteamine Bitartrate,0.8855,Cysteamine Hydrochloride,0.8827,Coleneuramide,0.8728
498,Partial Mastectomy,Segmental Mastectomy,99,Meprednisone,0.8790,Metoxepin,0.8749,Mepivacaine,0.8717,Masoprocol,0.8700,Maroxepin,0.8700
499,Partial Salpingectomy,Partial Salpingectomy,99,Salprotoside,0.8800,Salsalate,0.8769,Salantel,0.8762,Hydrocortisone Hemisuccinate,0.8689,Salacetamide,0.8685
500,Partial Vaginectomy,Partial;Vaginectomy,99,Vulinacimab,0.8694,Pavinetant,0.8691,Palovarotene,0.8659,Voxeralgagene Autotemcel,0.8642,Personalized Polyepitope Plasmid DNA Breast Cancer Vaccine,0.8639
501,Partial hepatectomy,Partial Hepatectomy,99,Hepatoprotective Agent,0.8865,Phenobarbital,0.8825,Methylprednisolone Hemisuccinate,0.8793,Hydrocortisone Hemisuccinate,0.8753,HPPH,0.8752
502,Partial mastectomy,Segmental Mastectomy,99,Meprednisone,0.8790,Metoxepin,0.8749,Mepivacaine,0.8717,Masoprocol,0.8700,Maroxepin,0.8700
503,Patey's Surgery,Modified Radical Mastectomy,99,Patamostat,0.8823,Patecibart,0.8707,Patupilone,0.8691,Pateclizumab,0.8674,Patritumab,0.8645
504,Pateys surgery,Modified Radical Mastectomy,99,Patamostat,0.8886,Patecibart,0.8802,Patupilone,0.8772,Prasugrel,0.8713,Patritumab,0.8712
505,Peg interferon alfa-2a,Peginterferon Alfa-2a,1,Peginterferon Alfa-2a,0.9747,Recombinant Interferon Alfa-2a,0.9676,Pegylated Interferon Alfa,0.9674,Peginterferon Alfa-2b,0.9662,Recombinant Interferon Alfa-2b,0.9596
506,Pembro,Pembrolizumab,1,Pembrolizumab,0.9617,Pemoline,0.9409,Pempidine,0.9349,Pemetrexed,0.9343,Pemedolac,0.9250
507,Pembrolizumab,Pembrolizumab,1,Pembrolizumab,1.0000,Favezelimab/Pembrolizumab Formulation,0.9361,Pempidine,0.9329,Pemetrexed,0.9325,Atezolizumab,0.9259
508,Pembrolizumab (Arizona),Pembrolizumab,1,Pembrolizumab,0.9559,Atezolizumab,0.9194,Daclizumab,0.9147,Pemrametostat,0.9139,Zirconium Zr 89 Pembrolizumab,0.9127
509,Pemetrexed,Pemetrexed,1,Pemetrexed,1.0000,Pemetrexed Disodium,0.9594,Pemetrexed Tromethamine,0.9556,Pempidine,0.9388,Pemoline,0.9375
510,Pentamadine,Pentamidine,99,Pentorex,0.9324,Pentiapine,0.9324,Pentopril,0.9321,Pentalamide,0.9304,Pentamorphone,0.9291
511,Pericardial Effusion,Pericardial Effusion,99,Periciazine,0.8992,Azimexon,0.8817,Promecarb,0.8788,Omeprazole,0.8785,Ethonam,0.8783
512,Pertuzumab,Pertuzumab,1,Pertuzumab,1.0000,Pertuzumab Zuvotolimod,0.9424,Vandortuzumab,0.9216,Xentuzumab,0.9192,Cetuximab,0.9165
513,Pexidartinib,Pexidartinib,1,Pexidartinib,1.0000,Pexidartinib Hydrochloride,0.9682,Pexmetinib,0.9338,Pexopiprant,0.9295,Pexantel,0.9294
514,PiBr,Pipobroman,99,Piberaline,0.9591,Pibecarb,0.9529,Piboserod,0.9472,Pibaxizine,0.9437,Pibenzimol,0.9436
515,Plaque,Plaque Radiotherapy,99,Aclantate,0.8844,Prodipine,0.8812,Metaproterenol,0.8811,Cliprofen,0.8797,Aptazapine,0.8781
516,Platinum,Platinum,99,Platinum Compound,0.9632,Cisplatin,0.9389,Iproplatin,0.9232,Picoplatin,0.9175,Carboplatin,0.9131
517,Pleural Effusion,Pleural Effusion,99,Pleuromulin,0.8838,Plecanatide,0.8813,Promethazine Hydrobromide,0.8803,Pimelautide,0.8794,Pimetremide,0.8792
518,Ponatinib,Ponatinib,1,Ponatinib,1.0000,Ponatinib Hydrochloride,0.9659,Neratinib,0.9254,Ponfibrate,0.9251,Telatinib,0.9244
519,Pracinostat,Pracinostat,1,Pracinostat,1.0000,Praconase,0.9368,Purinostat,0.9288,Practolol,0.9250,Vorinostat,0.9165
520,Pravastatin,Pravastatin,1,Pravastatin,1.0000,Pravastatin Sodium,0.9592,Pralatrexate,0.9383,Pradefovir,0.9352,Pranoprofen,0.9323
521,Pred,Prednisone,99,Prednazate,0.9604,Prednival,0.9491,Prednicarbate,0.9333,Prednimustine,0.9306,Prednylidene,0.9285
522,Prednisolone,Prednisolone,1,Prednisolone,1.0000,Prednisolone Acetate,0.9611,Prednisolone Sodium Phosphate,0.9590,Prednisolone Sodium Succinate,0.9509,Prednisone,0.9495
523,Prednisone,Prednisone,1,Prednisone,1.0000,Prednisolone,0.9495,Methylprednisolone,0.9395,Dexamethasone,0.9238,Dexamethasone Phosphate,0.9234
524,Primary Debulking,Primary Debulking Surgery,99,Debamestrocel,0.8819,Prosulpride,0.8756,Deboxamet,0.8685,Pomulmeran,0.8658,Besulpamide,0.8622
525,Procarbazine,Procarbazine,1,Procarbazine,1.0000,Procarbazine Hydrochloride,0.9738,Dacarbazine,0.9450,Procodazole,0.9405,Procaine,0.9372
526,Proton 3d conformal,Proton Beam Radiation Therapy;3-Dimensional Conformal Radiation Therapy,99,Propazolamide,0.8607,Piquindone,0.8571,Phenylbutazone,0.8567,Zolpidem,0.8554,Epipropidine,0.8546
527,Proton beam,Proton Beam Radiation Therapy,99,Proton Pump Inhibitor,0.8763,Bortezomib,0.8738,HPPH,0.8737,Puromycin,0.8721,Nab-paclitaxel,0.8720
528,Provenge,Sipuleucel-T,99,Semuloparin,0.8743,Ancarolol,0.8714,Figopitant,0.8703,Alogliptin,0.8699,Prusogliptin,0.8687
529,Pylorus preserving pancreatoduodenectomy,Pylorus-sparing pancreaticoduodenectomy (procedure),99,Pancopride,0.8834,Pradusinstobart,0.8730,Pancrelipase,0.8726,Pentigetide,0.8707,Pancrelipase Amylase,0.8659
530,Quizartinib,Quizartinib,1,Quizartinib,1.0000,Quizartinib Dihydrochloride,0.9370,Quisultazine,0.9251,Quifenadine,0.9188,Quilostigmine,0.9148
531,RAM,Ramucirumab,99,Ramelteon,0.9376,Ramipril,0.9356,Ramciclane,0.9281,Ramatercept,0.9256,Ramiprilat,0.9255
532,RAPAMYCIN,Sirolimus,2,Encapsulated Rapamycin,0.9408,Sirolimus,0.9344,Synthetic Vaccine Particles-Rapamycin,0.9186,Rituximab,0.9151,Everolimus,0.9118
533,REGN1400,Anti-ErbB3 Monoclonal Antibody REGN1400,1,Anti-ErbB3 Monoclonal Antibody REGN1400,0.9403,Anti-EGFR/CD28 Bispecific Antibody REGN7075,0.9081,Regorafenib,0.9080,Anti-CTLA-4 Monoclonal Antibody REGN4659,0.9072,Regavirumab,0.9070
534,REN1400,Anti-ErbB3 Monoclonal Antibody REGN1400,99,Renanolone,0.8981,Renzapride,0.8910,Anti-PD-L1 Monoclonal Antibody GR1405,0.8766,Pheneturide,0.8714,Anti-CD30 Monoclonal Antibody MDX-1401,0.8699
535,RG7112,MDM2 Inhibitor,99,RG 13022,0.9154,Anti-TWEAK Monoclonal Antibody RG7212,0.9115,RG 14620,0.9091,HPV16 RG1 VLP Vaccine,0.9073,RG 12915,0.9031
536,RO4929097,Gamma-Secretase Inhibitor RO4929097,1,Gamma-Secretase Inhibitor RO4929097,0.9319,TLR7 Agonist RO7119929,0.9136,Anti-CD44 Monoclonal Antibody RO5429083,0.9109,Ro 31-8220,0.9075,MEK Inhibitor RO4987655,0.9038
