official_label,clean_code
obsolete_Autosomal recessive spastic paraplegia type 20,EFO:Orphanet_101000
obsolete_Autosomal recessive spastic paraplegia type 21,EFO:Orphanet_101001
Autosomal recessive spastic paraplegia type 23,EFO:Orphanet_101003
Autosomal recessive spastic paraplegia type 24,EFO:Orphanet_101004
Autosomal recessive spastic paraplegia type 25,EFO:Orphanet_101005
Autosomal recessive spastic paraplegia type 26,EFO:Orphanet_101006
Autosomal recessive spastic paraplegia type 27,EFO:Orphanet_101007
Autosomal recessive spastic paraplegia type 28,EFO:Orphanet_101008
Autosomal dominant spastic paraplegia type 29,EFO:Orphanet_101009
Autosomal recessive spastic paraplegia type 30,EFO:Orphanet_101010
Autosomal dominant spastic paraplegia type 31,EFO:Orphanet_101011
Romano-Ward syndrome,EFO:Orphanet_101016
obsolete_Mediterranean macrothrombocytopenia,EFO:Orphanet_101022
obsolete_transaldolase deficiency,EFO:Orphanet_101028
obsolete_sub-cortical nodular heterotopia,EFO:Orphanet_101029
obsolete_subependymal nodular heterotopia,EFO:Orphanet_101030
Peters anomaly - cataract,EFO:Orphanet_101033
obsolete_Female restricted epilepsy with intellectual disability,EFO:Orphanet_101039
obsolete_familial hypofibrinogenemia,EFO:Orphanet_101041
Taussig-Bing syndrome,EFO:Orphanet_101042
obsolete_Autosomal dominant epilepsy with auditory features,EFO:Orphanet_101046
Familial hypocalciuric hypercalcemia type 2,EFO:Orphanet_101049
Familial hypocalciuric hypercalcemia type 3,EFO:Orphanet_101050
Microlissencephaly type B,EFO:Orphanet_101052
Situs inversus totalis,EFO:Orphanet_101063
obsolete_congenital stromal corneal dystrophy,EFO:Orphanet_101068
obsolete_bilateral frontoparietal polymicrogyria,EFO:Orphanet_101070
obsolete_unilateral hemispheric polymicrogyria,EFO:Orphanet_101071
X-linked Charcot-Marie-Tooth disease type 1,EFO:Orphanet_101075
X-linked Charcot-Marie-Tooth disease type 2,EFO:Orphanet_101076
X-linked Charcot-Marie-Tooth disease type 3,EFO:Orphanet_101077
X-linked Charcot-Marie-Tooth disease type 4,EFO:Orphanet_101078
obsolete_Charcot-Marie-Tooth disease type 1A,EFO:Orphanet_101081
obsolete_Charcot-Marie-Tooth disease type 1B,EFO:Orphanet_101082
obsolete_Charcot-Marie-Tooth disease type 1C,EFO:Orphanet_101083
obsolete_Charcot-Marie-Tooth disease type 1D,EFO:Orphanet_101084
obsolete_Charcot-Marie-Tooth disease type 1F,EFO:Orphanet_101085
X-linked hyper-IgM syndrome,EFO:Orphanet_101088
obsolete_hyper-IgM syndrome type 2,EFO:Orphanet_101089
obsolete_hyper-IgM syndrome type 3,EFO:Orphanet_101090
obsolete_hyper-IgM syndrome type 4,EFO:Orphanet_101091
obsolete_hyper-IgM syndrome type 5,EFO:Orphanet_101092
Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,EFO:Orphanet_101097
obsolete_Charcot-Marie-Tooth disease type 2B2,EFO:Orphanet_101101
Charcot-Marie-Tooth disease type 2H,EFO:Orphanet_101102
obsolete_Marin-Amat syndrome,EFO:Orphanet_101104
obsolete_spinocerebellar ataxia type 23,EFO:Orphanet_101108
obsolete_spinocerebellar ataxia type 28,EFO:Orphanet_101109
obsolete_spinocerebellar ataxia type 20,EFO:Orphanet_101110
obsolete_spinocerebellar ataxia type 25,EFO:Orphanet_101111
obsolete_spinocerebellar ataxia type 26,EFO:Orphanet_101112
Autosomal recessive dopa-responsive dystonia,EFO:Orphanet_101150
obsolete_porphyria cutanea tarda,EFO:Orphanet_101330
obsolete_familial isolated congenital asplenia,EFO:Orphanet_101351
Alopecia - intellectual disability - hypergonadotropic hypogonadism,EFO:Orphanet_1014
Rare genetic eye disease,EFO:Orphanet_101435
Rare intellectual disability without developmental anomaly,EFO:Orphanet_101685
X-linked diffuse leiomyomatosis - Alport syndrome,EFO:Orphanet_1018
obsolete_genetic cardiac rhythm disease,EFO:Orphanet_101934
Rare metabolic liver disease,EFO:Orphanet_101940
Rare dyslipidemia,EFO:Orphanet_101953
obsolete_pituitary deficiency,EFO:Orphanet_101957
Genetic chronic primary adrenal insufficiency,EFO:Orphanet_101960
Combined T and B cell immunodeficiency,EFO:Orphanet_101972
obsolete_immunodeficiency predominantly affecting antibody production,EFO:Orphanet_101977
obsolete_constitutional neutropenia,EFO:Orphanet_101987
Primary immunodeficiency due to a defect in innate immunity,EFO:Orphanet_101988
Immunodeficiency due to a complement cascade protein anomaly,EFO:Orphanet_101992
obsolete_Primary immunodeficiency,EFO:Orphanet_101997
obsolete_early-onset autosomal dominant Alzheimer disease,EFO:Orphanet_1020
obsolete_classic lissencephaly,EFO:Orphanet_102009
Other syndrome with lissencephaly as a major feature,EFO:Orphanet_102010
obsolete_lissencephaly type 3,EFO:Orphanet_102011
obsolete_pure hereditary spastic paraplegia,EFO:Orphanet_102012
obsolete_complex hereditary spastic paraplegia,EFO:Orphanet_102013
Autosomal dominant limb-girdle muscular dystrophy,EFO:Orphanet_102014
obsolete_autosomal recessive limb-girdle muscular dystrophy,EFO:Orphanet_102015
Autosomal monosomy,EFO:Orphanet_102020
Amaurosis - hypertrichosis,EFO:Orphanet_1021
obsolete_multiple congenital anomalies/dysmorphic syndrome-intellectual disability,EFO:Orphanet_102283
"Congenital generalized hypertrichosis, Ambras type",EFO:Orphanet_1023
obsolete_primary glomerular disease,EFO:Orphanet_102373
obsolete_autosomal recessive amelia,EFO:Orphanet_1027
Amelo-onycho-hypohidrotic syndrome,EFO:Orphanet_1028
obsolete_Genetic optic atrophy,EFO:Orphanet_103
obsolete_Amelogenesis imperfecta - nephrocalcinosis,EFO:Orphanet_1031
obsolete_hyperdibasic aminoaciduria type 1,EFO:Orphanet_1032
Amniotic bands,EFO:Orphanet_1034
obsolete_encephalopathy due to beta-mercaptolactate-cysteine disulfiduria,EFO:Orphanet_1035
obsolete_arthrogryposis multiplex congenita,EFO:Orphanet_1037
obsolete_chronic diarrhea due to glucoamylase deficiency,EFO:Orphanet_103907
obsolete_congenital sodium diarrhea,EFO:Orphanet_103908
obsolete_diarrhea-vomiting due to trehalase deficiency,EFO:Orphanet_103909
obsolete_congenital enterocyte heparan sulfate deficiency,EFO:Orphanet_103910
Epithelio-exfoliative colitis - deafness,EFO:Orphanet_103912
obsolete_Leber hereditary optic neuropathy,EFO:Orphanet_104
obsolete_metaphyseal anadysplasia,EFO:Orphanet_1040
obsolete_congenital intestinal transport defect,EFO:Orphanet_104003
obsolete_intestinal disease due to vitamin absorption anomaly,EFO:Orphanet_104004
Congenital intestinal disease due to an enzymatic defect,EFO:Orphanet_104006
obsolete_congenital enteropathy involving intestinal mucosa development,EFO:Orphanet_104007
Congenital intestinal motility disorder,EFO:Orphanet_104009
Metabolic disease with intestinal involvement,EFO:Orphanet_104013
obsolete_myopathic intestinal pseudoobstruction,EFO:Orphanet_104077
Unclassified intestinal pseudoobstruction,EFO:Orphanet_104078
Anemia due to adenosine triphosphatase deficiency,EFO:Orphanet_1044
Lethal hemolytic anemia - genital anomalies,EFO:Orphanet_1046
Isolated anencephaly/exencephaly,EFO:Orphanet_1048
obsolete_atresia of urethra,EFO:Orphanet_105
obsolete_Ramos-Arroyo syndrome,EFO:Orphanet_1051
obsolete_mosaic variegated aneuploidy syndrome,EFO:Orphanet_1052
obsolete_blue rubber bleb nevus,EFO:Orphanet_1059
obsolete_hereditary neurocutaneous angioma,EFO:Orphanet_1062
obsolete_tufted angioma,EFO:Orphanet_1063
Aniridia - renal agenesis - psychomotor retardation,EFO:Orphanet_1064
Aniridia - cerebellar ataxia - intellectual disability,EFO:Orphanet_1065
Aniridia - ptosis - intellectual disability - familial obesity,EFO:Orphanet_1067
Aniridia-intellectual disability syndrome,EFO:Orphanet_1068
Aniridia - absent patella,EFO:Orphanet_1069
BOR syndrome,EFO:Orphanet_107
Ankyloblepharon - ectodermal defects - cleft lip/palate,EFO:Orphanet_1071
Ankyloblepharon filiforme adnatum - cleft palate,EFO:Orphanet_1072
Ankyloblepharon filiforme - imperforate anus,EFO:Orphanet_1074
Dental ankylosis,EFO:Orphanet_1077
Thumb stiffness - brachydactyly - intellectual disability,EFO:Orphanet_1078
obsolete_microlissencephaly,EFO:Orphanet_1083
obsolete_isolated lissencephaly type 1 without known genetic defects,EFO:Orphanet_1084
obsolete_short stature-heart defect-craniofacial anomalies syndrome,EFO:Orphanet_1088
obsolete_non-syndromic esophageal malformation,EFO:Orphanet_108959
obsolete_non-syndromic gastroduodenal malformation,EFO:Orphanet_108963
obsolete_syndromic gastroduodenal malformation,EFO:Orphanet_108965
obsolete_non-syndromic intestinal malformation,EFO:Orphanet_108967
obsolete_syndromic intestinal malformation,EFO:Orphanet_108969
obsolete_non-syndromic visceral malformation,EFO:Orphanet_108971
obsolete_syndromic visceral malformation,EFO:Orphanet_108973
obsolete_non-syndromic developmental defect of the eye,EFO:Orphanet_108985
Syndromic developmental defect of the eye,EFO:Orphanet_108987
obsolete_non-syndromic respiratory or mediastinal malformation,EFO:Orphanet_108993
obsolete_Bannayan-Riley-Ruvalcaba syndrome,EFO:Orphanet_109
obsolete_arthrogryposis syndrome,EFO:Orphanet_109007
obsolete_non-syndromic limb malformation,EFO:Orphanet_109011
obsolete_renal-genital-middle ear anomalies,EFO:Orphanet_1092
Anonychia - microcephaly,EFO:Orphanet_1094
obsolete_pentasomy X,EFO:Orphanet_11
obsolete_Bardet-Biedl syndrome,EFO:Orphanet_110
Anophthalmia - megalocornea - cardiopathy - skeletal anomalies,EFO:Orphanet_1101
obsolete_anophthalmia plus syndrome,EFO:Orphanet_1104
obsolete_microphthalmia with limb anomalies,EFO:Orphanet_1106
obsolete_Barth syndrome,EFO:Orphanet_111
Aortic arch anomaly - peculiar facies - intellectual disability,EFO:Orphanet_1110
Aphalangy - hemivertebrae - urogenital-intestinal dysgenesis,EFO:Orphanet_1112
Aphalangy - syndactyly - microcephaly,EFO:Orphanet_1113
obsolete_circumscribed cutaneous aplasia of the vertex,EFO:Orphanet_1114
obsolete_recessive aplasia cutis congenita of limbs,EFO:Orphanet_1115
Aplasia cutis congenita - intestinal lymphangiectasia,EFO:Orphanet_1116
Aplasia cutis - myopia,EFO:Orphanet_1117
Fibular aplasia - ectrodactyly,EFO:Orphanet_1118
obsolete_Bartter syndrome,EFO:Orphanet_112
Lung agenesis - heart defect - thumb anomalies,EFO:Orphanet_1120
Radial deficiency - tibial hypoplasia,EFO:Orphanet_1121
Ulnar hypoplasia - split foot,EFO:Orphanet_1122
Caudal appendage - deafness,EFO:Orphanet_1123
"obsolete_ocular motor apraxia, Cogan type",EFO:Orphanet_1125
obsolete_aprosencephaly cerebellar dysgenesis,EFO:Orphanet_1126
Arachnodactyly - abnormal ossification - intellectual disability,EFO:Orphanet_1129
Bazex-Dupré-Christol syndrome,EFO:Orphanet_113
Arachnodactyly - intellectual disability - dysmorphism,EFO:Orphanet_1130
obsolete_X-linked mandibulofacial dysostosis,EFO:Orphanet_1131
obsolete_AREDYLD syndrome,EFO:Orphanet_1133
Arrhinia - choanal atresia - microphthalmia,EFO:Orphanet_1135
Arnold-Chiari malformation type II,EFO:Orphanet_1136
obsolete_auriculoosteodysplasia,EFO:Orphanet_114
Neurogenic arthrogryposis multiplex congenita,EFO:Orphanet_1143
Arthrogryposis-like hand anomaly - sensorineural deafness,EFO:Orphanet_1144
X-linked distal arthrogryposis multiplex congenita,EFO:Orphanet_1145
obsolete_digitotalar dysmorphism,EFO:Orphanet_1146
obsolete_Sheldon-hall syndrome,EFO:Orphanet_1147
obsolete_arthrogryposis-like syndrome,EFO:Orphanet_1149
obsolete_congenital contractural arachnodactyly,EFO:Orphanet_115
Arthrogryposis multiplex congenita - whistling face,EFO:Orphanet_1150
Arthrogryposis with oculomotor limitation and electroretinal anomalies,EFO:Orphanet_1154
obsolete_arthrogryposis due to muscular dystrophy,EFO:Orphanet_1155
obsolete_progressive pseudorheumatoid arthropathy of childhood,EFO:Orphanet_1159
obsolete_Beckwith-Wiedemann syndrome,EFO:Orphanet_116
obsolete_congenital unilateral hypoplasia of depressor anguli oris,EFO:Orphanet_1166
Ataxia - oculomotor apraxia type 1,EFO:Orphanet_1168
Autosomal recessive cerebelloparenchymal disorder type 3,EFO:Orphanet_1170
Cerebellar ataxia - areflexia - pes cavus - optic atrophy - sensorineural hearing loss,EFO:Orphanet_1171
obsolete_autosomal recessive cerebellar ataxia,EFO:Orphanet_1172
Cerebellar ataxia - hypogonadism,EFO:Orphanet_1173
Cerebellar ataxia - ectodermal dysplasia,EFO:Orphanet_1174
obsolete_X-linked progressive cerebellar ataxia,EFO:Orphanet_1175
obsolete_syndromic anorectal malformation,EFO:Orphanet_117573
obsolete_early-onset cerebellar ataxia with retained tendon reflexes,EFO:Orphanet_1177
Ataxia - tapetoretinal degeneration,EFO:Orphanet_1178
obsolete_benign paroxysmal tonic upgaze of childhood with ataxia,EFO:Orphanet_1179
obsolete_beta-mannosidosis,EFO:Orphanet_118
Ataxia - hypogonadism - choroidal dystrophy,EFO:Orphanet_1180
Spastic ataxia with congenital miosis,EFO:Orphanet_1182
Spinocerebellar ataxia - dysmorphism,EFO:Orphanet_1185
obsolete_infantile onset spinocerebellar ataxia,EFO:Orphanet_1186
Lethal ataxia with deafness and optic atrophy,EFO:Orphanet_1187
Ataxia-deafness-intellectual disability syndrome,EFO:Orphanet_1188
obsolete_autosomal recessive limb-girdle muscular dystrophy type 2E,EFO:Orphanet_119
obsolete_atelosteogenesis type I,EFO:Orphanet_1190
Atherosclerosis - deafness - diabetes - epilepsy - nephropathy,EFO:Orphanet_1192
obsolete_Atkin-Flaitz syndrome,EFO:Orphanet_1193
Mitochondrial encephalo-cardio-myopathy due to TMEM70 deficiency,EFO:Orphanet_1194
Congenital atransferrinemia,EFO:Orphanet_1195
obsolete_colonic atresia,EFO:Orphanet_1198
Choanal atresia-deafness-cardiac defects-dysmorphism syndrome,EFO:Orphanet_1200
obsolete_atresia of small intestine,EFO:Orphanet_1201
obsolete_larynx atresia,EFO:Orphanet_1202
obsolete_duodenal atresia,EFO:Orphanet_1203
obsolete_autosomal dominant optic atrophy plus syndrome,EFO:Orphanet_1215
obsolete_autosomal dominant congenital benign spinal muscular atrophy,EFO:Orphanet_1216
Spinal atrophy - ophthalmoplegia - pyramidal syndrome,EFO:Orphanet_1217
Birt-Hogg-Dubé syndrome,EFO:Orphanet_122
obsolete_Baller-Gerold syndrome,EFO:Orphanet_1225
obsolete_Bamforth-Lazarus syndrome,EFO:Orphanet_1226
obsolete_Bangstad syndrome,EFO:Orphanet_1227
obsolete_Banki syndrome,EFO:Orphanet_1228
Congenital intrauterine infection-like syndrome,EFO:Orphanet_1229
Björnstad syndrome,EFO:Orphanet_123
obsolete_Barber-Say syndrome,EFO:Orphanet_1231
obsolete_Bartsocas-Papas syndrome,EFO:Orphanet_1234
obsolete_Beemer-Ertbruggen syndrome,EFO:Orphanet_1237
obsolete_Behr syndrome,EFO:Orphanet_1239
Blackfan-Diamond anemia,EFO:Orphanet_124
obsolete_metaphyseal acroscyphodysplasia,EFO:Orphanet_1240
obsolete_Bencze syndrome,EFO:Orphanet_1241
Best vitelliform macular dystrophy,EFO:Orphanet_1243
Brachydactyly - nystagmus - cerebellar ataxia,EFO:Orphanet_1246
Maxillonasal dysplasia,EFO:Orphanet_1248
obsolete_Bloom syndrome,EFO:Orphanet_125
obsolete_blepharonasofacial malformation syndrome,EFO:Orphanet_1252
obsolete_Ascher syndrome,EFO:Orphanet_1253
Blepharophimosis - radioulnar synostosis,EFO:Orphanet_1256
Blepharoptosis - cleft palate - ectrodactyly - dental anomalies,EFO:Orphanet_1258
Blepharoptosis - myopia - ectopia lentis,EFO:Orphanet_1259
obsolete_Blepharophimosis - epicanthus inversus - ptosis,EFO:Orphanet_126
obsolete_sino-auricular heart block,EFO:Orphanet_1260
obsolete_Bonnemann-Meinecke-Reich syndrome,EFO:Orphanet_1261
obsolete_Böök syndrome,EFO:Orphanet_1262
obsolete_Boomerang dysplasia,EFO:Orphanet_1263
obsolete_tricho-retino-dento-digital syndrome,EFO:Orphanet_1264
"Dermato-cardio-skeletal syndrome, Borrone type",EFO:Orphanet_1266
obsolete_Borjeson-Forssman-Lehmann syndrome,EFO:Orphanet_127
obsolete_Bowen-Conradi syndrome,EFO:Orphanet_1270
obsolete_fine-Lubinsky syndrome,EFO:Orphanet_1272
Brachydactyly - elbow wrist dysplasia,EFO:Orphanet_1275
Brachydactyly - arterial hypertension,EFO:Orphanet_1276
Brachydactyly - mesomelia - intellectual disability - heart defects,EFO:Orphanet_1277
Brachydactyly - preaxial hallux varus,EFO:Orphanet_1278
Brachymorphism - onychodysplasia - dysphalangism,EFO:Orphanet_1292
obsolete_brachyolmia,EFO:Orphanet_1293
Brachytelephalangy - dysmorphism - Kallmann syndrome,EFO:Orphanet_1295
obsolete_Lambert syndrome,EFO:Orphanet_1296
Branchio-oculo-facial syndrome,EFO:Orphanet_1297
Branchio-skeleto-genital syndrome,EFO:Orphanet_1299
6-pyruvoyl-tetrahydropterin synthase deficiency,EFO:Orphanet_13
obsolete_Brugada syndrome,EFO:Orphanet_130
obsolete_autosomal dominant popliteal pterygium syndrome,EFO:Orphanet_1300
obsolete_Feingold syndrome,EFO:Orphanet_1305
obsolete_Buschke-Ollendorff syndrome,EFO:Orphanet_1306
obsolete_Distal limb deficiencies - micrognathia syndrome,EFO:Orphanet_1307
obsolete_C syndrome,EFO:Orphanet_1308
obsolete_medullary sponge kidney,EFO:Orphanet_1309
obsolete_Caffey disease,EFO:Orphanet_1310
"obsolete_campomelia, Cumming type",EFO:Orphanet_1318
obsolete_camptobrachydactyly,EFO:Orphanet_1319
obsolete_butyrylcholinesterase deficiency,EFO:Orphanet_132
Camptodactyly - taurinuria,EFO:Orphanet_1325
"obsolete_camptodactyly syndrome, Guadalajara type 2",EFO:Orphanet_1326
"obsolete_camptodactyly syndrome, Guadalajara type 1",EFO:Orphanet_1327
obsolete_Camurati-Engelmann disease,EFO:Orphanet_1328
Familial prostate cancer,EFO:Orphanet_1331
obsolete_familial pancreatic carcinoma,EFO:Orphanet_1333
Chronic mucocutaneous candidosis,EFO:Orphanet_1334
Cantrell pentalogy,EFO:Orphanet_1335
obsolete_hyperkeratosis-hyperpigmentation syndrome,EFO:Orphanet_1336
Heart defect-tongue hamartoma-polysyndactyly syndrome,EFO:Orphanet_1338
obsolete_Ketoacidosis due to beta-ketothiolase deficiency,EFO:Orphanet_134
obsolete_cardiofaciocutaneous syndrome,EFO:Orphanet_1340
obsolete_heart-hand syndrome type 3,EFO:Orphanet_1342
Atrial stand still,EFO:Orphanet_1344
Cardiomyopathy - cataract - hip spine disease,EFO:Orphanet_1345
obsolete_maternally-inherited cardiomyopathy and hearing loss,EFO:Orphanet_1349
CACH syndrome,EFO:Orphanet_135
obsolete_heart-hand syndrome type 2,EFO:Orphanet_1350
obsolete_Atrioventricular defect - blepharophimosis -radial defects,EFO:Orphanet_1352
Heart defects - limb shortening,EFO:Orphanet_1354
Heart defect - round face - congenital developmental delay,EFO:Orphanet_1355
Carey-Fineman-Ziter  syndrome,EFO:Orphanet_1358
obsolete_Carney complex,EFO:Orphanet_1359
CADASIL,EFO:Orphanet_136
obsolete_carnosinemia,EFO:Orphanet_1361
obsolete_autosomal recessive palmoplantar keratoderma and congenital alopecia,EFO:Orphanet_1366
Cataract - ataxia - deafness,EFO:Orphanet_1368
Congenital cataract - hypertrophic cardiomyopathy - mitochondrial myopathy,EFO:Orphanet_1369
obsolete_congenital disorder of glycosylation,EFO:Orphanet_137
Cataract - aberrant oral frenula - growth delay,EFO:Orphanet_1373
Cataract - hypertrichosis - intellectual disability,EFO:Orphanet_1375
Congenital cataract - ichthyosis,EFO:Orphanet_1376
obsolete_Legius syndrome,EFO:Orphanet_137605
Segmental outgrowth - lipomatosis - arteriovenous malformation - epidermal nevus,EFO:Orphanet_137608
Intractable diarrhea - choanal atresia - eye anomalies,EFO:Orphanet_137622
obsolete_glycogen storage disease due to muscle and heart glycogen synthase deficiency,EFO:Orphanet_137625
Cardiac anomalies - heterotaxy,EFO:Orphanet_137628
"Lung fibrosis - immunodeficiency - 46,XX gonadal dysgenesis",EFO:Orphanet_137631
Overgrowth - macrocephaly - facial dysmorphism,EFO:Orphanet_137634
Leukoencephalopathy - ataxia - hypodontia - hypomyelination,EFO:Orphanet_137639
Microcephaly - digital anomalies - intellectual disability,EFO:Orphanet_137653
Microcephaly - intellectual disability - phalangeal and neurological anomalies,EFO:Orphanet_137658
Capillary malformation - arteriovenous malformation,EFO:Orphanet_137667
obsolete_histiocytoid cardiomyopathy,EFO:Orphanet_137675
"obsolete_Czech dysplasia, metatarsal type",EFO:Orphanet_137678
Hepatoencephalopathy due to combined oxidative phosphorylation deficiency type 1,EFO:Orphanet_137681
Cataract-microcornea syndrome,EFO:Orphanet_1377
Neurological conditions associated with aminoacylase 1 deficiency,EFO:Orphanet_137754
Lethal congenital contracture syndrome type 2,EFO:Orphanet_137776
Lethal congenital contracture syndrome type 3,EFO:Orphanet_137783
X-linked intellectual disability - cerebellar hypoplasia,EFO:Orphanet_137831
obsolete_Frank-Ter Haar syndrome,EFO:Orphanet_137834
obsolete_Madras motor neuron disease,EFO:Orphanet_137867
obsolete_laminopathy type Decaudain-Vigouroux,EFO:Orphanet_137871
obsolete_auriculocondylar syndrome,EFO:Orphanet_137888
Male infertility due to large-headed multiflagellar polyploid spermatozoa,EFO:Orphanet_137893
Leukoencephalopathy with brain stem and spinal cord involvement - high lactate,EFO:Orphanet_137898
obsolete_isolated optic nerve hypoplasia,EFO:Orphanet_137902
obsolete_syndromic optic nerve hypoplasia,EFO:Orphanet_137905
obsolete_hypotonia with lactic acidemia and hyperammonemia,EFO:Orphanet_137908
Autism - facial port-wine stain,EFO:Orphanet_137911
obsolete_CHARGE syndrome,EFO:Orphanet_138
Cataract - nephropathy - encephalopathy,EFO:Orphanet_1380
Pierre Robin syndrome associated with collagen disease,EFO:Orphanet_138041
Pierre Robin syndrome associated with a chromosomal anomaly,EFO:Orphanet_138047
Pierre Robin syndrome associated with branchial archs anomalies,EFO:Orphanet_138050
Pierre Robin syndrome associated with bone disease,EFO:Orphanet_138055
Syndrome associated with Pierre Robin syndrome,EFO:Orphanet_138063
Pierre Robin syndrome associated with miscellaneous anomalies,EFO:Orphanet_138066
Cataract - intellectual disability - anal atresia - urinary defects,EFO:Orphanet_1381
Cataract - deafness - hypogonadism,EFO:Orphanet_1383
Cataract - intellectual disability - hypogonadism,EFO:Orphanet_1387
obsolete_Catel-Manzke syndrome,EFO:Orphanet_1388
Cortical blindness - intellectual disability - polydactyly,EFO:Orphanet_1389
obsolete_CHILD syndrome,EFO:Orphanet_139
Night blindness - skeletal anomalies - dysmorphism,EFO:Orphanet_1390
obsolete_developmental anomaly of metabolic origin,EFO:Orphanet_139009
Malformation syndrome with skin/mucosae involvement,EFO:Orphanet_139027
Malformation syndrome with connective tissue involvement,EFO:Orphanet_139030
obsolete_orofacial clefting syndrome,EFO:Orphanet_139039
Cerebro-costo-mandibular syndrome,EFO:Orphanet_1393
Recessive hereditary methemoglobinemia type 1,EFO:Orphanet_139373
Recessive hereditary methemoglobinemia type 2,EFO:Orphanet_139380
obsolete_isolated craniosynostosis,EFO:Orphanet_139390
obsolete_syndromic craniosynostosis,EFO:Orphanet_139393
obsolete_X-linked cerebral adrenoleukodystrophy,EFO:Orphanet_139396
obsolete_adrenomyeloneuropathy,EFO:Orphanet_139399
Cerebro-facio-thoracic dysplasia,EFO:Orphanet_1394
obsolete_encephalopathy due to prosaposin deficiency,EFO:Orphanet_139406
obsolete_Carney triad,EFO:Orphanet_139411
Hypomyelination with atrophy of basal ganglia and cerebellum,EFO:Orphanet_139441
obsolete_leukoencephalopathy with bilateral anterior temporal lobe cysts,EFO:Orphanet_139444
obsolete_progressive cavitating leukoencephalopathy,EFO:Orphanet_139447
Microtia - eye coloboma - imperforation of the nasolacrimal duct,EFO:Orphanet_139450
obsolete_autosomal recessive bestrophinopathy,EFO:Orphanet_139455
obsolete_SERKAL syndrome,EFO:Orphanet_139466
obsolete_microphthalmia with brain and digit anomalies,EFO:Orphanet_139471
obsolete_17q11.2 microduplication syndrome,EFO:Orphanet_139474
Autosomal recessive spastic paraplegia type 39,EFO:Orphanet_139480
obsolete_autosomal recessive ataxia due to ubiquinone deficiency,EFO:Orphanet_139485
obsolete_hemochromatosis type 4,EFO:Orphanet_139491
obsolete_African iron overload,EFO:Orphanet_139507
obsolete_neuropathy with hearing impairment,EFO:Orphanet_139512
obsolete_Charcot-Marie-Tooth disease type 4J,EFO:Orphanet_139515
Distal hereditary motor neuropathy type 1,EFO:Orphanet_139518
obsolete_distal hereditary motor neuropathy type 2,EFO:Orphanet_139525
Distal hereditary motor neuropathy type 5,EFO:Orphanet_139536
obsolete_distal spinal muscular atrophy type 3,EFO:Orphanet_139547
"obsolete_Distal hereditary motor neuropathy, Jerash type",EFO:Orphanet_139552
obsolete_X-linked distal spinal muscular atrophy,EFO:Orphanet_139557
obsolete_hereditary sensory and autonomic neuropathy type 1B,EFO:Orphanet_139564
obsolete_hereditary sensory and autonomic neuropathy with deafness and global delay,EFO:Orphanet_139573
obsolete_hereditary sensory and autonomic neuropathy with spastic paraplegia,EFO:Orphanet_139578
X-linked hereditary sensory and autonomic neuropathy with deafness,EFO:Orphanet_139583
obsolete_distal hereditary motor neuropathy type 7,EFO:Orphanet_139589
Cerebro-reno-digital syndrome,EFO:Orphanet_1396
Cerebellum agenesis - hydrocephaly,EFO:Orphanet_1397
obsolete_Richards-Rundle syndrome,EFO:Orphanet_1399
obsolete_abetalipoproteinemia,EFO:Orphanet_14
obsolete_campomelic dysplasia,EFO:Orphanet_140
Inherited cancer-predisposing syndrome,EFO:Orphanet_140162
Primary intraosseous vascular malformation,EFO:Orphanet_140436
obsolete_hereditary motor and sensory neuropathy,EFO:Orphanet_140450
obsolete_autosomal dominant hereditary demyelinating motor and sensory neuropathy,EFO:Orphanet_140453
obsolete_autosomal dominant hereditary axonal motor and sensory neuropathy,EFO:Orphanet_140456
obsolete_autosomal recessive hereditary demyelinating motor and sensory neuropathy,EFO:Orphanet_140459
X-linked recessive hereditary axonal motor and sensory neuropathy,EFO:Orphanet_140462
obsolete_autosomal dominant distal hereditary motor neuropathy,EFO:Orphanet_140465
obsolete_autosomal recessive distal hereditary motor neuropathy,EFO:Orphanet_140468
obsolete_hereditary sensory and autonomic neuropathy,EFO:Orphanet_140471
obsolete_autosomal dominant hereditary sensory and autonomic neuropathy,EFO:Orphanet_140474
obsolete_autosomal recessive hereditary sensory and autonomic neuropathy,EFO:Orphanet_140477
obsolete_autosomal dominant slowed nerve conduction velocity,EFO:Orphanet_140481
obsolete_Charlie M syndrome,EFO:Orphanet_1406
Hair defect - photosensitivity - intellectual disability,EFO:Orphanet_1408
obsolete_Joubert syndrome and related disorders,EFO:Orphanet_140874
Woolly hair - hypotrichosis - everted lower lip - outstanding ears,EFO:Orphanet_1409
obsolete_hyperlipidemia due to hepatic triglyceride lipase deficiency,EFO:Orphanet_140905
obsolete_brachydactyly type B2,EFO:Orphanet_140908
obsolete_stapes ankylosis with broad thumbs and toes,EFO:Orphanet_140917
obsolete_autosomal recessive limb-girdle muscular dystrophy type 2J,EFO:Orphanet_140922
Benign familial neonatal-infantile seizures,EFO:Orphanet_140927
obsolete_linear atrophoderma of Moulin,EFO:Orphanet_140933
obsolete_Lelis syndrome,EFO:Orphanet_140936
obsolete_short stature due to primary acid-labile subunit deficiency,EFO:Orphanet_140941
CLOVE syndrome,EFO:Orphanet_140944
Syndactyly - telecanthus - anogenital and renal malformations,EFO:Orphanet_140952
obsolete_autosomal dominant macrothrombocytopenia,EFO:Orphanet_140957
